日時	始値	高値	安値	終値	単純移動平均1/単純移動平均	単純移動平均2/単純移動平均	売買高/売買高+移動平均	単純移動平均1/売買高+移動平均	単純移動平均2/売買高+移動平均	
2020/04/06	17857.99	18672.26	17802.62	18576.3	18239.5260	18829.3880	1679620000	1669372000	2185629712	
2020/04/07	18878.86	19162.52	18553.14	18950.18	18246.1600	18733.6320	1703510000	1637584000	2172364112	
2020/04/08	19047.76	19454.34	18730.8	19353.24	18503.7260	18664.4524	1681560000	1641612000	2169030512	
2020/04/09	19376	19406.96	19158.55	19345.77	18809.1360	18594.2808	1368890000	1586538000	2163479312	
2020/04/10	19500.07	19500.07	19235.96	19498.5	19144.7980	18521.0560	1370220000	1560760000	2162934512	
2020/04/13	19312.04	19355.04	19014.32	19043.4	19238.2180	18452.8020	1056070000	1436050000	2135191712	
2020/04/14	19150.3	19705.99	19093.12	19638.81	19375.9440	18450.4040	1306890000	1356726000	2086728512	
2020/04/15	19589.25	19660.68	19465.95	19550.09	19415.3140	18437.7228	1489030000	1318220000	2043474912	
2020/04/16	19311.3	19362.17	19154.41	19290.2	19404.2000	18432.6884	1298590000	1304160000	2015565712	
2020/04/17	19575.85	19922.07	19554.7	19897.26	19483.9520	18486.1936	1409050000	1311926000	1968586912	
2020/04/20	19689.85	19784.38	19611.79	19669.12	19609.0960	18575.7164	1065420000	1313796000	1872828512	
2020/04/21	19479.83	19529.06	19193.22	19280.78	19537.4900	18666.8660	1280428000	1308503600	1830218032	
2020/04/22	19109.18	19137.95	18858.25	19137.95	19455.0620	18751.9228	1247290000	1260155600	1757502832	
2020/04/23	19313.04	19429.44	19221.54	19429.44	19482.9100	18860.0384	1172620000	1234961600	1695655232	
2020/04/24	19331.86	19352.24	19175.38	19262	19355.8580	18968.4052	1327100000	1218571600	1628031632	
2020/04/27	19410.84	19819.06	19410.18	19783.22	19378.6780	19084.2228	1247400000	1254967600	1570032032	
2020/04/28	19776.18	19841.78	19638.48	19771.19	19476.7600	19151.3764	1233550000	1245592000	1529099632	
2020/04/30	20105.68	20365.89	20084.83	20193.69	19687.9080	19177.2588	1717660000	1339666000	1506594832	
2020/05/01	19991.97	20000.25	19551.73	19619.35	19725.8900	19215.4488	1364650000	1378072000	1479182320	
2020/05/07	19468.52	19720.87	19448.93	19674.77	19808.4440	19226.8624	1351340000	1382920000	1438502720	
2020/05/08	19972.09	20179.09	19894.58	20179.09	19887.6180	19270.6272	1372930000	1408026000	1416442320	
2020/05/11	20333.73	20534.88	20285.04	20390.66	20011.5120	19329.5732	1313550000	1424026000	1394486320	
2020/05/12	20413.23	20457.37	20293.97	20366.48	20046.0700	19421.6160	1241020000	1328698000	1377670320	
2020/05/13	20140.92	20329.89	20056.46	20267.05	20175.6100	19519.5492	1319250000	1319618000	1364669920	
2020/05/14	20140.49	20185	19902.93	19914.78	20223.6120	19603.3328	1329770000	1315304000	1357896320	
2020/05/15	20149.79	20198.25	19832.88	20037.47	20195.2880	19661.7796	1293290000	1299376000	1342443120	
2020/05/18	20097.62	20197.59	19999.1	20133.73	20143.9020	19709.1216	1210820000	1278830000	1322735520	
2020/05/19	20469.52	20659.46	20433.45	20433.45	20157.2960	19752.3300	1589510000	1348528000	1319053520	
2020/05/20	20454.49	20684.46	20454.03	20595.15	20222.9160	19802.3052	1214460000	1327570000	1312876320	
2020/05/21	20692.59	20734.91	20503.87	20552.31	20350.4220	19844.4576	1148290000	1291274000	1303999120	
2020/05/22	20583.95	20615.12	20334.99	20388.16	20420.5600	19898.2480	1229190000	1278454000	1310923920	
2020/05/25	20653.41	20741.65	20584.06	20741.65	20542.1440	19942.3616	1002570000	1236804000	1298751120	
2020/05/26	20927.96	21328.34	20918.11	21271.17	20709.6880	20011.2048	1472460000	1213394000	1298088320	
2020/05/27	21249.31	21475.68	21142.72	21419.23	20874.5040	20096.3660	1763300000	1323162000	1316676720	
2020/05/28	21612.9	21926.29	21580.5	21916.31	21147.3040	20177.1280	2087530000	1511010000	1343815920	
2020/05/29	21807.63	21955.44	21710.8	21877.89	21445.2500	20265.4788	2383860000	1741944000	1396553520	
2020/06/01	21910.89	22161.39	21898.99	22062.39	21709.3980	20376.7432	1201680000	1781766000	1393403600	
2020/06/02	22175.52	22401.79	22118.4	22325.61	21920.2860	20504.2496	1335730000	1754420000	1396941200	
2020/06/03	22649.01	22818.87	22462.68	22613.76	22159.1920	20631.6224	1552480000	1712256000	1412135600	
2020/06/04	22885.14	22907.92	22501.81	22695.74	22315.0780	20768.9720	1516320000	1598014000	1419704400	
2020/06/05	22613.08	22865.88	22563.56	22863.73	22512.2460	20892.1924	1392170000	1399676000	1425495200	
2020/06/08	23121.98	23178.1	23028.62	23178.1	22735.3880	21028.4688	1703070000	1499954000	1444276000	
2020/06/09	23135.79	23185.85	22933.14	23091.03	22888.4720	21144.3624	1521580000	1537124000	1436432800	
2020/06/10	22939	23175.82	22900.3	23124.95	22990.7100	21284.5864	1257740000	1478176000	1432156400	
2020/06/11	22848.02	22939.39	22466.54	22472.91	22946.1440	21396.5120	1679560000	1510824000	1445285200	
2020/06/12	22082.12	22350.3	21786.93	22305.48	22834.4940	21481.5676	1904160000	1613222000	1466534400	
2020/06/15	22135.27	22251.83	21529.83	21530.95	22505.0640	21527.1792	1363920000	1545392000	1468549200	
2020/06/16	21912.29	22624.14	21899.48	22582.21	22403.3000	21615.8084	1554760000	1552028000	1481098800	
2020/06/17	22517.14	22536.38	22318.07	22455.76	22269.4620	21703.3568	1176980000	1535876000	1475408000	
2020/06/18	22363.88	22432.25	22125.35	22355.46	22245.9720	21800.9840	1111220000	1422208000	1466666000	
2020/06/19	22515.75	22523.66	22352.16	22478.79	22280.6340	21898.6368	1555930000	1352562000	1477171600	
2020/06/22	22353.69	22575.74	22311.94	22437.27	22461.8980	21990.7784	936210000	1267020000	1466187200	
2020/06/23	22636.06	22693.89	22257.14	22549.05	22455.2660	22075.4024	1192800000	1194628000	1450318800	
2020/06/24	22541.01	22663.29	22479.86	22534.32	22470.9780	22152.9692	1169420000	1193116000	1448517200	
2020/06/25	22287.87	22423.41	22165.14	22259.79	22451.8440	22221.2684	1305370000	1231946000	1454800400	
2020/06/26	22424.37	22589.14	22408.27	22512.08	22458.5020	22306.2252	1137950000	1148350000	1451150800	
2020/06/29	22255.05	22281.38	21969.59	21995.04	22370.0560	22356.3608	1249620000	1211032000	1461032800	
2020/06/30	22335.1	22448.3	22273.38	22288.14	22317.8740	22397.0396	1240840000	1220640000	1451768000	
2020/07/01	22338.3	22360.31	22039.56	22121.73	22235.3560	22425.1396	1184970000	1223750000	1428634800	
2020/07/02	22182.68	22267.51	22072.11	22145.96	22212.5900	22434.3256	1357250000	1234126000	1399423600	
2020/07/03	22266.91	22312.44	22154.97	22306.48	22171.4700	22451.4692	982460000	1203028000	1343367600	
2020/07/06	22341.27	22734.11	22325.75	22714.44	22315.3500	22477.5512	1025390000	1158182000	1336316000	
2020/07/07	22649.9	22742.28	22540.44	22614.69	22380.6600	22489.1144	1093600000	1128734000	1326630800	
2020/07/08	22481.61	22667.95	22438.65	22438.65	22444.0440	22482.1100	1155960000	1122932000	1310770000	
2020/07/09	22442.3	22679.08	22434.38	22529.29	22520.7100	22475.4520	1175820000	1086646000	1297150000	
2020/07/10	22534.97	22563.68	22285.07	22290.81	22517.5760	22452.5352	1337910000	1157736000	1294979600	
2020/07/13	22591.81	22784.74	22561.47	22784.74	22531.6360	22436.8008	1215910000	1195840000	1275493200	
2020/07/14	22631.87	22677.02	22538.78	22587.01	22526.1000	22416.6400	1096520000	1196424000	1258490800	
2020/07/15	22817.91	22965.56	22800.11	22945.5	22627.4700	22409.4620	1245710000	1214374000	1258009600	
2020/07/16	22907.96	22925.9	22739.42	22770.36	22675.6840	22421.3600	1475640000	1274338000	1249852800	
2020/07/17	22807.57	22857.82	22643.52	22696.42	22756.8060	22436.9976	999710000	1206698000	1213674800	
2020/07/20	22772.07	22788.53	22580.19	22717.48	22743.3540	22484.4588	918930000	1147302000	1195875200	
2020/07/21	22789.38	22925.58	22780.22	22884.22	22802.7960	22496.5392	1151710000	1158340000	1179753200	
2020/07/22	22791.75	22855.31	22732.92	22751.61	22764.0180	22508.3732	1085370000	1126272000	1176088800	
2020/07/27	22495.95	22741.13	22429.57	22715.85	22753.1160	22522.7888	1160560000	1063256000	1178062400	
2020/07/28	22735.02	22842.19	22646.22	22657.38	22745.3080	22529.9324	1088360000	1080986000	1159359600	
2020/07/29	22543.89	22584.87	22366.34	22397.11	22681.2340	22528.3260	1186390000	1134478000	1169366800	
2020/07/30	22489.24	22506.6	22334.71	22339.23	22572.2360	22519.9332	1300420000	1164220000	1173671600	
2020/07/31	22267.59	22295.05	21710	21710	22363.9140	22486.9604	1678990000	1282944000	1194054400	
2020/08/03	21947.58	22214.59	21919.83	22195.38	22259.8200	22484.3840	1322650000	1315362000	1194745600	
2020/08/04	22379.74	22603.82	22379.74	22573.66	22243.0760	22486.8472	1403510000	1378392000	1205368000	
2020/08/05	22479.72	22554.2	22356.25	22514.85	22266.6240	22507.6396	1204800000	1382074000	1203575200	
2020/08/06	22471.71	22587.75	22362.89	22418.15	22282.4080	22512.8400	1079780000	1337946000	1197132800	
2020/08/07	22433.78	22436.16	22204.61	22329.94	22406.3960	22521.1684	1190520000	1240252000	1197354800	
2020/08/11	22505.51	22760.87	22497.07	22750.24	22517.3680	22545.3396	1627140000	1301150000	1208150400	
2020/08/12	22747.44	22874.37	22670.74	22843.96	22571.4280	22566.8388	1491130000	1318674000	1228497200	
2020/08/13	23123.36	23316.69	23111.5	23249.61	22718.3800	22588.2456	1411490000	1360012000	1243941200	
2020/08/14	23323.92	23338.79	23222.85	23289.36	22892.6220	22615.2324	1055530000	1355162000	1242418400	
2020/08/17	23189.48	23248.75	23068.53	23096.75	23045.9840	22641.5564	819220000	1280902000	1228948800	
2020/08/18	23097.8	23128.18	22948.89	23051.08	23106.1520	22662.4280	974531500	1150380300	1220897260	
2020/08/19	22997.93	23149.85	22953.6	23110.61	23159.4820	22695.2200	915330000	1035220300	1203994060	
2020/08/20	23003.58	23078.36	22851.83	22880.62	23085.6840	22699.0552	945670000	942056300	1193184460	
2020/08/21	23022.76	23135.43	22920.3	22920.3	23011.8720	22712.3868	910280000	913006300	1185734860	
2020/08/24	22913.2	23012.71	22862.54	22985.51	22989.6240	22713.9872	776140000	904390300	1166952060	
2020/08/25	23242.74	23431.04	23225.39	23296.77	23038.7620	22735.0436	1209890000	951462000	1156322060	
2020/08/26	23257.05	23348.8	23203	23290.86	23074.8120	22758.8212	859980000	940392000	1150732860	
2020/08/27	23311.04	23323.07	23177.85	23208.86	23140.4600	22778.4764	923800000	936018000	1150927660	
2020/08/28	23232.3	23376.13	22594.79	22882.65	23132.9300	22778.4136	1666100000	1087182000	1171503260	
2020/08/31	23147.14	23342.32	23102.61	23139.76	23163.7800	22793.9396	1341480000	1200250000	1181747660	
2020/09/01	23089.63	23206.66	23047.77	23138.07	23132.0400	22810.8284	1027690000	1163810000	1176432860	
2020/09/02	23261.09	23287.4	23170.82	23247.15	23123.2980	22834.4192	977080600	1187230120	1171981684	
2020/09/03	23524.49	23580.51	23426.11	23465.53	23174.6320	22877.1560	1021670000	1206804120	1165392884	
2020/09/04	23130.32	23257.69	23098.77	23205.43	23239.1880	22911.8040	1074800000	1088544120	1156368084	
2020/09/07	23145.47	23218.22	23086.89	23089.95	23229.2260	22967.0020	1062610000	1032770120	1131712884	
2020/09/08	23188.79	23277.66	23129.66	23274.13	23256.4380	23010.1520	1074850000	1042202120	1121800884	
2020/09/09	22966.89	23059.02	22878.71	23032.54	23213.5160	23028.5072	1360450000	1118876000	1120078484	
2020/09/10	23193.47	23250.31	23134.02	23235.47	23167.5040	23057.3320	1151190000	1144780000	1117934084	
2020/09/11	23114.63	23412.93	23114.63	23406.49	23207.7160	23096.8656	1297760000	1189372000	1126653284	
2020/09/14	23431.16	23582.21	23429.42	23559.3	23301.5860	23146.0400	1176310000	1212112000	1126084884	
2020/09/15	23438.83	23477.86	23351.35	23454.89	23337.7380	23174.2260	1171720000	1231486000	1107868084	
2020/09/16	23425.23	23506.45	23397.43	23475.53	23426.3360	23199.4888	1168860000	1193168000	1094977284	
2020/09/17	23416.62	23446.39	23272.23	23319.37	23443.1160	23202.2792	1108940000	1184718000	1082875284	
2020/09/18	23321.19	23398.46	23290.19	23360.3	23433.8780	23205.1168	1499740000	1225114000	1100643684	
2020/09/23	23245.89	23370.13	23154.45	23346.49	23391.3160	23215.1064	1519830000	1293818000	1128668084	
2020/09/24	23215	23234.72	23039.48	23087.82	23317.9020	23216.5760	1247820000	1309038000	1139599624	
2020/09/25	23217.33	23272.67	23154.66	23204.62	23263.7200	23220.3364	1274790000	1330224000	1153978024	
2020/09/28	23391.96	23516.04	23303.03	23511.62	23302.1700	23245.5764	1462670000	1400970000	1174658024	
2020/09/29	23410.5	23622.74	23347.64	23539.1	23337.9300	23270.3284	1140650000	1329152000	1183872824	
2020/09/30	23478.85	23522.38	23170.89	23185.12	23305.6560	23278.3128	1442360000	1313658000	1210521624	
2020/10/01	23185.12	23185.12	23185.12	23185.12	23325.1160	23273.8468	0	1064094000	1162126024	
2020/10/02	23294.8	23365.58	22951.41	23029.9	23290.1720	23263.4084	1484640000	1106064000	1187112424	
2020/10/05	23254.28	23377.43	23252.69	23312.14	23250.2760	23267.5396	1046470000	1022824000	1192019224	
2020/10/06	23420.07	23441.16	23331.4	23433.73	23229.2020	23289.5828	989710000	992636000	1164963624	
2020/10/07	23272.45	23432.73	23272.45	23422.82	23276.7420	23300.9052	932030000	890570000	1148585624	
2020/10/08	23506.34	23701.77	23477.73	23647.07	23369.1320	23321.2652	1029230000	1096416000	1148647224	
2020/10/09	23713.86	23725.58	23552.73	23619.69	23487.0900	23336.1668	1013620000	1002212000	1150108800	
2020/10/12	23588.74	23597.91	23501.26	23558.69	23536.4000	23339.8932	850070000	962932000	1143244800	
2020/10/13	23667.9	23667.9	23490.95	23601.78	23570.0100	23355.7472	870810000	939152000	1135085200	
2020/10/14	23545.66	23656.7	23518.81	23626.73	23610.7920	23377.2184	967820000	946310000	1131293600	
2020/10/15	23548.45	23581.16	23458.43	23507.23	23582.8240	23386.5424	888310000	918126000	1123832000	
2020/10/16	23478.4	23538.74	23382.67	23410.63	23541.0120	23401.6660	917580000	898918000	1106117200	
2020/10/19	23543.69	23707.16	23543.69	23671.13	23563.5000	23419.0924	862590000	901422000	1094573200	
2020/10/20	23587.87	23674.87	23518.29	23567.04	23556.5520	23425.5144	923690000	911998000	1079610400	
2020/10/21	23615.52	23702.3	23611.33	23639.46	23559.0980	23428.7208	943310000	907096000	1070290400	
2020/10/22	23525.59	23555.78	23436.17	23474.27	23552.5060	23429.4960	863170000	902068000	1057948400	
2020/10/23	23558.71	23587.9	23469.13	23516.59	23573.6980	23431.1384	967670000	912086000	1049900800	
2020/10/26	23520.78	23572.6	23475.52	23494.34	23538.3400	23438.1372	808390000	901246000	1037878800	
2020/10/27	23376.96	23485.8	23232.31	23485.8	23522.0920	23443.1572	945340000	905576000	1015702800	
2020/10/28	23372.61	23451.03	23334.23	23418.51	23477.9020	23446.0380	1183050000	953524000	1002231600	
2020/10/29	23170.76	23374.1	23170.76	23331.94	23449.4360	23455.8028	1012370000	983364000	992813600	
2020/10/30	23320.71	23320.71	22948.47	22977.13	23341.5440	23446.7032	1313800000	1052590000	994374000	
2020/11/02	23110.74	23370.91	23096.79	23295.48	23301.7720	23438.0576	1187770000	1128466000	983378000	
2020/11/04	23619.58	23801.88	23505.78	23695.23	23343.6580	23444.3028	1302330000	1199864000	989845200	
2020/11/05	23776.2	24112.42	23756.78	24105.28	23481.0120	23481.1092	1344740000	1232202000	985940400	
2020/11/06	24076.22	24389	24039.16	24325.23	23679.6700	23526.7136	1232120000	1276152000	1035225200	
2020/11/09	24568.84	24962.8	24541.28	24839.84	24052.2120	23599.1112	1227870000	1258966000	1024954400	
2020/11/10	25087.3	25279.94	24833.18	24905.59	24374.2340	23662.8492	2065350000	1434482000	1065709600	
2020/11/11	25145.66	25401.3	25145.66	25349.6	24705.1080	23739.4840	1683200000	1510656000	1093449200	
2020/11/12	25439.35	25587.96	25316.6	25520.88	24988.2280	23823.4064	1348300000	1511368000	1110100000	
2020/11/13	25405.64	25456.18	25215.31	25385.87	25200.3560	23892.9584	1333730000	1531690000	1122280000	
2020/11/16	25652.69	25928.18	25640.29	25906.93	25413.7740	23984.4480	1407490000	1567614000	1138034800	
2020/11/17	26043.45	26057.3	25851.54	26014.62	25635.5800	24082.6852	1373440000	1429232000	1158969600	
2020/11/18	25860.55	25882.14	25656.7	25728.14	25711.2880	24167.7396	1187360000	1330064000	1171631600	
2020/11/19	25628.73	25650.86	25474.94	25634.34	25733.9800	24248.0440	1368240000	1334052000	1187648400	
2020/11/20	25486.83	25555.37	25425.59	25527.37	25762.2800	24328.8496	1089044800	1285114960	1195677792	
2020/11/24	25901.45	26261.78	25901.45	26165.59	25814.0120	24439.0480	1399650000	1283546960	1214960592	
2020/11/25	26468.52	26706.42	26258.35	26296.86	25870.4600	24544.0772	1549460000	1318750960	1242435392	
2020/11/26	26255.47	26560.03	26255.47	26537.31	26032.2940	24662.8880	1164443800	1314167720	1252065544	
2020/11/27	26530.28	26672.4	26419.05	26644.71	26234.3680	24783.0980	1529500000	1346419720	1275513144	
2020/11/30	26830.1	26834.2	26405.83	26433.62	26415.6180	24901.4720	2487790000	1626168760	1340497944	
2020/12/01	26624.2	26852.16	26618.39	26787.54	26540.0080	25032.3100	1331220000	1612482760	1355039944	
2020/12/02	26884.99	26889.9	26695.28	26800.98	26640.8320	25164.5756	1429073900	1588405540	1379867300	
2020/12/03	26740.3	26868.09	26719.23	26809.37	26695.2440	25297.5184	1233430000	1602202780	1391390900	
2020/12/04	26697.26	26799.83	26646.08	26751.24	26716.5500	25430.8276	1147900000	1525882780	1389984900	
2020/12/07	26894.25	26894.25	26500.32	26547.44	26739.3140	25559.4476	1166470000	1261618780	1396148900	
2020/12/08	26380.32	26523.3	26327.08	26467.08	26675.2220	25699.0456	1029910000	1201356780	1384793300	
2020/12/09	26526.34	26826.78	26520.6	26817.94	26678.6140	25839.9440	1096090000	1134760000	1381126100	
2020/12/10	26688.5	26852.77	26639.98	26756.24	26667.9880	25962.3844	1182160000	1124506000	1376319300	
2020/12/11	26732.85	26819.41	26553.01	26652.52	26648.2440	26064.2740	1282180000	1151362000	1373816900	
2020/12/14	26659.53	26870.47	26648.69	26732.44	26685.2440	26160.5624	1153450000	1148758000	1370670100	
2020/12/15	26683.11	26736.84	26605.54	26687.84	26729.3960	26234.4824	1118580000	1166492000	1366298500	
2020/12/16	26835.59	26874.98	26717.03	26757.4	26717.2880	26308.5548	1110100000	1169294000	1328088500	
2020/12/17	26744.5	26843.05	26676.28	26806.67	26727.3740	26366.8376	1141102300	1161082460	1306404592	
2020/12/18	26775.53	26824.29	26707.3	26763.39	26749.5480	26416.5380	1297270000	1164100460	1304363392	
2020/12/21	26834.1	26905.67	26533.63	26714.42	26745.9440	26469.6800	1042100000	1141830460	1292698192	
2020/12/22	26559.33	26639.99	26361.66	26436.39	26695.6540	26490.8584	1072650000	1132644460	1279304592	
2020/12/23	26580.43	26585.21	26414.74	26524.79	26649.1320	26511.2652	991010000	1108826460	1264007392	
2020/12/24	26635.11	26764.53	26605.26	26668.35	26621.4680	26548.8736	878400000	1056286000	1251648992	
2020/12/25	26708.1	26716.61	26638.28	26656.61	26600.1120	26589.7644	694800000	935792000	1224711392	
2020/12/28	26691.29	26854.03	26664.6	26854.03	26628.0340	26642.8308	1009140000	929200000	1221515200	
2020/12/29	26936.38	27602.52	26921.14	27568.15	26854.3860	26698.9332	1020870000	918844000	1206364000	
2020/12/30	27559.1	27572.57	27338.56	27444.17	27038.2620	26744.8256	878190000	896280000	1179513200	
2021/01/04	27575.57	27602.11	27042.32	27258.38	27156.2680	26773.6684	956480000	911896000	1171194648	
2021/01/05	27151.38	27279.78	27073.46	27158.63	27256.6720	26794.2252	989530000	970842000	1149595848	
2021/01/06	27102.85	27196.4	27002.18	27055.94	27297.0540	26819.1180	1179580000	1004930000	1097267448	
2021/01/07	27340.46	27624.73	27340.46	27490.13	27281.4500	26847.2216	1513720000	1103500000	1104567448	
2021/01/08	27720.14	28139.03	27667.75	28139.03	27420.4220	26900.7436	1389160000	1205694000	1102970892	
2021/01/12	28004.37	28287.37	27899.45	28164.34	27601.6140	26954.9424	1335470000	1281492000	1107052492	
2021/01/13	28140.1	28503.43	28133.59	28456.59	27861.2060	27023.1564	1239560000	1331498000	1110718892	
2021/01/14	28442.73	28979.53	28411.58	28698.26	28189.6700	27109.1892	1413740000	1378330000	1120609692	
2021/01/15	28777.47	28820.5	28477.03	28519.18	28395.4800	27191.2732	1249260000	1325438000	1129383692	
2021/01/18	28238.68	28349.97	28111.54	28242.21	28416.1160	27248.2440	908793600	1229364720	1121891836	
2021/01/19	28405.49	28720.91	28373.34	28633.46	28509.9400	27323.3328	1006770000	1163624720	1114876236	
2021/01/20	28798.74	28801.19	28402.11	28523.26	28523.2740	27398.1624	1150000000	1145712720	1109589036	
2021/01/21	28710.41	28846.15	28677.61	28756.86	28534.9940	27479.1392	1144470000	1091858720	1109229836	
2021/01/22	28580.2	28698.18	28527.16	28631.45	28557.4480	27556.8836	1217520000	1085510720	1113187436	
2021/01/25	28698.89	28822.29	28566.85	28822.29	28673.4640	27639.4792	1016450000	1107042000	1109441436	
2021/01/26	28696.3	28740.71	28527.81	28546.18	28656.0080	27709.0596	1070610000	1119810000	1106621744	
2021/01/27	28665.34	28754.99	28542	28635.21	28678.3980	27783.9324	1159580000	1121726000	1101114144	
2021/01/28	28169.27	28360.48	27975.85	28197.42	28566.5100	27843.2524	2137650000	1320362000	1144936144	
2021/01/29	28320.72	28320.72	27629.8	27663.39	28372.8980	27892.3324	1576350000	1392128000	1165084144	
2021/02/01	27649.07	28107.1	27649.07	28091.05	28226.6500	27954.9828	1145530000	1417944000	1171264944	
2021/02/02	28207.48	28379.31	28089.12	28362.17	28189.8480	28022.7356	1168980000	1437618000	1182888144	
2021/02/03	28482.71	28669.95	28402.3	28646.5	28192.1060	28102.3312	1374380000	1480578000	1210071344	
2021/02/04	28557.46	28600.22	28325.89	28341.95	28221.0120	28161.8480	1344430000	1321934000	1223482944	
2021/02/05	28631.46	28785.71	28548.27	28779.19	28444.1720	28210.2896	1537270000	1314118000	1244138944	
2021/02/08	28831.58	29400.56	28817.6	29388.5	28703.6620	28288.0628	1585950000	1402202000	1272449344	
2021/02/09	29435.61	29585.75	29350.48	29505.93	28932.4140	28377.9648	1469180000	1462242000	1292957344	
2021/02/10	29412.55	29562.93	29368.18	29562.93	29115.7000	28474.1368	1324350000	1452236000	1306350144	
2021/02/12	29635.88	29650.51	29417.32	29520.07	29351.3240	28572.7020	1343980000	1452146000	1312926144	
2021/02/15	29662.41	30092.34	29662.41	30084.15	29612.3160	28676.4628	1275910000	1399874000	1303413744	
2021/02/16	30229.46	30714.52	30191.65	30467.75	29828.1660	28769.6116	1409700000	1364624000	1304235344	
2021/02/17	30366.82	30398.2	30191.01	30292.19	29985.4180	28854.7256	1371520000	1345092000	1305677344	
2021/02/18	30311.98	30560.49	30140.01	30236.09	30120.0500	28925.9056	1579910000	1396204000	1319291344	
2021/02/19	29970.59	30169.59	29847.33	30017.92	30219.6200	28978.6920	1223740000	1372156000	1311691344	
2021/02/22	30281.78	30458.13	30089.18	30156.03	30233.9960	29044.1660	1250430000	1367060000	1311738144	
2021/02/24	30020.11	30089.59	29671.7	29671.7	30074.7860	29101.3456	1570410000	1399202000	1338202800	
2021/02/25	30077.27	30213.28	30044.43	30168.27	30050.0020	29162.7380	1460950000	1417088000	1356370000	
2021/02/26	29753.73	29760.31	28966.01	28966.01	29795.9860	29180.4480	1688760000	1438858000	1377920400	
2021/03/01	29419.45	29686.39	29396.04	29663.5	29725.1020	29216.7136	1250010000	1444112000	1382142000	
2021/03/02	29939.75	29996.39	29314.82	29408.17	29575.5300	29247.7824	1292670000	1452560000	1385148000	
2021/03/03	29482.12	29604.37	29336.6	29559.1	29553.0100	29277.2548	1206500000	1379778000	1392750000	
2021/03/04	29198.42	29277.19	28711.04	28930.11	29305.3780	29292.6120	1285610000	1344710000	1401350000	
2021/03/05	28725.48	28867.83	28308.57	28864.32	29285.0400	29301.7764	1430430000	1293044000	1412184000	
2021/03/08	29208.19	29255.9	28644.26	28743.25	29100.9900	29323.6096	1511020000	1345246000	1387118800	
2021/03/09	28748.87	29053.56	28609.21	29027.94	29024.9440	29378.1916	1621140000	1410940000	1388910400	
2021/03/10	29118.28	29233.47	28960.09	29036.56	28920.4360	29416.0120	1393360000	1448312000	1398823600	
2021/03/11	29033.92	29255.42	28995.33	29211.64	28976.7420	29449.9908	1377930000	1466776000	1407181600	
2021/03/12	29287.74	29744.32	29210.4	29717.83	29147.4440	29492.8440	1583700000	1497430000	1415554400	
2021/03/15	29804.5	29884.73	29670.31	29766.97	29352.1880	29549.8448	1541660000	1503558000	1423443600	
2021/03/16	29770.39	30026.4	29755.47	29921.09	29530.8180	29595.5208	1419370000	1463204000	1418727600	
2021/03/17	29836.83	29984.97	29825.16	29914.33	29706.3720	29616.5540	1252840000	1435100000	1405403200	
2021/03/18	30148.48	30485	30041.5	30216.75	29907.3940	29644.9868	1599340000	1479382000	1410609600	
2021/03/19	29904.57	30049.77	29621.22	29792.05	29922.2380	29654.1516	2101870000	1583016000	1441710400	
2021/03/22	29444.1	29472.98	29107.63	29174.15	29803.6740	29640.3148	1384260000	1551536000	1443321600	
2021/03/23	29381.49	29496.83	28995.92	28995.92	29618.6400	29596.7856	1371960000	1542054000	1447163600	
2021/03/24	28765.55	28867.67	28379.06	28405.52	29316.8780	29514.2964	1591350000	1609756000	1454429600	
2021/03/25	28457.33	28821.83	28414.92	28729.88	29019.5040	29451.8040	1243410000	1538570000	1449305200	
2021/03/26	29068.52	29240.74	28953.22	29176.7	28896.4340	29409.4284	1282945000	1374785000	1437426600	
2021/03/29	29478.12	29578.37	29200.88	29384.52	28938.5080	29384.0924	1826320000	1463197000	1461529800	
2021/03/30	29365.04	29478.2	29283.89	29432.7	29025.8640	29355.1592	1340760000	1456957000	1465143000	
2021/03/31	29278.33	29348.99	29165.52	29178.8	29180.5200	29335.4432	1325880000	1403863000	1455361800	
2021/04/01	29441.91	29585.46	29318.82	29388.87	29312.3180	29304.2672	1245970000	1404375000	1446762600	
2021/04/02	29704.66	29869.67	29694.09	29854	29447.7780	29339.7868	1002310000	1348248000	1419304600	
2021/04/05	30084.61	30195	30024.25	30089.25	29588.7240	29356.8168	972360000	1177456000	1408198600	
2021/04/06	30208.89	30208.89	29665.86	29696.63	29641.5100	29368.3552	1135870000	1136478000	1401926600	
2021/04/07	29743.48	29867.94	29523.55	29730.79	29751.9080	29375.2228	1083800000	1088062000	1397018600	
2021/04/08	29675.88	29744.79	29516.42	29708.98	29815.9300	29406.3776	1134460000	1065760000	1390972600	
2021/04/09	29865.53	30064.35	29768.06	29768.06	29798.7420	29442.5272	1123380000	1089974000	1378690600	
2021/04/12	29874.43	29876.04	29538.73	29538.73	29688.6380	29474.3464	954540000	1086410000	1356431400	
2021/04/13	29605.69	29897.11	29573.79	29751.61	29699.6340	29503.2932	1016610000	1062558000	1332250200	
2021/04/14	29718.06	29722.4	29567.18	29620.99	29677.6740	29526.6704	1036280000	1053054000	1317967000	
2021/04/15	29573.9	29787.66	29558.55	29642.69	29664.4160	29543.9124	941380000	1014438000	1300505000	
2021/04/16	29789.08	29789.08	29621.83	29683.37	29647.4780	29542.5340	909150000	971592000	1273523000	
