table_name,field_name,field_value,language,translation
stops,stop_name,上六枚橋,ja-Hrkt,かみろくまいばし
stops,stop_name,上六枚橋,en,Kami Rokumaibashi
stops,stop_name,三内,ja-Hrkt,さんない
stops,stop_name,三内,en,Sannai
stops,stop_name,滝内福祉館前,ja-Hrkt,たきうちふくしかんまえ
stops,stop_name,滝内福祉館前,en,Takiuchi Fukushikan Mae
stops,stop_name,商業高校前,ja-Hrkt,しょうぎょうこうこうまえ
stops,stop_name,商業高校前,en,Shogyo Koko Mae
stops,stop_name,商業高校通り,ja-Hrkt,しょうぎょうこうこうどおり
stops,stop_name,商業高校通り,en,Shogyo Koko Dori
stops,stop_name,八重田浄化センター前,ja-Hrkt,やえだじょうかせんたーまえ
stops,stop_name,八重田浄化センター前,en,Yaeda Jouka Center Mae
stops,stop_name,石江高間,ja-Hrkt,いしえたかま
stops,stop_name,石江高間,en,Ishietakama
stops,stop_name,石神,ja-Hrkt,いしがみ
stops,stop_name,石神,en,Ishigami
stops,stop_name,新青森駅西口通り,ja-Hrkt,しんあおもりえきにしぐちどおり
stops,stop_name,新青森駅西口通り,en,Shin Aomori Sta. Nishiguchi Dori
stops,stop_name,西大野,ja-Hrkt,にしおおの
stops,stop_name,西大野,en,Nishiono
stops,stop_name,大野中央公園前,ja-Hrkt,おおのちゅうおうこうえんまえ
stops,stop_name,大野中央公園前,en,Ono Chuo Koen Mae
stops,stop_name,安田,ja-Hrkt,やすた
stops,stop_name,安田,en,yasuta
stops,stop_name,総合体育館前,ja-Hrkt,そうごうたいいくかんまえ
stops,stop_name,総合体育館前,en,Sogo Taiikukan Mae
stop_times,stop_headsign,A1青森駅（国道・古川線）,en,A1-Aomori Sta.(Kokudo・Furukawa Line)
stop_times,stop_headsign,C10古川→東部〈営〉（造道・八重田線）,en,C10-Furukawa→Tobu Eigyosho(Tsukurimichi・Yaeda Line)
stop_times,stop_headsign,C10沢田橋→東部〈営〉（造道・八重田線）,en,C10-Sawada Bashi→Tobu Eigyosho(Tsukurimichi・Yaeda Line)
stop_times,stop_headsign,C10東部〈営〉（造道・八重田線）,en,C10-Tobu Eigyosho(Tsukurimichi・Yaeda Line)
stop_times,stop_headsign,C12古川→県立中央病院（造道・八重田線）,en,C12-Furukawa→Kenritsu Chuo Byoin(Tsukurimichi・Yaeda Line)
stop_times,stop_headsign,C12県立中央病院（造道・八重田線）,en,C12-Kenritsu Chuo Byoin(Tsukurimichi・Yaeda Line)
stop_times,stop_headsign,C10県病→東部〈営〉（造道・八重田線）,en,C10-Kenritsu Chuo Byoin→Tobu Eigyosho(Tsukurimichi・Yaeda Line)
stop_times,stop_headsign,孫内（孫内線）,en,Magonai(Magonai Line)
stop_times,stop_headsign,B1青森駅（新町線）,en,B1-Aomori Sta.(Shinmachi Line)
stop_times,stop_headsign,C10新町→東部〈営〉（造道・八重田線）,en,C10-Shinmach→Tobu Eigyosho(Tsukurimichi・Yaeda Line)
stop_times,stop_headsign,C12新町→県立中央病院（造道・八重田線）,en,C12-Shinmach→Kenritsu Chuo Byoin(Tsukurimichi・Yaeda Line)
stop_times,stop_headsign,M44中大野→野木（旭町通り線）,en,M44-Naka Ono→Nogi(Asahicho Dori Line)
stop_times,stop_headsign,M44野木（旭町通り線）,en,M44-Nogi(Asahicho Dori Line)
stop_times,stop_headsign,A1中大野→青森駅（国道・古川線）,en,A1-Naka Ono→Aomori Sta.(Kokudo・Furukawa Line)
stop_times,stop_headsign,A1西バイパス→青森駅（国道・古川線）,en,A1-Nishi Bypass→Aomori Sta.(Kokudo・Furukawa Line)
stop_times,stop_headsign,U50西部〈営〉（西バイパス線）,en,U50-Seibu Eigyosho(Nishi Bypass Line)
stop_times,stop_headsign,T三内霊園（石江・新城線）,en,T-Sannai Reien(Ishie・Shinjo Line)
stop_times,stop_headsign,M八甲田霊園（旭町通り線）,en,M-Hakkoda Reien(Asahicho Dori Line)
stop_times,stop_headsign,A1旭町→青森駅（国道・古川線）,en,A1-Asahicho→Aomori Sta.(Kokudo・Furukawa Line)
stop_times,stop_headsign,月見野霊園（臨時便）,en,Tsukimino Reien
stop_times,stop_headsign,幸畑団地（臨時便）,en,Kobata Danchi
stop_times,stop_headsign,G23月見野霊園（明の星通り線）,en,G23-Tsukimino Reien(Akenohoshi Dori Line)
stop_times,stop_headsign,K32幸畑団地（観光通り線）,en,Ｊ32-Kobata Danchi(Kanko Dori Line)
stop_times,stop_headsign,J24田茂木沢（中筒井線）,en,J24-Tamogisawa(Naka Tsutsui Line)
stop_times,stop_headsign,田茂木沢（田茂木沢線）,en,Tamogisawa(Tamogisawa Line)
stop_times,stop_headsign,B1中筒井→青森駅（新町線）,en,B1-Naka Tsutsui→Aomori Sta.(Shinmachi Line)
stop_times,stop_headsign,J24田茂木野（中筒井線）,en,J24-Tamogino(Naka Tsutsui Line)
stop_times,stop_headsign,C10中筒井→東部〈営〉（造道・八重田線）,en,C10-Naka Tsutsui→Tobu Eigyosho(Tsukurimichi・Yaeda Line)
stop_times,stop_headsign,J32幸畑団地（中筒井線）,en,Ｊ32-Kobata Danchi(Naka Tsutsui Line)
stop_times,stop_headsign,R52つくしが丘病院（滝内・三内線）,en,R52-Tsukushigaoka Byoin(Takiuchi・Sannai Line)
stop_times,stop_headsign,R52岩渡（滝内・三内線）,en,R52-Iwatari(Takiuchi・Sannai Line)
stop_times,stop_headsign,岩渡（滝内・三内線）,en,Iwatari(Takiuchi・Sannai Line)
stop_times,stop_headsign,A1観光通り→青森駅（国道・古川線）,en,A1-Kanko Dori→Aomori Sta.(Kokudo・Furukawa Line)
stop_times,stop_headsign,駅西口（孫内線）,en,Aomori Station West Exit(Magonai Line)
stop_times,stop_headsign,60しあわせプラザ（福祉増進センター）,en,60-Shiawase Plaza(Fukushi Zoshin Center)
stop_times,stop_headsign,H21戸山団地（松森・浜館線）,en,H21-Toyama Danchi(Matsumori・Hamadate Line)
stop_times,stop_headsign,B1浜館→青森駅（新町線）,en,B1-Hamadate→Aomori Sta.(Shinmachi Line)
stop_times,stop_headsign,G21戸山団地（明の星通り線）,en,G21-Toyama Danchi(Akenohoshi Dori Line)
stop_times,stop_headsign,B1明の星→青森駅（新町線）,en,B1-Akenohoshi→Aomori Sta.(Shinmachi Line)
stop_times,stop_headsign,西部営業所（岡町線）,en,Seibu Eigyosho(Okamachi Line)
stop_times,stop_headsign,駅西口（岡町線）,en,Aomori Sta.nishiguchi(Okamachi Line)
stop_times,stop_headsign,J32横内環状→青森駅（中筒井線）,en,J32-Yokouchi Kanjo→Aomori Sta.(Naka Tsutsui Line)
stop_times,stop_headsign,K32横内環状→青森駅（観光通り線）,en,K21-Yokouchi Kanjo→Aomori Sta.(Kanko Dori Line)
stop_times,stop_headsign,工業高校前,en,Kogyo Koko Mae
stop_times,stop_headsign,ガーラタウン→西部営業所（岡町線）,en,GALATOWN→Sibu Eigyosyo(Okamachi Line)
stop_times,stop_headsign,J20桑原（中筒井線）,en,J20-Showa Daibutsu(Naka Tsutsui Line)
stop_times,stop_headsign,J20昭和大仏（中筒井線）,en,J20-Showa Daibutsu(Naka Tsutsui Line)
stop_times,stop_headsign,K31公立大学（観光通り線）,en,K31-Koritsu Daigaku(Kanko Dori Line)
stop_times,stop_headsign,M31公立大学（旭町通り線）,en,M31-Koritsu Daigaku(Asahicho Dori Line)
stop_times,stop_headsign,T50西部〈営〉（石江・新城線）,en,T50-Seibu Eigyosho(Ishie・Shinjo Line)
stop_times,stop_headsign,K30モヤヒルズ（観光通り線）,en,K30-Moya Hills(Kanko Dori Line)
stop_times,stop_headsign,ガーラタウン→駅西口（岡町線）,en,GALATOWN→Aomori Sta.nishiguchi(Okamachi Line)
stop_times,stop_headsign,M36スケート場（旭町通り線）,en,M36-Skate Jo(Asahicho Dori Line)
stop_times,stop_headsign,J38流通団地（中筒井線）,en,J38-Ryutsu Danchi(Naka Tsutsui Line)
stop_times,stop_headsign,R三内霊園（滝内・三内線）,en,R-Sannai Reien(Takiuchi・Sannai Line)
stop_times,stop_headsign,C10幸畑→工業高校前（造道・八重田線）,en,C10-Kobata→Kogyo Koko Mae(Tsukurimichi・Yaeda Line)
stop_times,stop_headsign,C10戸山→工業高校前（造道・八重田線）,en,C10-Toyama→Kogyo Koko Mae(Tsukurimichi・Yaeda Line)
stop_times,stop_headsign,C10県病→工業高校前（造道・八重田線）,en,C10-Kenritsu Chuo Byoin→Kogyo Koko Mae(Tsukurimichi・Yaeda Line)
stop_times,stop_headsign,C10工業高校前（造道・八重田線）,en,C10-Kogyo Koko Mae(Tsukurimichi・Yaeda Line)
stop_times,stop_headsign,M43朝日放送（旭町通り線）,en,M43-Asahi Hoso(Asahicho Dori Line)
stop_times,stop_headsign,K37問屋町（観光通り線）,en,K37-Tonyamachi(Kanko Dori Line)
stop_times,stop_headsign,K38流通団地（観光通り線）,en,K38-Ryutsu Danchi(Kanko Dori Line)
stop_times,stop_headsign,M38南部工業団地（旭町通り線）,en,M38-Nanbu Kogyo Danchi(Asahicho Dori Line)
stop_times,stop_headsign,K38南部工業団地（観光通り線）,en,K38-Nanbu Kogyo Danchi(Kanko Dori Line)
stop_times,stop_headsign,K34市民病院（観光通り線）,en,K34-Shimin Byoin(Kanko Dori Line)
stop_times,stop_headsign,C10旭町→東部〈営〉（造道・八重田線）,en,C10-Asahicho→Tobu Eigyosho(Tsukurimichi・Yaeda Line)
stop_times,stop_headsign,三内丸山遺跡,en,Sannai Maruyama Iseki
stop_times,stop_headsign,青森駅西口,en,Aomori Station West Exit
stop_times,stop_headsign,新青森駅東口,en,Shin Aomori Sta. Higashiguchi
stop_times,stop_headsign,W53中央大橋→野木和団地（沖館・新田線）,en,W53-Chuo Ohashi→Nogiwa Danchi(Okidate・Nitta Line)
stop_times,stop_headsign,W53野木和団地（沖館・新田線）,en,W53-Nogiwa Danchi(Okidate・Nitta Line)
stop_times,stop_headsign,C12中大野→県病（造道・八重田線）,en,C12-Naka Ono→Kenritsu Chuo Byoin(Tsukurimichi・Yaeda Line)
stop_times,stop_headsign,L30モヤヒルズ（中央大橋線）,en,L30-Moya Hills(Chuo Ohashi Line)
stop_times,stop_headsign,P40慈恵会病院（浪館通り線）,en,P40-Jikeikai Byoin(Namidate Dori Line)
stop_times,stop_headsign,A1中央大橋→青森駅（国道・古川線）,en,A1-Chuo Ohashi→Aomori Sta.(Kokudo・Furukawa Line)
stop_times,stop_headsign,C10観光通り→東部〈営〉（造道・八重田線）,en,C10-Kanko Dori→Tobu Eigyosho(Tsukurimichi・Yaeda Line)
stop_times,stop_headsign,M30モヤヒルズ（旭町通り線）,en,M30-Moya Hills(Asahicho Dori Line)
stop_times,stop_headsign,K33学校教育センター（観光通り線）,en,K33-Gakko Kyoiku Center(Kanko Dori Line)
stop_times,stop_headsign,C13築木館（造道・八重田線）,en,C13-Tsukinokidate(Tsukurimichi・Yaeda Line)
stop_times,stop_headsign,T52岩渡（石江・新城線）,en,T52-Iwatari(Ishie・Shinjo Line)
stop_times,stop_headsign,岩渡（石江・新城線）,en,Iwatari(Ishie・Shinjo Line)
stop_times,stop_headsign,T52つくしが丘病院（石江・新城線）,en,T52-Tsukushigaoka Byoin(Ishie・Shinjo Line)
stop_times,stop_headsign,F10東部〈営〉（小柳線(岡造道経由)）,en,F10-Tobu Eigyosho(Koyanagi Line(Via Okatsukurimichi))
stop_times,stop_headsign,F10東部〈営〉（小柳線）,en,F10-Tobu Eigyosho(Koyanagi Line)
stop_times,stop_headsign,A1小柳団地→青森駅（国道・古川線）,en,A1-Koyanagi Danchi→Aomori Sta.(Kokudo・Furukawa Line)
stop_times,stop_headsign,A1岡造道→青森駅（国道・古川線）,en,A1-Okatsukurimichi→Aomori Sta.(Kokudo・Furukawa Line)
stop_times,stop_headsign,新総合運動公園前（臨時便）,en,Shin Sogo Undo Koen Mae
stop_times,stop_headsign,S51三内丸山遺跡（県立美術館線）,en,S51-Sannai Maruyama Iseki(Kenritsu Bijutsukan Line)
stop_times,stop_headsign,F12県立中央病院（小柳線(岡造道経由)）,en,F12-Kenritsu Chuo Byoin(Koyanagi Line(Via Okatsukurimichi))
stop_times,stop_headsign,F12県立中央病院（小柳線）,en,F12-Kenritsu Chuo Byoin(Koyanagi Line)
stop_times,stop_headsign,L43朝日放送（中央大橋線）,en,L43-Asahi Hoso(Chuo Ohashi Line)
stop_times,stop_headsign,T50中央大橋→西部〈営〉（石江・新城線）,en,T50-Chuo Ohashi→Seibu Eigyosho(Ishie・Shinjo Line)
stop_times,stop_headsign,K43朝日放送（観光通り線）,en,K43-Asahi Hoso(Kanko Dori Line)
stop_times,stop_headsign,G22商業高校（明の星通り線）,en,G22-Shogyo Koko(Akenohoshi Dori Line)
stop_times,stop_headsign,F10東部〈営〉（小柳線(桜川経由)）,en,F10-Tobu Eigyosho(Koyanagi Line(Via Sakuragawa))
stop_times,stop_headsign,A1桜川→青森駅（国道・古川線）,en,A1-Sakuragawa→Aomori Sta.(Kokudo・Furukawa Line)
stop_times,stop_headsign,A1西滝→青森駅（国道・古川線）,en,A1-Nishitaki→Aomori Sta.(Kokudo・Furukawa Line)
stop_times,stop_headsign,F12県立中央病院（小柳線(桜川経由)）,en,F12-Kenritsu Chuo Byoin(Koyanagi Line(Via Sakuragawa))
stop_times,stop_headsign,東部営業所（臨時便）,en,Tobu Eigyosho
stop_times,stop_headsign,P51三内丸山遺跡（浪館通り線）,en,P51-Sannai Maruyama Iseki(Namidate Dori Line)
stop_times,stop_headsign,A1浪館→青森駅（国道・古川線）,en,A1-Namidate→Aomori Sta.(Kokudo・Furukawa Line)
stop_times,stop_headsign,A1明の星→青森駅（国道・古川線）,en,A1-Akenohoshi→Aomori Sta.(Kokudo・Furukawa Line)
stop_times,stop_headsign,G21沢山（明の星通り線）,en,G21-Sawayama(Akenohoshi Dori Line)
stop_times,stop_headsign,沢山（沢山線）,en,Sawayama(Sawayama Line)
stop_times,stop_headsign,C10浪館→東部〈営〉（造道・八重田線）,en,C10-Namidate→Tobu Eigyosho(Tsukurimichi・Yaeda Line)
stop_times,stop_headsign,C10浪館→工業高校前（造道・八重田線）,en,C10-Namidate→Kogyo Koko Mae(Tsukurimichi・Yaeda Line)
stop_times,stop_headsign,C10中大野→東部〈営〉（造道・八重田線）,en,C10-Naka Ono→Tobu Eigyosho(Tsukurimichi・Yaeda Line)
stop_times,stop_headsign,G38流通団地（明の星通り線）,en,G38-Ryutsu Danchi(Akenohoshi Dori Line)
stop_times,stop_headsign,M42南高校（旭町通り線）,en,M42-Minami Koko(Asahicho Dori Line)
stop_times,stop_headsign,P41細越（浪館通り線）,en,P41-Hosogoe(Namidate Dori Line)
stop_times,stop_headsign,C10西バイパス→東部〈営〉（造道・八重田線）,en,C10-Nishi Bypass→Tobu Eigyosho(Tsukurimichi・Yaeda Line)
stop_times,stop_headsign,C12西バイパス→県病（造道・八重田線）,en,C12-Nishi Bypass→Kenritsu Chuo Byoin(Tsukurimichi・Yaeda Line)
stop_times,stop_headsign,W54後潟（沖館・新田線）,en,W54-Ushirogata(Okidate・Nitta Line)
stop_times,stop_headsign,C11浅虫温泉駅（造道・八重田線）,en,C11-Asamushi Onsen Sta.(Tsukurimichi・Yaeda Line)
stop_times,stop_headsign,11浅虫温泉駅（久栗坂）,en,C11-Asamushi Onsen Sta.(Tsukurimichi・Yaeda Line)
stop_times,stop_headsign,C11浅虫水族館（造道・八重田線）,en,C11-Asamushi Suizokukan(Tsukurimichi・Yaeda Line)
stop_times,stop_headsign,浅虫水族館（造道・八重田線）,en,Asamushi Suizokukan(Tsukurimichi・Yaeda Line)
stop_times,stop_headsign,A1東バイパス→青森駅（国道・古川線）,en,A1-Higashi Bypass→Aomori Sta.(Kokudo・Furukawa Line)
stop_times,stop_headsign,E10東部〈営〉（東バイパス線）,en,E10-Tobu Eigyosho(Higashi Bypass Line)
stop_times,stop_headsign,T50東バイパス→西部〈営〉（石江・新城線）,en,T50-Higashi Bypass→Seibu Eigyosho(Ishie・Shinjo Line)
stop_times,stop_headsign,U5新青森駅東口（西バイパス線）,en,U5-Shin Aomori Sta. Higashiguchi(Nishi Bypass Line)
stop_times,stop_headsign,M35浜田循環→青森駅（旭町通り線）,en,M35-Hamada Junkan→Aomori Sta.(Asahicho Dori Line)
stop_times,stop_headsign,B1浜田循環→青森駅（新町線）,en,B1-Hamada Junkan→Aomori Sta.(Shinmachi Line)
stop_times,stop_headsign,K35浜田循環→青森駅（観光通り線）,en,K35-Hamada Junkan→Aomori Sta.(Kanko Dori Line)
stop_times,stop_headsign,A1浜田循環→青森駅（国道・古川線）,en,A1-Hamada Junkan→Aomori Sta.(Kokudo・Furukawa Line)
stop_times,stop_headsign,P35浪館中央循環→青森駅（浪館通り線）,en,P35-Namidate Chuo Junkan→Aomori Sta.(Namidate Dori Line)
stop_times,stop_headsign,A1浪館中央循環→青森駅（国道・古川線）,en,A1-Namidate Chuo Junkan→Aomori Sta.(Kokudo・Furukawa Line)
stop_times,stop_headsign,K35浪館中央循環→青森駅（観光通り線）,en,K35-Namidate Chuo Junkan→Aomori Sta.(Kanko Dori Line)
stop_times,stop_headsign,L21戸山団地（中央大橋線）,en,L21-Toyama Danchi(Chuo Ohashi Line)
stop_times,stop_headsign,L31公立大学（中央大橋線）,en,L31-Koritsu Daigaku(Chuo Ohashi Line)
stop_times,stop_headsign,M大野循環→青森駅（旭町通り線）,en,M-Ono Junkan→Aomori Sta.(Asahicho Dori Line)
stop_times,stop_headsign,L大野循環→青森駅（中央大橋線）,en,L-Ono Junkan→Aomori Sta.(Chuo Ohashi Line)
stop_times,stop_headsign,青森駅（青柳橋）,en,Aomori Sta.(Aoyagi Line)
stop_times,stop_headsign,県立中央病院（青柳線）,en,Kenritsu Chuo Byoin(Aoyagi Line)
stop_times,stop_headsign,青森駅（矢田・滝沢線）,en,Aomori Sta.(Yada・Takisawa Line)
stop_times,stop_headsign,上滝沢（矢田・滝沢線）,en,Kami Takisawa(Yada・Takisawa Line)
stop_times,stop_headsign,県立中央病院（矢田・滝沢線）,en,Kenritsu Chuo Byoin(Yada・Takisawa Line)
stop_times,stop_headsign,東部営業所（矢田・滝沢線）,en,Tobu Eigyosho(Yada・Takisawa Line)
stop_times,stop_headsign,油川中学校通り（岡町線）,en,Aburakawa Chugakko Dori(Okamachi Line)
stop_times,stop_headsign,中央大橋→古川（高田線）,en,Chuo Ohashi→Furukawa(Takada Line)
stop_times,stop_headsign,古川（高田線）,en,Furukawa(Takada Line)
stop_times,stop_headsign,Ito Yokado(Takada Line),en,Ito Yokado(Takada Line)
stop_times,stop_headsign,旭町→青森駅（高田線）,en,Asahicho→Aomori Sta. (Takada Line)
stop_times,stop_headsign,青森駅（高田線）,en,Aomori Sta. (Takada Line)
stop_times,stop_headsign,イトーヨーカドー（高田線）,en,Ito Yokado(Takada Line)
stop_times,stop_headsign,荒川バイパス→高田中前（高田線）,en,Arakawa Bypass→Takada chugakko Mae(Takada Line)
stop_times,stop_headsign,高田中前（高田線）,en,Takada Chugakko Mae(Takada Line)
stop_times,stop_headsign,荒川十文字→高田中前（高田線）,en,Arakawa Jumonji→Takada Chugakko Mae(Takada Line)
stop_times,stop_headsign,旭町→高田中前（高田線）,en,Asahicho→Tkada chugakko Mae(Takada Line)
stop_times,stop_headsign,中央大橋→古川（入内線）,en,Chuo Ohashi→Furukawa(Nyunai Line)
stop_times,stop_headsign,古川（入内線）,en,Furukawa(Nyunai Line)
stop_times,stop_headsign,旭町→古川（入内線）,en,Asahicyo→Furukawa(Nyunai Line)
stop_times,stop_headsign,荒川十文字→入内（入内線）,en,Arakawa Jumonji→Nyunai(Nyunai Line)
stop_times,stop_headsign,入内（入内線）,en,Nyunai(Nyunai Line)
stop_times,stop_headsign,中央大橋→古川（大柳辺線）,en,Chuo Ohashi→Furukawa(Oyanabe Line)
stop_times,stop_headsign,古川（大柳辺線）,en,Furukawa(Oyanabe Line)
stop_times,stop_headsign,旭町→古川（大柳辺線）,en,Asahicho→Furukawa(Oyanabe Line)
stop_times,stop_headsign,荒川バイパス→大柳辺入口（大柳辺線）,en,Arakawa Bypass→Oyanabe Iriguchi(Oyanabe Line)
stop_times,stop_headsign,大柳辺入口（大柳辺線）,en,Oyanabe Iriguchi(Oyanabe Line)
stop_times,stop_headsign,中央大橋→古川（青い森病院線）,en,Chuo Ohashi→Furukawa(Aoimori Byoin Line)
stop_times,stop_headsign,古川（青い森病院線）,en,Furukawa(Aoimori Byoin Line)
stop_times,stop_headsign,八ツ役→太陽台団地前（青い森病院線）,en,Yatsuyaku→Taiyodai Danchi Mae(Aoimori Byoin line)
stop_times,stop_headsign,太陽台団地前（青い森病院線）,en,Taiyodai Danchi Mae(Aoimori Byoin Line)
stop_times,stop_headsign,荒川バイパス→太陽台団地前（青い森病院線）,en,Arakawa Bypass→Taiyodai Danchi Mae(Aoimori Byoin Line)
stop_times,stop_headsign,旭町→青森駅（浪岡線（空港経由））,en,Asahisho→Aomori Sta.(Namioka Line (via Airport))
stop_times,stop_headsign,旭町→青森駅（浪岡線）,en,Asahisho→Aomori Sta.(Namioka Line)
stop_times,stop_headsign,青森駅（浪岡線）,en,Aomori Sta.(Namioka Line)
stop_times,stop_headsign,荒川バイパス→浪岡駅前（浪岡線（空港経由））,en,Arakawa Bypass→Namioka Eki Mae(Namioka Line (via Airport))
stop_times,stop_headsign,浪岡駅前（浪岡線（空港経由））,en,Namioka Eki Mae(Namioka Line (via Airport))
stop_times,stop_headsign,浪岡駅前（浪岡線）,en,Namioka Eki Mae(Namioka Line)
stop_times,stop_headsign,青森駅（浪岡線（大釈迦経由））,en,Aomori Sta.(Nmioka Line(via Daisyaka))
stop_times,stop_headsign,道の駅なみおか（浪岡線（大釈迦経由））,en,Michi no eki Namioka(Namioka Line(via Daisyaka))
stop_times,stop_headsign,道の駅なみおか（浪岡線）,en,Michi no eki Namioka(Namioka Line)
stop_times,stop_headsign,青森病院→道の駅なみおか（浪岡線（大釈迦経由））,en,Aomori Byoin → Michi no eki Namioka(Namioka Line(via Daisyaka))
stop_times,stop_headsign,青森病院→道の駅なみおか（浪岡線）,en,Aomori Byoin → Michi no eki Namioka(Namioka Line)
stop_times,stop_headsign,1駅西口（西口駅前広場）,en,1-Aomori Sta.nishiguchi(Nishiguｃhiekimaehiroba)
stop_times,stop_headsign,T5新青森駅南口（石江・新城線）,en,T5-Shin Aomori Sta. Minamiguchi(Ishie・Shinjo Line)
routes,route_short_name,A1 国道・古川線,en,A1 Kokudo・Furukawa Line
routes,route_short_name,C10 造道・八重田線,en,C10 Tsukurimichi・Yaeda Line
routes,route_short_name,C12 造道・八重田線,en,C12 Tsukurimichi・Yaeda Line
routes,route_short_name,孫内線,en,Magonai Line
routes,route_short_name,B1 新町線,en,B1 Shinmachi Line
routes,route_short_name,M44 旭町通り線,en,M44 Asahicho Dori Line
routes,route_short_name,U50 西バイパス線,en,U50 Nishi Bypass Line
routes,route_short_name,臨時便,en,an extra bus
routes,route_short_name,K32 観光通り線,en,K32 Kanko Dori Line
routes,route_short_name,J24 中筒井線,en,J24 Naka Tsutsui Line
routes,route_short_name,J32 中筒井線,en,J32 Naka Tsutsui Line
routes,route_short_name,R52 滝内・三内線,en,R52 Takiuchi・Sannai Line
routes,route_short_name,60 福祉増進センター,en,60 Fukushi Zoshin Center
routes,route_short_name,H21 松森・浜館線,en,H21 Matsumori・Hamadate Line
routes,route_short_name,G21 明の星通り線,en,G21 Akenohoshi Dori Line
routes,route_short_name,岡町線,en,Okamachi Line
routes,route_short_name,横内環状線,en,Yokouchi Kanjo Line
routes,route_short_name,J20 中筒井線,en,J20 Naka Tsutsui Line
routes,route_short_name,K31 観光通り線,en,K31 Kanko Dori Line
routes,route_short_name,M31 旭町通り線,en,M31 Asahicho Dori Line
routes,route_short_name,T50 石江・新城線,en,T50 Ishie・Shinjo Line
routes,route_short_name,K30 観光通り線,en,K30 Kanko Dori Line
routes,route_short_name,M36 旭町通り線,en,M36 Asahicho Dori Line
routes,route_short_name,J38 中筒井線,en,J38 Naka Tsutsui Line
routes,route_short_name,M43 旭町通り線,en,M43 Asahicho Dori Line
routes,route_short_name,K37 観光通り線,en,K37 Kanko Dori Line
routes,route_short_name,K38 観光通り線,en,K38 Kanko Dori Line
routes,route_short_name,M38 旭町通り線,en,M38 Asahicho Dori Line
routes,route_short_name,K34 観光通り線,en,K34 Kanko Dori Line
routes,route_short_name,ねぶたん,en,nebutan
routes,route_short_name,W53 沖館・新田線,en,W53 Okidate・Nitta Line
routes,route_short_name,L31 中央大橋線,en,L31 Chuo Ohashi Line
routes,route_short_name,P40 浪館通り線,en,P40 Namidate Dori Line
routes,route_short_name,K33 観光通り線,en,K33 Kanko Dori Line
routes,route_short_name,C13 造道・八重田線,en,C13 Tsukurimichi・Yaeda Line
routes,route_short_name,T52 石江・新城線,en,T52 Ishie・Shinjo Line
routes,route_short_name,F10 小柳線,en,F10 Koyanagi Line
routes,route_short_name,S51 県立美術館線,en,S51 Kenritsu Bijutsukan Line
routes,route_short_name,F12 小柳線,en,F12 Koyanagi Line
routes,route_short_name,L43 中央大橋線,en,L43 Chuo Ohashi Line
routes,route_short_name,K43 観光通り線,en,K43 Kanko Dori Line
routes,route_short_name,G22 明の星通り線,en,G22 Akenohoshi Dori Line
routes,route_short_name,P51 浪館通り線,en,P51 Namidate Dori Line
routes,route_short_name,G38 明の星通り線,en,G38 Akenohoshi Dori Line
routes,route_short_name,M42 旭町通り線,en,M42 Asahicho Dori Line
routes,route_short_name,P41 浪館通り線,en,P41 Namidate Dori Line
routes,route_short_name,W54 沖館・新田線,en,W54 Okidate・Nitta Line
routes,route_short_name,C11 造道・八重田線,en,C11 Tsukurimichi・Yaeda Line
routes,route_short_name,G23 明の星通り線,en,G23 Akenohoshi Dori Line
routes,route_short_name,E10 東バイパス線,en,E10 Higashi baipasu Line
routes,route_short_name,U5 西バイパス線,en,U5 Nishi Bypass Line
routes,route_short_name,浜田循環,en,Hamada Junkan
routes,route_short_name,浪館中央循環,en,Namidate Chuo Junkan
routes,route_short_name,L21 中央大橋線,en,L21 Chuo Ohashi Line
routes,route_short_name,大野循環,en,Ono Junkan
routes,route_short_name,青柳線,en,Aoyagi Line
routes,route_short_name,矢田・滝沢線,en,Yada・Takisawa Line
routes,route_short_name,高田線,en,Takada Line
routes,route_short_name,入内線,en,Nyunai Line
routes,route_short_name,大柳辺線,en,Oyanabe Line
routes,route_short_name,青い森病院線,en,Aoimori Byoin Line
routes,route_short_name,浪岡線,en,Namioka Line
routes,route_short_name,W53 沖舘・新田線,en,W53 Okidate・Nitta Line
routes,route_short_name,60 福祉増進センタ,en,60 Fukushi Zoshin Center
routes,route_short_name,W54 沖舘・新田線,en,W54 Okidate・Nitta Line
routes,route_short_name,A1 造道・八重田線,en,A1 Tsukurimichi・Yaeda Line
routes,route_short_name,T5 石江・新城線,en,T5 Ishie・Shinjo Line
