table_name,field_name,field_value,language,translation
stop_times,stop_headsign,古川,ja,古川
routes,route_short_name,古川,ja,古川
stop_times,stop_headsign,旭町,en,Asahicho
routes,route_short_name,旭町,en,Asahicho
stop_times,stop_headsign,旭町,ja,旭町
routes,route_short_name,旭町,ja,旭町
stop_times,stop_headsign,中央大橋,en,Chuo Ohashi
routes,route_short_name,中央大橋,en,Chuo Ohashi
stop_times,stop_headsign,中央大橋,ja,中央大橋
routes,route_short_name,中央大橋,ja,中央大橋
stop_times,stop_headsign,観光通り,en,Kanko Dori
routes,route_short_name,観光通り,en,Kanko Dori
stop_times,stop_headsign,観光通り,ja,観光通り
routes,route_short_name,観光通り,ja,観光通り
stop_times,stop_headsign,幸畑,en,Kobata
routes,route_short_name,幸畑,en,Kobata
stop_times,stop_headsign,幸畑,ja,幸畑
routes,route_short_name,幸畑,ja,幸畑
stop_times,stop_headsign,桜川,en,Sakuragawa
routes,route_short_name,桜川,en,Sakuragawa
stop_times,stop_headsign,桜川,ja,桜川
routes,route_short_name,桜川,ja,桜川
stop_times,stop_headsign,岡造道,en,Okatsukurimichi
routes,route_short_name,岡造道,en,Okatsukurimichi
stop_times,stop_headsign,岡造道,ja,岡造道
routes,route_short_name,岡造道,ja,岡造道
stop_times,stop_headsign,小柳,en,Koyanagi
routes,route_short_name,小柳,en,Koyanagi
stop_times,stop_headsign,小柳,ja,小柳
routes,route_short_name,小柳,ja,小柳
stop_times,stop_headsign,明の星通り,en,Akenohoshi Dori
routes,route_short_name,明の星通り,en,Akenohoshi Dori
stop_times,stop_headsign,明の星通り,ja,明の星通り
routes,route_short_name,明の星通り,ja,明の星通り
stop_times,stop_headsign,東高校,en,Higashi Koko
routes,route_short_name,東高校,en,Higashi Koko
stop_times,stop_headsign,東高校,ja,東高校
routes,route_short_name,東高校,ja,東高校
stop_times,stop_headsign,盲学校,en,Mo Gakko
routes,route_short_name,盲学校,en,Mo Gakko
stop_times,stop_headsign,盲学校,ja,盲学校
routes,route_short_name,盲学校,ja,盲学校
stop_times,stop_headsign,南佃,en,Minami Tsukuda
routes,route_short_name,南佃,en,Minami Tsukuda
stop_times,stop_headsign,南佃,ja,南佃
routes,route_short_name,南佃,ja,南佃
stop_times,stop_headsign,中筒井,en,Naka Tsutsui
routes,route_short_name,中筒井,en,Naka Tsutsui
stop_times,stop_headsign,中筒井,ja,中筒井
routes,route_short_name,中筒井,ja,中筒井
stop_times,stop_headsign,ＮＴＴ青森支店,en,N T T Aomori Shiten
routes,route_short_name,ＮＴＴ青森支店,en,N T T Aomori Shiten
stop_times,stop_headsign,ＮＴＴ青森支店,ja,ＮＴＴ青森支店
routes,route_short_name,ＮＴＴ青森支店,ja,ＮＴＴ青森支店
stop_times,stop_headsign,新町,en,Shinmachi
routes,route_short_name,新町,en,Shinmachi
stop_times,stop_headsign,新町,ja,新町
routes,route_short_name,新町,ja,新町
stop_times,stop_headsign,西部工業団地,en,Seibu Kogyo Danchi
routes,route_short_name,西部工業団地,en,Seibu Kogyo Danchi
stop_times,stop_headsign,西部工業団地,ja,西部工業団地
routes,route_short_name,西部工業団地,ja,西部工業団地
stop_times,stop_headsign,運転免許センター,en,Unten Menkyo Center
routes,route_short_name,運転免許センター,en,Unten Menkyo Center
stop_times,stop_headsign,運転免許センター,ja,運転免許センター
routes,route_short_name,運転免許センター,ja,運転免許センター
stop_times,stop_headsign,西部〈営〉,en,Seibu Eigyosho
routes,route_short_name,西部〈営〉,en,Seibu Eigyosho
stop_times,stop_headsign,西部〈営〉,ja,西部〈営〉
routes,route_short_name,西部〈営〉,ja,西部〈営〉
stop_times,stop_headsign,西部,en,Seibu Eigyosho
routes,route_short_name,西部,en,Seibu Eigyosho
stop_times,stop_headsign,西部,ja,西部
routes,route_short_name,西部,ja,西部
stop_times,stop_headsign,しあわせプラザ,en,Shiawase Plaza
routes,route_short_name,しあわせプラザ,en,Shiawase Plaza
stop_times,stop_headsign,しあわせプラザ,ja,しあわせプラザ
routes,route_short_name,しあわせプラザ,ja,しあわせプラザ
stop_times,stop_headsign,駅西口,en,Aomori Sta.nishiguchi
routes,route_short_name,駅西口,en,Aomori Sta.nishiguchi
stop_times,stop_headsign,駅西口,ja,駅西口
routes,route_short_name,駅西口,ja,駅西口
stop_times,stop_headsign,DCM青森中央店前,en,DCM Aomori Chuoten Mae
routes,route_short_name,DCM青森中央店前,en,DCM Aomori Chuoten Mae
stop_times,stop_headsign,DCM青森中央店前,ja,DCM青森中央店前
routes,route_short_name,DCM青森中央店前,ja,DCM青森中央店前
stop_times,stop_headsign,慈恵会病院経由,en,Via Jikeikai Byoin
routes,route_short_name,慈恵会病院経由,en,Via Jikeikai Byoin
stop_times,stop_headsign,慈恵会病院経由,ja,慈恵会病院経由
routes,route_short_name,慈恵会病院経由,ja,慈恵会病院経由
stop_times,stop_headsign,総合体育館・サンロード青森経由,en,Via Sogo Taiikukan・Sanrodo Aomori
routes,route_short_name,総合体育館・サンロード青森経由,en,Via Sogo Taiikukan・Sanrodo Aomori
stop_times,stop_headsign,総合体育館・サンロード青森経由,ja,総合体育館前・サンロード青森経由
routes,route_short_name,総合体育館・サンロード青森経由,ja,総合体育館前・サンロード青森経由
stop_times,stop_headsign,スケート場経由,en,Via Skate Jo
routes,route_short_name,スケート場経由,en,Via Skate Jo
stop_times,stop_headsign,スケート場経由,ja,スケート場経由
routes,route_short_name,スケート場経由,ja,スケート場経由
stop_times,stop_headsign,総合体育館・イトーヨーカドー経由,en,Via Sogo Taiikukan・Ito Yokado
routes,route_short_name,総合体育館・イトーヨーカドー経由,en,Via Sogo Taiikukan・Ito Yokado
stop_times,stop_headsign,総合体育館・イトーヨーカドー経由,ja,総合体育館・イトーヨーカドー経由
routes,route_short_name,総合体育館・イトーヨーカドー経由,ja,総合体育館・イトーヨーカドー経由
stop_times,stop_headsign,サンロード青森経由,en,Via Sanrodo Aomori
routes,route_short_name,サンロード青森経由,en,Via Sanrodo Aomori
stop_times,stop_headsign,サンロード青森経由,ja,サンロード青森経由
routes,route_short_name,サンロード青森経由,ja,サンロード青森経由
stop_times,stop_headsign,総合体育館・浪館経由,en,Via Sogo Taiikukan・Namidate
routes,route_short_name,総合体育館・浪館経由,en,Via Sogo Taiikukan・Namidate
stop_times,stop_headsign,総合体育館・浪館経由,ja,総合体育館・浪館経由
routes,route_short_name,総合体育館・浪館経由,ja,総合体育館・浪館経由
stop_times,stop_headsign,浪館経由,en,Via Namidate
routes,route_short_name,浪館経由,en,Via Namidate
stop_times,stop_headsign,浪館経由,ja,浪館経由
routes,route_short_name,浪館経由,ja,浪館経由
stop_times,stop_headsign,総合体育館経由,en,Via Sogo Taiikukan
routes,route_short_name,総合体育館経由,en,Via Sogo Taiikukan
stop_times,stop_headsign,総合体育館経由,ja,総合体育館経由
routes,route_short_name,総合体育館経由,ja,総合体育館経由
stop_times,stop_headsign,旭町経由,en,Via Asahicho
routes,route_short_name,旭町経由,en,Via Asahicho
stop_times,stop_headsign,旭町経由,ja,旭町経由
routes,route_short_name,旭町経由,ja,旭町経由
stop_times,stop_headsign,月見野霊園経由,en,Via Tsukimino Reien
routes,route_short_name,月見野霊園経由,en,Via Tsukimino Reien
stop_times,stop_headsign,月見野霊園経由,ja,月見野霊園経由
routes,route_short_name,月見野霊園経由,ja,月見野霊園経由
stop_times,stop_headsign,横内環状,en,Yokouchi Kanjo
routes,route_short_name,横内環状,en,Yokouchi Kanjo
stop_times,stop_headsign,横内環状,ja,横内環状
routes,route_short_name,横内環状,ja,横内環状
stop_times,stop_headsign,棟方志功記念館前,en,Munakata Shiko Memorial Museum of Art
routes,route_short_name,棟方志功記念館前,en,Munakata Shiko Memorial Museum of Art
stop_times,stop_headsign,棟方志功記念館前,ja,棟方志功記念館前
routes,route_short_name,棟方志功記念館前,ja,棟方志功記念館前
stop_times,stop_headsign,シーナシーナ青森経由,en,Via CiiNACiiNA Aomori
routes,route_short_name,シーナシーナ青森経由,en,Via CiiNACiiNA Aomori
stop_times,stop_headsign,シーナシーナ青森経由,ja,シーナシーナ青森経由
routes,route_short_name,シーナシーナ青森経由,ja,シーナシーナ青森経由
stops,stop_name,青森駅,ja-Hrkt,あおもりえき
stops,stop_name,青森駅,en,Aomori Sta.
stops,stop_name,古川一丁目,ja-Hrkt,ふるかわいっちょうめ
stops,stop_name,古川一丁目,en,Furukawa-itchome
stops,stop_name,古川,ja-Hrkt,ふるかわ
stops,stop_name,古川,en,Furukawa
stops,stop_name,県庁前,ja-Hrkt,けんちょうまえ
stops,stop_name,県庁前,en,Kencho Mae
stops,stop_name,市役所前,ja-Hrkt,しやくしょまえ
stops,stop_name,市役所前,en,Shiyakusho Mae
stops,stop_name,ＮＴＴ青森支店前,ja-Hrkt,えぬてぃてぃあおもりしてんまえ
stops,stop_name,ＮＴＴ青森支店前,en,N T T Aomori Shiten Mae
stops,stop_name,文化会館前,ja-Hrkt,ぶんかかいかんまえ
stops,stop_name,文化会館前,en,Bunka Kaikan Mae
stops,stop_name,堤橋,ja-Hrkt,つつみばし
stops,stop_name,堤橋,en,Tsutsumi Bashi
stops,stop_name,栄町一丁目,ja-Hrkt,さかえまちいっちょうめ
stops,stop_name,栄町一丁目,en,Sakaemachi-itchome
stops,stop_name,栄町二丁目,ja-Hrkt,さかえまちにちょうめ
stops,stop_name,栄町二丁目,en,Sakaemachi-nichome
stops,stop_name,合浦町,ja-Hrkt,がっぽちょう
stops,stop_name,合浦町,en,Gappocho
stops,stop_name,合浦公園前,ja-Hrkt,がっぽこうえんまえ
stops,stop_name,合浦公園前,en,Gappo Koen Mae
stops,stop_name,岡造道一丁目,ja-Hrkt,おかつくりみちいっちょうめ
stops,stop_name,岡造道一丁目,en,Okatsukurimichi-itchome
stops,stop_name,造道,ja-Hrkt,つくりみち
stops,stop_name,造道,en,Tsukurimichi
stops,stop_name,沢田橋,ja-Hrkt,さわだばし
stops,stop_name,沢田橋,en,Sawada Bashi
stops,stop_name,新町一丁目,ja-Hrkt,しんまちいっちょうめ
stops,stop_name,新町一丁目,en,Shinmachi-itchome
stops,stop_name,県庁通り,ja-Hrkt,けんちょうどおり
stops,stop_name,県庁通り,en,Kencho Dori
stops,stop_name,新町二丁目,ja-Hrkt,しんまちにちょうめ
stops,stop_name,新町二丁目,en,Shinmachi-nichome
stops,stop_name,北高校,ja-Hrkt,きたこうこう
stops,stop_name,北高校,en,Kita Koko
stops,stop_name,下六枚橋昇龍の松前,ja-Hrkt,しもろくまいばししょうりゅうのまつまえ
stops,stop_name,下六枚橋昇龍の松前,en,Shimo Rokumaibashi Shoryu no matsu Mae
stops,stop_name,下安田,ja-Hrkt,しもやすた
stops,stop_name,下安田,en,Shimo Yasuta
stops,stop_name,古川三丁目,ja-Hrkt,ふるかわさんちょうめ
stops,stop_name,古川三丁目,en,Furukawa-sanchome
stops,stop_name,長島四丁目,ja-Hrkt,ながしまよんちょうめ
stops,stop_name,長島四丁目,en,Nagashima-yonchome
stops,stop_name,中央大橋,ja-Hrkt,ちゅうおうおおはし
stops,stop_name,中央大橋,en,Chuo Ohashi
stops,stop_name,中央二丁目,ja-Hrkt,ちゅうおうにちょうめ
stops,stop_name,中央二丁目,en,Chuo-nichome
stops,stop_name,橋本三丁目,ja-Hrkt,はしもとさんちょうめ
stops,stop_name,橋本三丁目,en,Hashimoto-sanchome
stops,stop_name,聴覚障害者情報センター前,ja-Hrkt,ちょうかくしょうがいしゃじょうほうせんたーまえ
stops,stop_name,聴覚障害者情報センター前,en,Chokaku Shogaisha Joho Center Mae
stops,stop_name,東高校通り,ja-Hrkt,ひがしこうこうどおり
stops,stop_name,東高校通り,en,Higashi Koko Dori
stops,stop_name,サンドーム通り,ja-Hrkt,さんどうむどおり
stops,stop_name,サンドーム通り,en,Sun Dome Dori
stops,stop_name,浜館五丁目,ja-Hrkt,はまだてごちょうめ
stops,stop_name,浜館五丁目,en,Hamadate-gochome
stops,stop_name,南造道,ja-Hrkt,みなみつくりみち
stops,stop_name,南造道,en,Minami Tsukurimichi
stops,stop_name,県立中央病院通り,ja-Hrkt,けんりつちゅうおうびょういんどおり
stops,stop_name,県立中央病院通り,en,Kenritsu Chuo Byoin Dori
stops,stop_name,県立中央病院前,ja-Hrkt,けんりつちゅうおうびょういんまえ
stops,stop_name,県立中央病院前,en,Kenritsu Chuo Byoin Mae
stops,stop_name,八重田,ja-Hrkt,やえだ
stops,stop_name,八重田,en,Yaeda
stops,stop_name,矢作,ja-Hrkt,やさく
stops,stop_name,矢作,en,Yasaku
stops,stop_name,原別,ja-Hrkt,はらべつ
stops,stop_name,原別,en,Harabetsu
stops,stop_name,下海原,ja-Hrkt,しもうなばら
stops,stop_name,下海原,en,Shimo Unabara
stops,stop_name,上海原,ja-Hrkt,かみうなばら
stops,stop_name,上海原,en,Kami Unabara
stops,stop_name,野内駅前,ja-Hrkt,のないえきまえ
stops,stop_name,野内駅前,en,Nonai Sta. Mae
stops,stop_name,北野内,ja-Hrkt,きたのない
stops,stop_name,北野内,en,Kita Nonai
stops,stop_name,東野内,ja-Hrkt,ひがしのない
stops,stop_name,東野内,en,Higashi Nonai
stops,stop_name,野内,ja-Hrkt,のない
stops,stop_name,野内,en,Nonai
stops,stop_name,浦島,ja-Hrkt,うらしま
stops,stop_name,浦島,en,Urashima
stops,stop_name,観音寺通り,ja-Hrkt,かんのんじどおり
stops,stop_name,観音寺通り,en,Kannonji Dori
stops,stop_name,久栗坂,ja-Hrkt,くぐりざか
stops,stop_name,久栗坂,en,Kugurizaka
stops,stop_name,青森敬仁会病院前,ja-Hrkt,あおもりけいじんかいびょういんまえ
stops,stop_name,青森敬仁会病院前,en,Aomori Keijinkai Byouin Mae
stops,stop_name,津軽高野山,ja-Hrkt,つがるこうやさん
stops,stop_name,津軽高野山,en,Tsugaru Koyasan
stops,stop_name,浅虫消防分署前,ja-Hrkt,あさむししょうぼうぶんしょまえ
stops,stop_name,浅虫消防分署前,en,Asamushi Shobo Bunsho Mae
stops,stop_name,浅虫水族館通り,ja-Hrkt,あさむしすいぞくかんどおり
stops,stop_name,浅虫水族館通り,en,Asamushi Suizokukan Dori
stops,stop_name,道の駅ゆーさ浅虫前,ja-Hrkt,みちのえきゆーさあさむしまえ
stops,stop_name,道の駅ゆーさ浅虫前,en,Michi no eki Yusa Asamushi Mae
stops,stop_name,アウガ前,ja-Hrkt,あうがまえ
stops,stop_name,アウガ前,en,Auga Mae
stops,stop_name,東高校前,ja-Hrkt,ひがしこうこうまえ
stops,stop_name,東高校前,en,Higashi Koko Mae
stops,stop_name,原別小学校前,ja-Hrkt,はらべつしょうがっこうまえ
stops,stop_name,原別小学校前,en,Harabetsu Shogakko Mae
stops,stop_name,森越,ja-Hrkt,もりこし
stops,stop_name,森越,en,Morikoshi
stops,stop_name,下諏訪沢,ja-Hrkt,しもすわのさわ
stops,stop_name,下諏訪沢,en,Shimo Suwanosawa
stops,stop_name,諏訪沢,ja-Hrkt,すわのさわ
stops,stop_name,諏訪沢,en,Suwanosawa
stops,stop_name,下築木館,ja-Hrkt,しもつきのきだて
stops,stop_name,下築木館,en,Shimo Tsukinokidate
stops,stop_name,築木館,ja-Hrkt,つきのきだて
stops,stop_name,築木館,en,Tsukinokidate
stops,stop_name,矢田前,ja-Hrkt,やだまえ
stops,stop_name,矢田前,en,Yadamae
stops,stop_name,県立盲学校前,ja-Hrkt,けんりつもうがっこうまえ
stops,stop_name,県立盲学校前,en,Kenritsu Mo Gakko Mae
stops,stop_name,八重田通り,ja-Hrkt,やえだどおり
stops,stop_name,八重田通り,en,Yaeda Dori
stops,stop_name,後萢通り,ja-Hrkt,うしろやちどおり
stops,stop_name,後萢通り,en,Ushiroyachi Dori
stops,stop_name,ＪＡ青森支店前,ja-Hrkt,じぇいえいあおもりしてんまえ
stops,stop_name,ＪＡ青森支店前,en,J A Aomori Shiten Mae
stops,stop_name,岡造道大通り,ja-Hrkt,おかつくりみちおおどおり
stops,stop_name,岡造道大通り,en,Okatsukurimichi Odori
stops,stop_name,岡造道,ja-Hrkt,おかつくりみち
stops,stop_name,岡造道,en,Okatsukurimichi
stops,stop_name,小柳,ja-Hrkt,こやなぎ
stops,stop_name,小柳,en,Koyanagi
stops,stop_name,小柳団地入口,ja-Hrkt,こやなぎだんちいりぐち
stops,stop_name,小柳団地入口,en,Koyanagi Danchi Iriguchi
stops,stop_name,小柳小学校前,ja-Hrkt,こやなぎしょうがっこう
stops,stop_name,小柳小学校前,en,Koyanagi Shogakko Mae
stops,stop_name,小柳橋,ja-Hrkt,こやなぎばし
stops,stop_name,小柳橋,en,Koyanagi Bashi
stops,stop_name,明の星高校前,ja-Hrkt,あけのほしこうこうまえ
stops,stop_name,明の星高校前,en,Akenohoshi Koko Mae
stops,stop_name,東佃,ja-Hrkt,ひがしつくだ
stops,stop_name,東佃,en,Higashi Tsukuda
stops,stop_name,南佃,ja-Hrkt,みなみつくだ
stops,stop_name,南佃,en,Minami Tsukuda
stops,stop_name,県立保健大学前,ja-Hrkt,けんりつほけんだいがくまえ
stops,stop_name,県立保健大学前,en,Kenritsu Hoken Daigaku Mae
stops,stop_name,月見野入口,ja-Hrkt,つきみのいりぐち
stops,stop_name,月見野入口,en,Tsukimino Iriguchi
stops,stop_name,月見野,ja-Hrkt,つきみの
stops,stop_name,月見野,en,Tsukimino
stops,stop_name,戸山団地入口,ja-Hrkt,とやまだんちいりぐち
stops,stop_name,戸山団地入口,en,Toyama Danchi Iriguchi
stops,stop_name,戸山団地中央通り,ja-Hrkt,とやまだんちちゅうおうどうり
stops,stop_name,戸山団地中央通り,en,Toyama Danchi Chuo Dori
stops,stop_name,戸山中央公園前,ja-Hrkt,とやまちゅうおうこうえんまえ
stops,stop_name,戸山中央公園前,en,Toyama Chuo Koen Mae
stops,stop_name,北蛍沢,ja-Hrkt,きたほたるざわ
stops,stop_name,北蛍沢,en,Kita Hotaruzawa
stops,stop_name,戸山西小学校前,ja-Hrkt,とやまにししょうがっこうまえ
stops,stop_name,戸山西小学校前,en,Toyama Nishi Shogakko Mae
stops,stop_name,戸山,ja-Hrkt,とやま
stops,stop_name,戸山,en,Toyama
stops,stop_name,戸崎,ja-Hrkt,とざき
stops,stop_name,戸崎,en,Tozaki
stops,stop_name,桑原,ja-Hrkt,くわばら
stops,stop_name,桑原,en,Kuwabara
stops,stop_name,佃中学校前,ja-Hrkt,つくだちゅうがっこうまえ
stops,stop_name,佃中学校前,en,Tsukuda Chugakko Mae
stops,stop_name,花園二丁目,ja-Hrkt,はなぞのにちょうめ
stops,stop_name,花園二丁目,en,Hanazono-nichome
stops,stop_name,福田,ja-Hrkt,ふくだ
stops,stop_name,福田,en,Fukuda
stops,stop_name,西佃,ja-Hrkt,にしつくだ
stops,stop_name,西佃,en,Nishi Tsukuda
stops,stop_name,松森,ja-Hrkt,まつもり
stops,stop_name,松森,en,Matsumori
stops,stop_name,佃,ja-Hrkt,つくだ
stops,stop_name,佃,en,Tsukuda
stops,stop_name,上松森,ja-Hrkt,かみまつもり
stops,stop_name,上松森,en,Kami Matsumori
stops,stop_name,古館,ja-Hrkt,ふるだて
stops,stop_name,古館,en,Furudate
stops,stop_name,浜館三丁目,ja-Hrkt,はまだてさんちょうめ
stops,stop_name,浜館三丁目,en,Hamadate-sanchome
stops,stop_name,平和公園前,ja-Hrkt,へいわこうえんまえ
stops,stop_name,平和公園前,en,Heiwa Koen Mae
stops,stop_name,棟方志功記念館通り,ja-Hrkt,むなかたしこうきねんかんどおり
stops,stop_name,棟方志功記念館通り,en,Munakata Shiko Kinenkan Dori
stops,stop_name,松原三丁目,ja-Hrkt,まつばらさんちょうめ
stops,stop_name,松原三丁目,en,Matsubara-sanchome
stops,stop_name,奥野,ja-Hrkt,おくの
stops,stop_name,奥野,en,Okuno
stops,stop_name,筒井通り,ja-Hrkt,つついどおり
stops,stop_name,筒井通り,en,Tsutsui Dori
stops,stop_name,青森高校前,ja-Hrkt,あおもりこうこうまえ
stops,stop_name,青森高校前,en,Aomori Koko Mae
stops,stop_name,下筒井,ja-Hrkt,しもつつい
stops,stop_name,下筒井,en,Shimo Tsutsui
stops,stop_name,中筒井,ja-Hrkt,なかつつい
stops,stop_name,中筒井,en,Naka Tsutsui
stops,stop_name,古館十文字,ja-Hrkt,ふるだてじゅうもんじ
stops,stop_name,古館十文字,en,Furudate Jumonji
stops,stop_name,古館大柳,ja-Hrkt,ふるだておおやなぎ
stops,stop_name,古館大柳,en,Furudate Oyanagi
stops,stop_name,駒込見吉通り,ja-Hrkt,こまごめみよしどおり
stops,stop_name,駒込見吉通り,en,Komagome Miyoshi Dori
stops,stop_name,駒込,ja-Hrkt,こまごめ
stops,stop_name,駒込,en,Komagome
stops,stop_name,上筒井,ja-Hrkt,かみつつい
stops,stop_name,上筒井,en,Kami Tsutsui
stops,stop_name,幸畑唐崎,ja-Hrkt,こうばたからさき
stops,stop_name,幸畑唐崎,en,Kobata Karasaki
stops,stop_name,松元台団地,ja-Hrkt,まつもとだいだんち
stops,stop_name,松元台団地,en,Matsumotodai Danchi
stops,stop_name,幸畑,ja-Hrkt,こうばた
stops,stop_name,幸畑,en,Kobata
stops,stop_name,幸畑墓苑,ja-Hrkt,こうばたぼえん
stops,stop_name,幸畑墓苑,en,Kobata Boen
stops,stop_name,阿部野,ja-Hrkt,あべの
stops,stop_name,阿部野,en,Abeno
stops,stop_name,田茂木野入口,ja-Hrkt,たもぎのいりぐち
stops,stop_name,田茂木野入口,en,Tamogino Iriguchi
stops,stop_name,田茂木野公民館前,ja-Hrkt,たもぎのこうみんかんまえ
stops,stop_name,田茂木野公民館前,en,Tamogino Kominkan Mae
stops,stop_name,田茂木野,ja-Hrkt,たもぎの
stops,stop_name,田茂木野,en,Tamogino
stops,stop_name,桜川六丁目,ja-Hrkt,さくらがわろくちょうめ
stops,stop_name,桜川六丁目,en,Sakuragawa-rokuchome
stops,stop_name,桜川中央,ja-Hrkt,さくらがわちゅうおう
stops,stop_name,桜川中央,en,Sakuragawa Chuo
stops,stop_name,桜川三丁目,ja-Hrkt,さくらがわさんちょうめ
stops,stop_name,桜川三丁目,en,Sakuragawa-sanchome
stops,stop_name,桜川福祉館前,ja-Hrkt,さくらがわふくしかんまえ
stops,stop_name,桜川福祉館前,en,Sakuragawa Fukushikan Mae
stops,stop_name,働く女性の家前,ja-Hrkt,はたらくじょせいのいえまえ
stops,stop_name,働く女性の家前,en,Hataraku josei no ie Mae
stops,stop_name,市民病院前,ja-Hrkt,しみんびょういんまえ
stops,stop_name,市民病院前,en,Shimin Byoin Mae
stops,stop_name,自動車会議所前,ja-Hrkt,じどうしゃかいぎしょまえ
stops,stop_name,自動車会議所前,en,Jidosha Kaigisho Mae
stops,stop_name,桜川一丁目,ja-Hrkt,さくらがわいっちょうめ
stops,stop_name,桜川一丁目,en,Sakuragawa-itchome
stops,stop_name,みちのく銀行本店前,ja-Hrkt,みちのくぎんこうほんてんまえ
stops,stop_name,みちのく銀行本店前,en,Michinoku Ginko Honten Mae
stops,stop_name,サンロード青森前,ja-Hrkt,さんろーどあおもりまえ
stops,stop_name,サンロード青森前,en,SUNROAD Aomori Mae
stops,stop_name,DCM青森中央店前,ja-Hrkt,でぃしいえむあおもりちゅうおうてんまえ
stops,stop_name,DCM青森中央店前,en,DCM Aomori Chuoten Mae
stops,stop_name,下玉川,ja-Hrkt,しもたまかわ
stops,stop_name,下玉川,en,Shimo Tamakawa
stops,stop_name,上玉川,ja-Hrkt,かみたまかわ
stops,stop_name,上玉川,en,Kami Tamakawa
stops,stop_name,妙見,ja-Hrkt,みょうけん
stops,stop_name,妙見,en,Myoken
stops,stop_name,地域整備部前,ja-Hrkt,ちいきせいびぶまえ
stops,stop_name,地域整備部前,en,Chiiki Seibibu Mae
stops,stop_name,問屋町入口,ja-Hrkt,とんやまちいりぐち
stops,stop_name,問屋町入口,en,Tonyamachi Iriguchi
stops,stop_name,問屋町大通り,ja-Hrkt,とんやまちおおどおり
stops,stop_name,問屋町大通り,en,Ton'yamachi Odori
stops,stop_name,問屋町会館前,ja-Hrkt,とんやまちかいかんまえ
stops,stop_name,問屋町会館前,en,Tonyamachi Kaikan Mae
stops,stop_name,青森中央学院大学前,ja-Hrkt,あおもりちゅうおうがくいんだいがく
stops,stop_name,青森中央学院大学前,en,Aomori Chuo Gakuin Daigaku Mae
stops,stop_name,北野尻,ja-Hrkt,きたのじり
stops,stop_name,北野尻,en,Kita Nojiri
stops,stop_name,横内,ja-Hrkt,よこうち
stops,stop_name,横内,en,Yokouchi
stops,stop_name,新町野,ja-Hrkt,しんまちの
stops,stop_name,新町野,en,Shinmachino
stops,stop_name,斎場前,ja-Hrkt,さいじょうまえ
stops,stop_name,斎場前,en,Saijo Mae
stops,stop_name,流通団地,ja-Hrkt,りゅうつうだんち
stops,stop_name,流通団地,en,Ryutsu Danchi
stops,stop_name,青森大学前,ja-Hrkt,あおもりだいがくまえ
stops,stop_name,青森大学前,en,Aomori Daigaku Mae
stops,stop_name,幸畑団地西口,ja-Hrkt,こうばただんちにしぐち
stops,stop_name,幸畑団地西口,en,Kobata Danchi Nishiguchi
stops,stop_name,幸畑団地,ja-Hrkt,こうばただんち
stops,stop_name,幸畑団地,en,Kobata Danchi
stops,stop_name,幸畑団地東通り,ja-Hrkt,こうばただんちひがしどおり
stops,stop_name,幸畑団地東通り,en,Kobata Danchi Higashi Dori
stops,stop_name,大矢沢公民館前,ja-Hrkt,おおやさわこうみんかんまえ
stops,stop_name,大矢沢公民館前,en,Oyasawa Kominkan Mae
stops,stop_name,四ッ石,ja-Hrkt,よついし
stops,stop_name,四ッ石,en,Yotsuishi
stops,stop_name,南奥野,ja-Hrkt,みなみおくの
stops,stop_name,南奥野,en,Minami Okuno
stops,stop_name,南中学校,ja-Hrkt,みなみちゅうがっこう
stops,stop_name,南中学校,en,Minami Chugakko
stops,stop_name,やはぎ,ja-Hrkt,やはぎ
stops,stop_name,やはぎ,en,Yahagi
stops,stop_name,八ッ役,ja-Hrkt,やつやく
stops,stop_name,八ッ役,en,Yatsuyaku
stops,stop_name,南旭町,ja-Hrkt,みなみあさひちょう
stops,stop_name,南旭町,en,Minami Asahicho
stops,stop_name,常盤町,ja-Hrkt,ときわちょう
stops,stop_name,常盤町,en,Tokiwacho
stops,stop_name,甲田町,ja-Hrkt,こうだちょう
stops,stop_name,甲田町,en,Kodacho
stops,stop_name,甲田中学校通り,ja-Hrkt,こうだちゅうがっこうどおり
stops,stop_name,甲田中学校通り,en,Koda Chugakko Dori
stops,stop_name,南片岡,ja-Hrkt,みなみかたおか
stops,stop_name,南片岡,en,Minami Kataoka
stops,stop_name,大野十文字,ja-Hrkt,おおのじゅうもんじ
stops,stop_name,大野十文字,en,Ono Jumonji
stops,stop_name,中央高校前,ja-Hrkt,ちゅうおうこうこうまえ
stops,stop_name,中央高校前,en,Chuo Koko Mae
stops,stop_name,農協会館前,ja-Hrkt,のうきょうかいかんまえ
stops,stop_name,農協会館前,en,Nokyo Kaikan Mae
stops,stop_name,中大野,ja-Hrkt,なかおおの
stops,stop_name,中大野,en,Naka Ono
stops,stop_name,大野市民センター前,ja-Hrkt,おおのしみんせんたーまえ
stops,stop_name,大野市民センター前,en,Ono Shimin Center Mae
stops,stop_name,下山下,ja-Hrkt,しもやました
stops,stop_name,下山下,en,Shimo Yamashita
stops,stop_name,大野山下,ja-Hrkt,おおのやました
stops,stop_name,大野山下,en,Ono Yamashita
stops,stop_name,大野,ja-Hrkt,おおの
stops,stop_name,大野,en,Ono
stops,stop_name,大野前田,ja-Hrkt,おおのまえだ
stops,stop_name,大野前田,en,Ono Maeda
stops,stop_name,青森刑務所前,ja-Hrkt,あおもりけいむしょまえ
