table_name,field_name,language,translation,record_id,record_sub_id,field_value
stops,stop_name,ja,新小岩二丁目,0698-01,,
stops,stop_name,ja-Hrkt,しんこいわにちょうめ,0698-01,,
stops,stop_name,en,Shinkoiwa-Nichōme (Shinkoiwa 2),0698-01,,
stops,stop_name,ja,新小岩二丁目,0698-02,,
stops,stop_name,ja-Hrkt,しんこいわにちょうめ,0698-02,,
stops,stop_name,en,Shinkoiwa-Nichōme (Shinkoiwa 2),0698-02,,
stops,stop_name,ja,新高円寺,0699-01,,
stops,stop_name,ja-Hrkt,しんこうえんじ,0699-01,,
stops,stop_name,en,Shin-Kōenji,0699-01,,
stops,stop_name,ja,新高円寺,0699-02,,
stops,stop_name,ja-Hrkt,しんこうえんじ,0699-02,,
stops,stop_name,en,Shin-Kōenji,0699-02,,
stops,stop_name,ja,新庚申塚,0700-01,,
stops,stop_name,ja-Hrkt,しんこうしんづか,0700-01,,
stops,stop_name,en,Shin-Kōshinzuka,0700-01,,
stops,stop_name,ja,新庚申塚,0700-02,,
stops,stop_name,ja-Hrkt,しんこうしんづか,0700-02,,
stops,stop_name,en,Shin-Kōshinzuka,0700-02,,
stops,stop_name,ja,新小平駅前,0701-01,,
stops,stop_name,ja-Hrkt,しんこだいらえきまえ,0701-01,,
stops,stop_name,en,Shin-Kodaira Sta.,0701-01,,
stops,stop_name,ja,新小平駅前,0701-02,,
stops,stop_name,ja-Hrkt,しんこだいらえきまえ,0701-02,,
stops,stop_name,en,Shin-Kodaira Sta.,0701-02,,
stops,stop_name,ja,新宿駅西口,0702-01,,
stops,stop_name,ja-Hrkt,しんじゅくえきにしぐち,0702-01,,
stops,stop_name,en,Shinjuku Sta. Nishiguchi (West Exit),0702-01,,
stops,stop_name,ja,新宿駅西口,0702-02,,
stops,stop_name,ja-Hrkt,しんじゅくえきにしぐち,0702-02,,
stops,stop_name,en,Shinjuku Sta. Nishiguchi (West Exit),0702-02,,
stops,stop_name,ja,新宿駅西口,0702-03,,
stops,stop_name,ja-Hrkt,しんじゅくえきにしぐち,0702-03,,
stops,stop_name,en,Shinjuku Sta. Nishiguchi (West Exit),0702-03,,
stops,stop_name,ja,新宿駅西口,0702-04,,
stops,stop_name,ja-Hrkt,しんじゅくえきにしぐち,0702-04,,
stops,stop_name,en,Shinjuku Sta. Nishiguchi (West Exit),0702-04,,
stops,stop_name,ja,新宿駅西口,0702-05,,
stops,stop_name,ja-Hrkt,しんじゅくえきにしぐち,0702-05,,
stops,stop_name,en,Shinjuku Sta. Nishiguchi (West Exit),0702-05,,
stops,stop_name,ja,新宿駅西口,0702-06,,
stops,stop_name,ja-Hrkt,しんじゅくえきにしぐち,0702-06,,
stops,stop_name,en,Shinjuku Sta. Nishiguchi (West Exit),0702-06,,
stops,stop_name,ja,新宿駅西口,0702-07,,
stops,stop_name,ja-Hrkt,しんじゅくえきにしぐち,0702-07,,
stops,stop_name,en,Shinjuku Sta. Nishiguchi (West Exit),0702-07,,
stops,stop_name,ja,新宿駅西口,0702-08,,
stops,stop_name,ja-Hrkt,しんじゅくえきにしぐち,0702-08,,
stops,stop_name,en,Shinjuku Sta. Nishiguchi (West Exit),0702-08,,
stops,stop_name,ja,新宿駅西口,0702-09,,
stops,stop_name,ja-Hrkt,しんじゅくえきにしぐち,0702-09,,
stops,stop_name,en,Shinjuku Sta. Nishiguchi (West Exit),0702-09,,
stops,stop_name,ja,新宿駅西口,0702-10,,
stops,stop_name,ja-Hrkt,しんじゅくえきにしぐち,0702-10,,
stops,stop_name,en,Shinjuku Sta. Nishiguchi (West Exit),0702-10,,
stops,stop_name,ja,新宿駅西口,0702-11,,
stops,stop_name,ja-Hrkt,しんじゅくえきにしぐち,0702-11,,
stops,stop_name,en,Shinjuku Sta. Nishiguchi (West Exit),0702-11,,
stops,stop_name,ja,新宿駅東口,0703-01,,
stops,stop_name,ja-Hrkt,しんじゅくえきひがしぐち,0703-01,,
stops,stop_name,en,Shinjuku Sta. Higashiguchi (East Exit),0703-01,,
stops,stop_name,ja,新宿駅東口,0703-02,,
stops,stop_name,ja-Hrkt,しんじゅくえきひがしぐち,0703-02,,
stops,stop_name,en,Shinjuku Sta. Higashiguchi (East Exit),0703-02,,
stops,stop_name,ja,新宿伊勢丹前,0705-05,,
stops,stop_name,ja-Hrkt,しんじゅくいせたんまえ,0705-05,,
stops,stop_name,en,Shinjuku-Isetan (Shinjuku-Isetan Department Store),0705-05,,
stops,stop_name,ja,新宿伊勢丹前,0705-06,,
stops,stop_name,ja-Hrkt,しんじゅくいせたんまえ,0705-06,,
stops,stop_name,en,Shinjuku-Isetan (Shinjuku-Isetan Department Store),0705-06,,
stops,stop_name,ja,新宿伊勢丹前,0705-07,,
stops,stop_name,ja-Hrkt,しんじゅくいせたんまえ,0705-07,,
stops,stop_name,en,Shinjuku-Isetan (Shinjuku-Isetan Department Store),0705-07,,
stops,stop_name,ja,新宿車庫前,0707-01,,
stops,stop_name,ja-Hrkt,しんじゅくしゃこまえ,0707-01,,
stops,stop_name,en,Shinjuku-Shako,0707-01,,
stops,stop_name,ja,新宿車庫前,0707-02,,
stops,stop_name,ja-Hrkt,しんじゅくしゃこまえ,0707-02,,
stops,stop_name,en,Shinjuku-Shako,0707-02,,
stops,stop_name,ja,新宿車庫前,0707-03,,
stops,stop_name,ja-Hrkt,しんじゅくしゃこまえ,0707-03,,
stops,stop_name,en,Shinjuku-Shako,0707-03,,
stops,stop_name,ja,東京オペラシティ南,0708-01,,
stops,stop_name,ja-Hrkt,とうきょうおぺらしてぃみなみ,0708-01,,
stops,stop_name,en,Tokyo Opera City Minami,0708-01,,
stops,stop_name,ja,東京オペラシティ南,0708-02,,
stops,stop_name,ja-Hrkt,とうきょうおぺらしてぃみなみ,0708-02,,
stops,stop_name,en,Tokyo Opera City Minami,0708-02,,
stops,stop_name,ja,東京オペラシティ南,0708-03,,
stops,stop_name,ja-Hrkt,とうきょうおぺらしてぃみなみ,0708-03,,
stops,stop_name,en,Tokyo Opera City Minami,0708-03,,
stops,stop_name,ja,東京オペラシティ南,0708-04,,
stops,stop_name,ja-Hrkt,とうきょうおぺらしてぃみなみ,0708-04,,
stops,stop_name,en,Tokyo Opera City Minami,0708-04,,
stops,stop_name,ja,新宿コズミックセンター前,0709-01,,
stops,stop_name,ja-Hrkt,しんじゅくこずみっくせんたーまえ,0709-01,,
stops,stop_name,en,Shinjuku Cosmic Center,0709-01,,
stops,stop_name,ja,新宿コズミックセンター前,0709-02,,
stops,stop_name,ja-Hrkt,しんじゅくこずみっくせんたーまえ,0709-02,,
stops,stop_name,en,Shinjuku Cosmic Center,0709-02,,
stops,stop_name,ja,新宿郵便局前,0710-01,,
stops,stop_name,ja-Hrkt,しんじゅくゆうびんきょくまえ（しんじゅく,0710-01,,
stops,stop_name,en,Shinjuku-Yūbinkyoku (Shinjuku Post Office),0710-01,,
stops,stop_name,ja,新宿一丁目,0711-03,,
stops,stop_name,ja-Hrkt,しんじゅくいっちょうめ,0711-03,,
stops,stop_name,en,Shinjuku-Itchōme (Shinjuku 1),0711-03,,
stops,stop_name,ja,新宿一丁目,0711-04,,
stops,stop_name,ja-Hrkt,しんじゅくいっちょうめ,0711-04,,
stops,stop_name,en,Shinjuku-Itchōme (Shinjuku 1),0711-04,,
stops,stop_name,ja,新宿二丁目,0712-01,,
stops,stop_name,ja-Hrkt,しんじゅくにちょうめ,0712-01,,
stops,stop_name,en,Shinjuku-Nichōme (Shinjuku 2),0712-01,,
stops,stop_name,ja,新宿二丁目,0712-02,,
stops,stop_name,ja-Hrkt,しんじゅくにちょうめ,0712-02,,
stops,stop_name,en,Shinjuku-Nichōme (Shinjuku 2),0712-02,,
stops,stop_name,ja,新宿三丁目,0713-03,,
stops,stop_name,ja-Hrkt,しんじゅくさんちょうめ,0713-03,,
stops,stop_name,en,Shinjuku-Sanchōme (Shinjuku 3),0713-03,,
stops,stop_name,ja,新宿三丁目,0713-04,,
stops,stop_name,ja-Hrkt,しんじゅくさんちょうめ,0713-04,,
stops,stop_name,en,Shinjuku-Sanchōme (Shinjuku 3),0713-04,,
stops,stop_name,ja,新宿三丁目,0713-10,,
stops,stop_name,ja-Hrkt,しんじゅくさんちょうめ,0713-10,,
stops,stop_name,en,Shinjuku-Sanchōme (Shinjuku 3),0713-10,,
stops,stop_name,ja,新宿三丁目,0713-11,,
stops,stop_name,ja-Hrkt,しんじゅくさんちょうめ,0713-11,,
stops,stop_name,en,Shinjuku-Sanchōme (Shinjuku 3),0713-11,,
stops,stop_name,ja,新宿四丁目,0714-08,,
stops,stop_name,ja-Hrkt,しんじゅくよんちょうめ,0714-08,,
stops,stop_name,en,Shinjuku-Yonchōme (Shinjuku 4),0714-08,,
stops,stop_name,ja,新宿四丁目,0714-09,,
stops,stop_name,ja-Hrkt,しんじゅくよんちょうめ,0714-09,,
stops,stop_name,en,Shinjuku-Yonchōme (Shinjuku 4),0714-09,,
stops,stop_name,ja,新宿五丁目,0715-01,,
stops,stop_name,ja-Hrkt,しんじゅくごちょうめ,0715-01,,
stops,stop_name,en,Shinjuku-Gochōme (Shinjuku 5),0715-01,,
stops,stop_name,ja,新宿五丁目,0715-02,,
stops,stop_name,ja-Hrkt,しんじゅくごちょうめ,0715-02,,
stops,stop_name,en,Shinjuku-Gochōme (Shinjuku 5),0715-02,,
stops,stop_name,ja,新砂一丁目,0717-01,,
stops,stop_name,ja-Hrkt,しんすないっちょうめ,0717-01,,
stops,stop_name,en,Shinsuna-Itchōme (Shinsuna 1),0717-01,,
stops,stop_name,ja,新砂一丁目,0717-02,,
stops,stop_name,ja-Hrkt,しんすないっちょうめ,0717-02,,
stops,stop_name,en,Shinsuna-Itchōme (Shinsuna 1),0717-02,,
stops,stop_name,ja,新砂一丁目,0717-03,,
stops,stop_name,ja-Hrkt,しんすないっちょうめ,0717-03,,
stops,stop_name,en,Shinsuna-Itchōme (Shinsuna 1),0717-03,,
stops,stop_name,ja,新砂二丁目,0718-01,,
stops,stop_name,ja-Hrkt,しんすなにちょうめ,0718-01,,
stops,stop_name,en,Shinsuna-Nichōme (Shinsuna 2),0718-01,,
stops,stop_name,ja,新砂二丁目,0718-02,,
stops,stop_name,ja-Hrkt,しんすなにちょうめ,0718-02,,
stops,stop_name,en,Shinsuna-Nichōme (Shinsuna 2),0718-02,,
stops,stop_name,ja,新代田駅前,0719-03,,
stops,stop_name,ja-Hrkt,しんだいたえきまえ,0719-03,,
stops,stop_name,en,Shin-Daita Sta.,0719-03,,
stops,stop_name,ja,新代田駅前,0719-04,,
stops,stop_name,ja-Hrkt,しんだいたえきまえ,0719-04,,
stops,stop_name,en,Shin-Daita Sta.,0719-04,,
stops,stop_name,ja,月島駅前,0720-01,,
stops,stop_name,ja-Hrkt,つきしまえきまえ,0720-01,,
stops,stop_name,en,Tsukishima Sta.,0720-01,,
stops,stop_name,ja,月島駅前,0720-02,,
stops,stop_name,ja-Hrkt,つきしまえきまえ,0720-02,,
stops,stop_name,en,Tsukishima Sta.,0720-02,,
stops,stop_name,ja,新田,0721-01,,
stops,stop_name,ja-Hrkt,しんでん,0721-01,,
stops,stop_name,en,Shinden,0721-01,,
stops,stop_name,ja,新田,0721-02,,
stops,stop_name,ja-Hrkt,しんでん,0721-02,,
stops,stop_name,en,Shinden,0721-02,,
stops,stop_name,ja,日清食品前,0722-01,,
stops,stop_name,ja-Hrkt,にっしんしょくひんまえ,0722-01,,
stops,stop_name,en,Nisshin-Shokuhin,0722-01,,
stops,stop_name,ja,日清食品前,0722-02,,
stops,stop_name,ja-Hrkt,にっしんしょくひんまえ,0722-02,,
stops,stop_name,en,Nisshin-Shokuhin,0722-02,,
stops,stop_name,ja,環七新田,0723-01,,
stops,stop_name,ja-Hrkt,かんななしんでん,0723-01,,
stops,stop_name,en,Kan-Nana-Shinden,0723-01,,
stops,stop_name,ja,環七新田,0723-02,,
stops,stop_name,ja-Hrkt,かんななしんでん,0723-02,,
stops,stop_name,en,Kan-Nana-Shinden,0723-02,,
stops,stop_name,ja,環七新田,0723-03,,
stops,stop_name,ja-Hrkt,かんななしんでん,0723-03,,
stops,stop_name,en,Kan-Nana-Shinden,0723-03,,
stops,stop_name,ja,環七新田,0723-04,,
stops,stop_name,ja-Hrkt,かんななしんでん,0723-04,,
stops,stop_name,en,Kan-Nana-Shinden,0723-04,,
stops,stop_name,ja,新田住宅,0724-01,,
stops,stop_name,ja-Hrkt,しんでんじゅうたく,0724-01,,
stops,stop_name,en,Shinden-Jūtaku,0724-01,,
stops,stop_name,ja,新田住宅,0724-02,,
stops,stop_name,ja-Hrkt,しんでんじゅうたく,0724-02,,
stops,stop_name,en,Shinden-Jūtaku,0724-02,,
stops,stop_name,ja,新田土手通り,0725-01,,
stops,stop_name,ja-Hrkt,しんでんどてどおり,0725-01,,
stops,stop_name,en,Shinden-Dote-Dōri,0725-01,,
stops,stop_name,ja,新田土手通り,0725-02,,
stops,stop_name,ja-Hrkt,しんでんどてどおり,0725-02,,
stops,stop_name,en,Shinden-Dote-Dōri,0725-02,,
stops,stop_name,ja,新田橋,0726-01,,
stops,stop_name,ja-Hrkt,しんでんばし,0726-01,,
stops,stop_name,en,Shindembashi,0726-01,,
stops,stop_name,ja,新田橋,0726-02,,
stops,stop_name,ja-Hrkt,しんでんばし,0726-02,,
stops,stop_name,en,Shindembashi,0726-02,,
stops,stop_name,ja,新田一丁目,0727-01,,
stops,stop_name,ja-Hrkt,しんでんいっちょうめ,0727-01,,
stops,stop_name,en,Shinden-Itchōme (Shinden 1),0727-01,,
stops,stop_name,ja,新田一丁目,0727-02,,
stops,stop_name,ja-Hrkt,しんでんいっちょうめ,0727-02,,
stops,stop_name,en,Shinden-Itchōme (Shinden 1),0727-02,,
stops,stop_name,ja,新田二丁目,0728-01,,
stops,stop_name,ja-Hrkt,しんでんにちょうめ,0728-01,,
stops,stop_name,en,Shinden-Nichōme (Shinden 2),0728-01,,
stops,stop_name,ja,新田二丁目,0728-02,,
stops,stop_name,ja-Hrkt,しんでんにちょうめ,0728-02,,
stops,stop_name,en,Shinden-Nichōme (Shinden 2),0728-02,,
stops,stop_name,ja,新田三丁目,0729-01,,
stops,stop_name,ja-Hrkt,しんでんさんちょうめ,0729-01,,
stops,stop_name,en,Shinden-Sanchōme (Shinden 3),0729-01,,
stops,stop_name,ja,新田三丁目,0729-02,,
stops,stop_name,ja-Hrkt,しんでんさんちょうめ,0729-02,,
stops,stop_name,en,Shinden-Sanchōme (Shinden 3),0729-02,,
stops,stop_name,ja,新東海橋,0730-06,,
stops,stop_name,ja-Hrkt,しんとうかいばし,0730-06,,
stops,stop_name,en,Shintōkaibashi,0730-06,,
stops,stop_name,ja,新東海橋,0730-07,,
stops,stop_name,ja-Hrkt,しんとうかいばし,0730-07,,
stops,stop_name,en,Shintōkaibashi,0730-07,,
stops,stop_name,ja,新富町,0732-01,,
stops,stop_name,ja-Hrkt,しんとみちょう,0732-01,,
stops,stop_name,en,Shintomichō,0732-01,,
stops,stop_name,ja,新富町,0732-02,,
stops,stop_name,ja-Hrkt,しんとみちょう,0732-02,,
stops,stop_name,en,Shintomichō,0732-02,,
stops,stop_name,ja,新道,0733-01,,
stops,stop_name,ja-Hrkt,しんどう,0733-01,,
stops,stop_name,en,Shindō,0733-01,,
stops,stop_name,ja,新道,0733-02,,
stops,stop_name,ja-Hrkt,しんどう,0733-02,,
stops,stop_name,en,Shindō,0733-02,,
stops,stop_name,ja,新中野駅前,0734-01,,
stops,stop_name,ja-Hrkt,しんなかのえきまえ,0734-01,,
stops,stop_name,en,Shin-Nakano Sta.,0734-01,,
stops,stop_name,ja,新中野駅前,0734-02,,
stops,stop_name,ja-Hrkt,しんなかのえきまえ,0734-02,,
stops,stop_name,en,Shin-Nakano Sta.,0734-02,,
stops,stop_name,ja,新浜川橋,0735-01,,
stops,stop_name,ja-Hrkt,しんはまかわばし,0735-01,,
stops,stop_name,en,Shinhamakawabashi,0735-01,,
stops,stop_name,ja,新浜川橋,0735-02,,
stops,stop_name,ja-Hrkt,しんはまかわばし,0735-02,,
stops,stop_name,en,Shinhamakawabashi,0735-02,,
stops,stop_name,ja,新橋,0736-01,,
stops,stop_name,ja-Hrkt,しんばし,0736-01,,
stops,stop_name,en,Shimbashi,0736-01,,
stops,stop_name,ja,新橋,0736-03,,
stops,stop_name,ja-Hrkt,しんばし,0736-03,,
stops,stop_name,en,Shimbashi,0736-03,,
stops,stop_name,ja,新橋,0736-06,,
stops,stop_name,ja-Hrkt,しんばし,0736-06,,
stops,stop_name,en,Shimbashi,0736-06,,
stops,stop_name,ja,新橋駅前,0737-01,,
stops,stop_name,ja-Hrkt,しんばしえきまえ,0737-01,,
stops,stop_name,en,Shimbashi Sta.,0737-01,,
stops,stop_name,ja,新橋駅前,0737-02,,
stops,stop_name,ja-Hrkt,しんばしえきまえ,0737-02,,
stops,stop_name,en,Shimbashi Sta.,0737-02,,
stops,stop_name,ja,新橋駅前,0737-03,,
stops,stop_name,ja-Hrkt,しんばしえきまえ,0737-03,,
stops,stop_name,en,Shimbashi Sta.,0737-03,,
stops,stop_name,ja,新橋駅前,0737-04,,
stops,stop_name,ja-Hrkt,しんばしえきまえ,0737-04,,
stops,stop_name,en,Shimbashi Sta.,0737-04,,
stops,stop_name,ja,新橋駅前,0737-05,,
stops,stop_name,ja-Hrkt,しんばしえきまえ,0737-05,,
stops,stop_name,en,Shimbashi Sta.,0737-05,,
stops,stop_name,ja,新橋駅前,0737-06,,
stops,stop_name,ja-Hrkt,しんばしえきまえ,0737-06,,
stops,stop_name,en,Shimbashi Sta.,0737-06,,
stops,stop_name,ja,新橋五丁目,0739-01,,
stops,stop_name,ja-Hrkt,しんばしごちょうめ,0739-01,,
stops,stop_name,en,Shimbashi-Gochōme (Shimbashi 5),0739-01,,
stops,stop_name,ja,新橋五丁目,0739-02,,
stops,stop_name,ja-Hrkt,しんばしごちょうめ,0739-02,,
stops,stop_name,en,Shimbashi-Gochōme (Shimbashi 5),0739-02,,
stops,stop_name,ja,新橋六丁目,0740-01,,
stops,stop_name,ja-Hrkt,しんばしろくちょうめ,0740-01,,
stops,stop_name,en,Shimbashi-Rokuchōme (Shimbashi 6),0740-01,,
stops,stop_name,ja,新橋六丁目,0740-02,,
stops,stop_name,ja-Hrkt,しんばしろくちょうめ,0740-02,,
stops,stop_name,en,Shimbashi-Rokuchōme (Shimbashi 6),0740-02,,
stops,stop_name,ja,新橋六丁目,0740-03,,
stops,stop_name,ja-Hrkt,しんばしろくちょうめ,0740-03,,
stops,stop_name,en,Shimbashi-Rokuchōme (Shimbashi 6),0740-03,,
stops,stop_name,ja,新橋六丁目,0740-04,,
stops,stop_name,ja-Hrkt,しんばしろくちょうめ,0740-04,,
stops,stop_name,en,Shimbashi-Rokuchōme (Shimbashi 6),0740-04,,
stops,stop_name,ja,新町天神社前,0741-01,,
stops,stop_name,ja-Hrkt,しんまちてんじんじゃまえ,0741-01,,
stops,stop_name,en,Shimmachi-Tenjinsha,0741-01,,
stops,stop_name,ja,新町天神社前,0741-02,,
stops,stop_name,ja-Hrkt,しんまちてんじんじゃまえ,0741-02,,
stops,stop_name,en,Shimmachi-Tenjinsha,0741-02,,
stops,stop_name,ja,新三河島駅前,0743-01,,
stops,stop_name,ja-Hrkt,しんみかわしまえきまえ,0743-01,,
stops,stop_name,en,Shin-Mikawashima Sta.,0743-01,,
stops,stop_name,ja,新三河島駅前,0743-02,,
stops,stop_name,ja-Hrkt,しんみかわしまえきまえ,0743-02,,
stops,stop_name,en,Shin-Mikawashima Sta.,0743-02,,
stops,stop_name,ja,神明二丁目,0744-01,,
stops,stop_name,ja-Hrkt,しんめいにちょうめ,0744-01,,
stops,stop_name,en,Shimmei-Nichōme (Shimmei 2),0744-01,,
stops,stop_name,ja,神明二丁目,0744-02,,
stops,stop_name,ja-Hrkt,しんめいにちょうめ,0744-02,,
stops,stop_name,en,Shimmei-Nichōme (Shimmei 2),0744-02,,
stops,stop_name,ja,小台二丁目,0745-01,,
stops,stop_name,ja-Hrkt,おだいにちょうめ,0745-01,,
stops,stop_name,en,Odai-Nichōme (Odai 2),0745-01,,
stops,stop_name,ja,小台二丁目,0745-02,,
stops,stop_name,ja-Hrkt,おだいにちょうめ,0745-02,,
stops,stop_name,en,Odai-Nichōme (Odai 2),0745-02,,
stops,stop_name,ja,森林公園前,0746-01,,
stops,stop_name,ja-Hrkt,しんりんこうえんまえ,0746-01,,
stops,stop_name,en,Shinrin-Kōen (Shinrin Park),0746-01,,
stops,stop_name,ja,森林公園前,0746-02,,
stops,stop_name,ja-Hrkt,しんりんこうえんまえ,0746-02,,
stops,stop_name,en,Shinrin-Kōen (Shinrin Park),0746-02,,
stops,stop_name,ja,新渡し,0747-01,,
stops,stop_name,ja-Hrkt,しんわたし,0747-01,,
stops,stop_name,en,Shin-Watashi,0747-01,,
stops,stop_name,ja,新渡し,0747-02,,
stops,stop_name,ja-Hrkt,しんわたし,0747-02,,
stops,stop_name,en,Shin-Watashi,0747-02,,
stops,stop_name,ja,実践女子学園前,0749-01,,
stops,stop_name,ja-Hrkt,じっせんじょしがくえんまえ,0749-01,,
stops,stop_name,en,Jissenjoshi-Gakuen,0749-01,,
stops,stop_name,ja,十条仲原二丁目,0750-01,,
stops,stop_name,ja-Hrkt,じゅうじょうなかはらにちょうめ,0750-01,,
stops,stop_name,en,Jūjō-Nakahara-Nichōme (Jūjō-Nakahara 2),0750-01,,
stops,stop_name,ja,十条仲原二丁目,0750-02,,
stops,stop_name,ja-Hrkt,じゅうじょうなかはらにちょうめ,0750-02,,
stops,stop_name,en,Jūjō-Nakahara-Nichōme (Jūjō-Nakahara 2),0750-02,,
stops,stop_name,ja,十間橋,0751-01,,
stops,stop_name,ja-Hrkt,じゅっけんばし,0751-01,,
stops,stop_name,en,Jukkembashi,0751-01,,
stops,stop_name,ja,十間橋,0751-02,,
stops,stop_name,ja-Hrkt,じゅっけんばし,0751-02,,
stops,stop_name,en,Jukkembashi,0751-02,,
stops,stop_name,ja,十間橋通り,0752-01,,
stops,stop_name,ja-Hrkt,じゅっけんばしどおり,0752-01,,
stops,stop_name,en,Jukkembashi-Dōri,0752-01,,
stops,stop_name,ja,十間橋通り,0752-02,,
stops,stop_name,ja-Hrkt,じゅっけんばしどおり,0752-02,,
stops,stop_name,en,Jukkembashi-Dōri,0752-02,,
stops,stop_name,ja,順天堂病院前,0754-01,,
stops,stop_name,ja-Hrkt,じゅんてんどうびょういんまえ,0754-01,,
stops,stop_name,en,Juntendō-Byōin (Juntendo Univ. Hp.),0754-01,,
stops,stop_name,ja,順天堂病院前,0754-02,,
stops,stop_name,ja-Hrkt,じゅんてんどうびょういんまえ,0754-02,,
stops,stop_name,en,Juntendō-Byōin (Juntendo Univ. Hp.),0754-02,,
stops,stop_name,ja,五ノ橋,0755-01,,
stops,stop_name,ja-Hrkt,ごのはし,0755-01,,
stops,stop_name,en,Gonohashi,0755-01,,
stops,stop_name,ja,五ノ橋,0755-02,,
stops,stop_name,ja-Hrkt,ごのはし,0755-02,,
stops,stop_name,en,Gonohashi,0755-02,,
stops,stop_name,ja,常福寺入口,0757-01,,
stops,stop_name,ja-Hrkt,じょうふくじいりぐち,0757-01,,
stops,stop_name,en,Jōfukuji-Iriguchi,0757-01,,
stops,stop_name,ja,常福寺入口,0757-02,,
stops,stop_name,ja-Hrkt,じょうふくじいりぐち,0757-02,,
stops,stop_name,en,Jōfukuji-Iriguchi,0757-02,,
stops,stop_name,ja,神宮前一丁目,0758-01,,
stops,stop_name,ja-Hrkt,じんぐうまえいっちょうめ,0758-01,,
stops,stop_name,en,Jingūmae-Itchōme (Jingūmae 1),0758-01,,
stops,stop_name,ja,神宮前一丁目,0758-02,,
stops,stop_name,ja-Hrkt,じんぐうまえいっちょうめ,0758-02,,
stops,stop_name,en,Jingūmae-Itchōme (Jingūmae 1),0758-02,,
stops,stop_name,ja,神宮前二丁目,0759-01,,
stops,stop_name,ja-Hrkt,じんぐうまえにちょうめ,0759-01,,
stops,stop_name,en,Jingūmae-Nichōme (Jingūmae 2),0759-01,,
stops,stop_name,ja,神宮前二丁目,0759-02,,
stops,stop_name,ja-Hrkt,じんぐうまえにちょうめ,0759-02,,
stops,stop_name,en,Jingūmae-Nichōme (Jingūmae 2),0759-02,,
stops,stop_name,ja,神宮前六丁目,0760-01,,
stops,stop_name,ja-Hrkt,じんぐうまえろくちょうめ,0760-01,,
stops,stop_name,en,Jingūmae-Rokuchōme (Jingūmae 6),0760-01,,
stops,stop_name,ja,神宮前六丁目,0760-02,,
stops,stop_name,ja-Hrkt,じんぐうまえろくちょうめ,0760-02,,
stops,stop_name,en,Jingūmae-Rokuchōme (Jingūmae 6),0760-02,,
stops,stop_name,ja,神保町,0761-01,,
stops,stop_name,ja-Hrkt,じんぼうちょう,0761-01,,
stops,stop_name,en,Jimbōchō,0761-01,,
stops,stop_name,ja,神保町,0761-02,,
stops,stop_name,ja-Hrkt,じんぼうちょう,0761-02,,
stops,stop_name,en,Jimbōchō,0761-02,,
stops,stop_name,ja,神保町二丁目,0762-01,,
stops,stop_name,ja-Hrkt,じんぼうちょうにちょうめ,0762-01,,
stops,stop_name,en,Jimbōchō-Nichōme (Jimbōchō 2),0762-01,,
stops,stop_name,ja,神保町二丁目,0762-02,,
stops,stop_name,ja-Hrkt,じんぼうちょうにちょうめ,0762-02,,
stops,stop_name,en,Jimbōchō-Nichōme (Jimbōchō 2),0762-02,,
stops,stop_name,ja,陣屋橋,0763-01,,
stops,stop_name,ja-Hrkt,じんやばし,0763-01,,
stops,stop_name,en,Jinyabashi,0763-01,,
stops,stop_name,ja,陣屋橋,0763-02,,
stops,stop_name,ja-Hrkt,じんやばし,0763-02,,
stops,stop_name,en,Jinyabashi,0763-02,,
stops,stop_name,ja,高輪消防署港南出張所入口,0764-01,,
stops,stop_name,ja-Hrkt,たかなわしょうぼうしょこうなんしゅっちょ,0764-01,,
stops,stop_name,en,Takanawa-Shōbōsho-Kōnan-Shutchōjo-Iriguchi,0764-01,,
stops,stop_name,ja,水神,0765-01,,
stops,stop_name,ja-Hrkt,すいじん,0765-01,,
stops,stop_name,en,Suijin,0765-01,,
stops,stop_name,ja,水神,0765-02,,
stops,stop_name,ja-Hrkt,すいじん,0765-02,,
stops,stop_name,en,Suijin,0765-02,,
stops,stop_name,ja,水神森,0766-01,,
stops,stop_name,ja-Hrkt,すいじんもり,0766-01,,
stops,stop_name,en,Suijimmori,0766-01,,
stops,stop_name,ja,水神森,0766-02,,
stops,stop_name,ja-Hrkt,すいじんもり,0766-02,,
stops,stop_name,en,Suijimmori,0766-02,,
stops,stop_name,ja,池之端一丁目,0767-01,,
stops,stop_name,ja-Hrkt,いけのはたいっちょうめ,0767-01,,
stops,stop_name,en,Ikenohata-Itchōme (Ikenohata 1),0767-01,,
stops,stop_name,ja,池之端一丁目,0767-02,,
stops,stop_name,ja-Hrkt,いけのはたいっちょうめ,0767-02,,
stops,stop_name,en,Ikenohata-Itchōme (Ikenohata 1),0767-02,,
stops,stop_name,ja,水天宮前,0768-01,,
stops,stop_name,ja-Hrkt,すいてんぐうまえ,0768-01,,
stops,stop_name,en,Suitengū,0768-01,,
stops,stop_name,ja,水天宮前,0768-02,,
stops,stop_name,ja-Hrkt,すいてんぐうまえ,0768-02,,
stops,stop_name,en,Suitengū,0768-02,,
stops,stop_name,ja,水天宮前,0768-03,,
stops,stop_name,ja-Hrkt,すいてんぐうまえ,0768-03,,
stops,stop_name,en,Suitengū,0768-03,,
stops,stop_name,ja,芝浦水再生センター前,0769-01,,
stops,stop_name,ja-Hrkt,しばうらみずさいせいせんたーまえ,0769-01,,
stops,stop_name,en,Shibaura-Mizu-Saisei Center,0769-01,,
