stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
0019-01,,赤土小学校前,日暮里・舎人ライナー 赤土小学校前,35.743067,139.769147,0019-01,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=19,0,,,,
0019-02,,赤土小学校前,日暮里・舎人ライナー 赤土小学校前,35.74215,139.768823,0019-02,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=19,0,,,,
0020-01,,赤仁田,,35.818458,139.237546,0020-01,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=20,0,,,,
0020-02,,赤仁田,,35.818624,139.238062,0020-02,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=20,0,,,,
0021-01,,赤羽駅東口,ＪＲ埼京線 赤羽:ＪＲ宇都宮線高崎線 赤羽:ＪＲ京浜東北線 赤羽,35.779103,139.721572,0021-01,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=21,0,,,,
0022-05,,赤羽橋駅前,都営大江戸線 赤羽橋,35.654355,139.74427,0022-05,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=22,0,,,,5
0022-06,,赤羽橋駅前,都営大江戸線 赤羽橋,35.654181,139.744159,0022-06,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=22,0,,,,
0022-07,,赤羽橋駅前,都営大江戸線 赤羽橋,35.654228,139.743781,0022-07,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=22,0,,,,6
0023-01,,赤羽二丁目,東京メトロ南北線 赤羽岩淵,35.782227,139.722378,0023-01,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=23,0,,,,
0023-02,,赤羽二丁目,東京メトロ南北線 赤羽岩淵,35.782832,139.722613,0023-02,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=23,0,,,,
0024-01,,赤不動,,35.763812,139.792639,0024-01,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=24,0,,,,
0024-02,,赤不動,,35.76362,139.792509,0024-02,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=24,0,,,,
0027-01,,秋葉原駅前,ＪＲ京浜東北線 秋葉原:東京メトロ日比谷線 秋葉原:ＪＲ総武線 秋葉原:つくばエクスプレス 秋葉原:ＪＲ山手線 秋葉原,35.69908,139.773688,0027-01,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=27,0,,,,1
0027-04,,秋葉原駅前,ＪＲ総武線 秋葉原:ＪＲ山手線 秋葉原:東京メトロ日比谷線 秋葉原:つくばエクスプレス 秋葉原:ＪＲ京浜東北線 秋葉原,35.698846,139.773649,0027-04,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=27,0,,,,2
0028-01,,曙橋,都営新宿線 曙橋,35.69208,139.720904,0028-01,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=28,0,,,,1
0028-02,,曙橋,都営新宿線 曙橋,35.692515,139.721886,0028-02,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=28,0,,,,2
0029-01,,阿佐ヶ谷駅前,ＪＲ中央線 阿佐ヶ谷,35.704467,139.636422,0029-01,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=29,0,,,,
0030-01,,阿佐ヶ谷南一丁目,,35.701366,139.636037,0030-01,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=30,0,,,,
0030-02,,阿佐ヶ谷南一丁目,,35.702041,139.636018,0030-02,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=30,0,,,,
0032-01,,浅草雷門,東京メトロ銀座線 浅草:東武スカイツリーライン 浅草:都営浅草線 浅草,35.711106,139.79535,0032-01,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=32,0,,,,3
0032-02,,浅草雷門,都営浅草線 浅草:東京メトロ銀座線 浅草:東武スカイツリーライン 浅草,35.711142,139.795039,0032-02,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=32,0,,,,2
0032-03,,浅草雷門,東武スカイツリーライン 浅草:都営浅草線 浅草:東京メトロ銀座線 浅草,35.710941,139.795197,0032-03,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=32,0,,,,4
0032-04,,浅草雷門,東京メトロ銀座線 浅草:東武スカイツリーライン 浅草:都営浅草線 浅草,35.710902,139.795536,0032-04,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=32,0,,,,5
0032-05,,浅草雷門,東京メトロ銀座線 浅草:都営浅草線 浅草:東武スカイツリーライン 浅草,35.71022,139.796312,0032-05,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=32,0,,,,8
0032-06,,浅草雷門,都営浅草線 浅草:東武スカイツリーライン 浅草:東京メトロ銀座線 浅草,35.710218,139.7961,0032-06,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=32,0,,,,6
0032-08,,浅草雷門,東京メトロ銀座線 浅草:都営浅草線 浅草:東武スカイツリーライン 浅草,35.710735,139.796788,0032-08,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=32,0,,,,
0033-01,,浅草警察署前,,35.719064,139.799491,0033-01,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=33,0,,,,
0033-02,,浅草警察署前,,35.719057,139.799661,0033-02,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=33,0,,,,
0034-01,,浅草公園六区,つくばエクスプレス 浅草,35.713668,139.792234,0034-01,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=34,0,,,,2
0034-02,,浅草公園六区,つくばエクスプレス 浅草,35.713415,139.792201,0034-02,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=34,0,,,,3
0034-05,,浅草公園六区,つくばエクスプレス 浅草,35.714128,139.792593,0034-05,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=34,0,,,,1
0035-06,,浅草寿町,東京メトロ銀座線 田原町,35.710312,139.791459,0035-06,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=35,0,,,,1
0035-08,,浅草寿町,東京メトロ銀座線 田原町,35.709161,139.793101,0035-08,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=35,0,,,,5
0035-09,,浅草寿町,東京メトロ銀座線 田原町,35.709911,139.790836,0035-09,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=35,0,,,,2
0035-10,,浅草寿町,東京メトロ銀座線 田原町,35.709704,139.790545,0035-10,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=35,0,,,,3
0035-11,,浅草寿町,東京メトロ銀座線 田原町,35.709147,139.793175,0035-11,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=35,0,,,,
0035-12,,浅草寿町,東京メトロ銀座線 田原町,35.710221,139.791733,0035-12,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=35,0,,,,4
0036-01,,浅草橋,,35.694518,139.784092,0036-01,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=36,0,,,,3
0036-02,,浅草橋,,35.694427,139.783621,0036-02,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=36,0,,,,4
0036-05,,浅草橋,,35.694918,139.783205,0036-05,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=36,0,,,,5
0037-03,,浅草橋駅前,ＪＲ総武線 浅草橋:都営浅草線 浅草橋,35.697953,139.786852,0037-03,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=37,0,,,,1
0037-04,,浅草橋駅前,都営浅草線 浅草橋:ＪＲ総武線 浅草橋,35.696762,139.785812,0037-04,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=37,0,,,,2
0038-01,,浅草一丁目,つくばエクスプレス 浅草,35.711918,139.791945,0038-01,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=38,0,,,,2
0038-02,,浅草一丁目,つくばエクスプレス 浅草,35.711437,139.792595,0038-02,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=38,0,,,,3
0038-03,,浅草一丁目,つくばエクスプレス 浅草,35.711159,139.793215,0038-03,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=38,0,,,,4
0038-04,,浅草一丁目,つくばエクスプレス 浅草,35.712953,139.792382,0038-04,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=38,0,,,,1
0039-01,,浅草二丁目,,35.716116,139.796968,0039-01,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=39,0,,,,
0039-02,,浅草二丁目,,35.716095,139.797738,0039-02,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=39,0,,,,
0040-01,,奥浅草,,35.716725,139.794623,0040-01,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=40,0,,,,
0040-02,,奥浅草,,35.716897,139.794627,0040-02,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=40,0,,,,
0040-03,,奥浅草,,35.717112,139.793712,0040-03,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=40,0,,,,
0040-04,,奥浅草,,35.717369,139.794377,0040-04,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=40,0,,,,
0041-01,,浅草四丁目,,35.719587,139.795122,0041-01,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=41,0,,,,
0041-02,,浅草四丁目,,35.719947,139.795422,0041-02,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=41,0,,,,
0042-01,,浅草五丁目,,35.721261,139.796422,0042-01,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=42,0,,,,
0042-02,,浅草五丁目,,35.72159,139.796996,0042-02,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=42,0,,,,
0043-01,,浅草六丁目,,35.716359,139.798691,0043-01,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=43,0,,,,
0043-02,,浅草六丁目,,35.716992,139.799026,0043-02,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=43,0,,,,
0044-01,,浅草七丁目,,35.718098,139.801738,0044-01,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=44,0,,,,
0044-02,,浅草七丁目,,35.718676,139.801994,0044-02,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=44,0,,,,
0045-01,,麻布台ヒルズ,,35.660098,139.740848,0045-01,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=45,0,,,,
0045-02,,麻布台ヒルズ,,35.66025,139.739968,0045-02,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=45,0,,,,
0046-01,,飛鳥山,都電荒川線 飛鳥山,35.749994,139.736354,0046-01,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=46,0,,,,
0046-02,,飛鳥山,都電荒川線 飛鳥山,35.750325,139.73634,0046-02,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=46,0,,,,
0048-01,,足立梅田町,,35.769467,139.795565,0048-01,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=48,0,,,,
0048-02,,足立梅田町,,35.769334,139.795645,0048-02,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=48,0,,,,
0049-01,,千住一丁目,,35.747383,139.798976,0049-01,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=49,0,,,,
0049-02,,千住一丁目,,35.746026,139.79817,0049-02,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=49,0,,,,
0050-01,,足立清掃工場前,,35.80402,139.797032,0050-01,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=50,0,,,,
0050-02,,足立清掃工場前,,35.80367,139.79762,0050-02,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=50,0,,,,
0051-01,,足立区役所前,,35.775884,139.803116,0051-01,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=51,0,,,,
0051-02,,足立区役所前,,35.774912,139.803394,0051-02,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=51,0,,,,
0052-01,,足立流通センター,,35.798742,139.765618,0052-01,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=52,0,,,,
0052-02,,足立流通センター,,35.798158,139.765757,0052-02,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=52,0,,,,
0054-01,,吾妻橋一丁目,,35.707943,139.800245,0054-01,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=54,0,,,,
0054-02,,吾妻橋一丁目,,35.708285,139.800767,0054-02,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=54,0,,,,
0056-01,,阿弥陀橋,,35.774861,139.773285,0056-01,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=56,0,,,,
0056-02,,阿弥陀橋,,35.774622,139.772724,0056-02,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=56,0,,,,
0064-01,,荒川区役所前,都電荒川線 荒川区役所前,35.735052,139.783764,0064-01,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=64,0,,,,
0064-02,,荒川区役所前,都電荒川線 荒川区役所前,35.734815,139.784066,0064-02,https://tobus.jp/blsys/navi?LCD=&VCD=cresultrsi&ECD=aprslt&slst=64,0,,,,
