ダウンロードした時刻：2024/11/27 12:09:34

,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京
年月日,最高気温(℃),最低気温(℃),降水量の合計(mm),降水量の合計(mm),降雪量合計(cm),降雪量合計(cm),最深積雪(cm),最深積雪(cm),日照時間(時間),日照時間(時間),平均風速(m/s),天気概況(昼：06時～18時),天気概況(夜：18時～翌日06時)
,,,,,,,,,,,,,
,,,,現象なし情報,,現象なし情報,,現象なし情報,,現象なし情報,,,
2019/9/8,33.3,25.3,8.5,0,0,1,0,1,6.3,0,3.1,晴時々曇一時雨,暴風雨
2019/9/9,36.2,24.5,119.0,0,0,1,0,1,5.7,0,5.6,薄曇一時雨,晴
2019/9/10,35.6,25.4,0.5,0,0,1,0,1,10.1,0,2.4,晴,曇一時雨後晴、雷を伴う
2019/9/11,32.3,24.3,7.5,0,0,1,0,1,3.8,0,2.4,晴時々曇後一時雨、雷を伴う,曇一時雨後晴、雷を伴う
2019/9/12,28.7,22.7,0,1,0,1,0,1,4.6,0,3.1,晴時々曇,曇
2019/9/13,23.6,20.3,0,1,0,1,0,1,0.0,0,2.8,曇,曇時々晴
2019/9/14,25.1,19.5,0.0,0,0,1,0,1,0.4,0,2.1,曇一時雨後一時晴,曇一時雨後晴
2019/9/15,31.1,20.3,0.5,0,0,1,0,1,7.1,0,2.7,曇時々晴,雨時々曇
2019/9/16,25.3,21.4,28.5,0,0,1,0,1,0.3,0,2.2,雨後曇,曇時々晴
2019/9/17,31.1,22.3,0,1,0,1,0,1,10.6,0,2.7,晴,曇時々晴
2019/9/18,24.8,18.4,9.5,0,0,1,0,1,1.0,0,2.4,雨一時曇,曇一時雨後一時晴
2019/9/19,27.7,17.1,0.0,0,0,1,0,1,7.1,0,2.7,晴一時曇,晴後曇
2019/9/20,27.3,19.7,0.0,0,0,1,0,1,7.4,0,2.4,薄曇一時晴,曇時々雨
2019/9/21,24.1,19.9,0.0,0,0,1,0,1,0.0,0,2.3,曇,曇後時々晴
2019/9/22,28.5,18.4,17.0,0,0,1,0,1,6.1,0,2.3,曇後一時雨,雨時々曇
2019/9/23,30.7,20.4,3.5,0,0,1,0,1,3.6,0,5.5,曇時々晴,晴一時曇
2019/9/24,30.9,22.6,1.0,0,0,1,0,1,5.8,0,2.6,曇時々晴後一時雨,曇後一時雨
2019/9/25,28.9,20.8,0.0,0,0,1,0,1,7.0,0,2.6,晴,晴後曇
2019/9/26,27.4,19.6,0,1,0,1,0,1,6.5,0,2.5,晴時々曇,晴一時曇
2019/9/27,28.1,18.2,0,1,0,1,0,1,7.8,0,2.2,晴時々薄曇,晴時々曇
2019/9/28,29.6,20.0,0,1,0,1,0,1,5.4,0,2.9,晴後曇,曇後一時雨
2019/9/29,27.7,22.4,0.0,0,0,1,0,1,2.6,0,2.4,曇,曇後一時晴
2019/9/30,29.7,21.4,0,1,0,1,0,1,3.9,0,2.2,曇後時々晴,曇時々晴
2019/10/1,30.1,20.9,0,1,0,1,0,1,9.6,0,2.3,晴時々薄曇,晴時々薄曇
2019/10/2,29.6,20.4,0,1,0,1,0,1,7.9,0,2.2,晴一時曇,晴時々曇
2019/10/3,28.3,20.6,0.0,0,0,1,0,1,3.3,0,3.9,曇,曇一時晴後時々雨
2019/10/4,29.4,21.5,10.0,0,0,1,0,1,5.6,0,5.0,雨一時曇後晴、雷を伴う,快晴
2019/10/5,30.3,21.5,0,1,0,1,0,1,10.6,0,3.7,晴,曇時々晴後一時雨
2019/10/6,23.3,18.7,5.5,0,0,1,0,1,0.5,0,3.1,雨後曇,曇後一時晴
2019/10/7,25.0,17.3,7.0,0,0,1,0,1,3.0,0,2.3,曇時々晴後一時雨,雨後一時曇
2019/10/8,27.1,18.2,5.5,0,0,1,0,1,1.2,0,2.4,曇,曇後晴
2019/10/9,25.1,17.0,0,1,0,1,0,1,10.0,0,3.5,晴,晴
2019/10/10,25.2,15.0,9.0,0,0,1,0,1,5.7,0,2.7,晴後曇,雨後時々曇
2019/10/11,21.7,16.3,7.5,0,0,1,0,1,0.0,0,2.7,曇時々雨,雨
2019/10/12,25.2,20.7,209.5,0,0,1,0,1,0.0,0,5.5,大雨,暴風雨後晴
2019/10/13,28.5,19.4,0.0,0,0,1,0,1,10.7,0,4.4,快晴,曇一時晴
2019/10/14,20.2,15.4,5.0,0,0,1,0,1,0.0,0,3.0,雨,雨後時々曇
2019/10/15,23.0,16.2,0.0,0,0,1,0,1,2.6,0,2.8,曇後一時晴,曇
2019/10/16,18.5,14.6,0.0,0,0,1,0,1,0.0,0,2.2,曇,曇一時晴
2019/10/17,18.4,15.1,4.5,0,0,1,0,1,0.0,0,1.8,曇後雨,雨時々曇
2019/10/18,19.5,14.9,5.5,0,0,1,0,1,0.0,0,2.5,曇時々雨,大雨
2019/10/19,20.2,14.6,53.5,0,0,1,0,1,0.0,0,2.3,曇一時雨,曇
2019/10/20,23.9,17.7,0.0,0,0,1,0,1,1.6,0,1.9,曇,曇
2019/10/21,21.3,14.9,6.5,0,0,1,0,1,0.0,0,2.8,曇,大雨
2019/10/22,17.2,14.2,65.0,0,0,1,0,1,0.1,0,3.6,雨後時々曇,晴一時曇
2019/10/23,24.8,12.4,0.0,0,0,1,0,1,9.4,0,2.1,晴後薄曇,曇
2019/10/24,21.0,14.6,3.0,0,0,1,0,1,0.3,0,3.1,曇,曇時々雨
2019/10/25,16.3,14.5,120.5,0,0,1,0,1,0.0,0,3.9,大雨,晴時々曇一時雨
2019/10/26,24.5,13.3,0.5,0,0,1,0,1,6.5,0,2.1,曇時々晴後一時雨,晴後一時薄曇
2019/10/27,22.5,15.8,0.0,0,0,1,0,1,3.1,0,2.1,曇時々晴,曇時々雨
2019/10/28,21.4,15.0,0.0,0,0,1,0,1,6.4,0,2.5,晴時々曇,曇一時晴後時々雨
2019/10/29,16.3,12.6,11.5,0,0,1,0,1,0.0,0,2.3,雨,晴一時雨
2019/10/30,22.7,12.1,0,1,0,1,0,1,9.0,0,1.4,晴,曇時々晴
2019/10/31,22.0,14.0,0,1,0,1,0,1,5.7,0,1.8,薄曇後時々晴,快晴
2019/11/1,23.9,12.2,0,1,0,1,0,1,9.5,0,2.0,快晴,快晴
2019/11/2,19.9,10.9,0,1,0,1,0,1,8.4,0,2.2,晴時々薄曇,曇
2019/11/3,18.9,12.7,10.5,0,0,1,0,1,0.9,0,2.0,曇後一時雨,雨時々曇後一時晴
2019/11/4,20.2,11.0,1.0,0,0,1,0,1,8.9,0,2.2,快晴,晴一時曇
2019/11/5,19.2,9.0,0,1,0,1,0,1,9.5,0,2.1,快晴,快晴
2019/11/6,21.2,8.8,0,1,0,1,0,1,9.5,0,1.8,快晴,晴
2019/11/7,22.6,9.8,0,1,0,1,0,1,6.0,0,2.8,晴後曇,晴一時曇
2019/11/8,19.2,11.9,0,1,0,1,0,1,8.9,0,2.9,晴後一時曇,曇
2019/11/9,17.4,11.3,0,1,0,1,0,1,7.0,0,2.2,晴,晴時々曇
2019/11/10,18.6,9.2,0.0,0,0,1,0,1,9.2,0,2.3,快晴,曇後一時雨
2019/11/11,17.9,10.8,6.5,0,0,1,0,1,1.9,0,2.0,晴時々曇後一時雨,快晴
2019/11/12,21.8,9.2,0,1,0,1,0,1,9.4,0,3.2,快晴,晴後曇
2019/11/13,16.1,11.3,0.5,0,0,1,0,1,0.5,0,2.2,曇後一時雨,晴後曇一時雨
2019/11/14,22.3,11.6,0.0,0,0,1,0,1,5.6,0,3.3,晴一時雨,晴時々曇
2019/11/15,17.1,9.7,0,1,0,1,0,1,8.8,0,1.9,晴,快晴
2019/11/16,18.9,7.8,0,1,0,1,0,1,9.3,0,1.9,快晴,快晴
2019/11/17,19.7,8.2,0,1,0,1,0,1,9.3,0,2.8,晴,曇時々晴
2019/11/18,21.4,9.4,0.0,0,0,1,0,1,6.6,0,4.3,晴一時雨,雨時々曇
2019/11/19,20.7,11.7,3.0,0,0,1,0,1,4.3,0,2.6,曇時々晴,晴一時曇
2019/11/20,15.9,9.6,0,1,0,1,0,1,7.6,0,4.0,晴後一時曇,曇後一時晴
2019/11/21,15.7,8.5,0,1,0,1,0,1,7.6,0,2.6,晴,晴後曇
2019/11/22,10.8,6.3,47.0,0,0,1,0,1,0.0,0,3.0,雨,大雨
2019/11/23,13.0,9.2,60.5,0,0,1,0,1,0.0,0,3.5,雨,雨
2019/11/24,19.1,12.9,19.0,0,0,1,0,1,0.0,0,2.3,雨後曇,曇
2019/11/25,21.9,12.1,1.0,0,0,1,0,1,3.8,0,2.2,曇一時晴、霧を伴う,曇時々雨
2019/11/26,12.5,7.3,1.5,0,0,1,0,1,0.0,0,3.2,雨一時曇,曇時々雨
2019/11/27,10.7,7.8,2.5,0,0,1,0,1,0.0,0,1.8,雨後曇,曇後雨
2019/11/28,11.8,4.6,3.5,0,0,1,0,1,0.0,0,2.5,雨,晴時々曇
2019/11/29,9.7,1.6,0,1,0,1,0,1,8.9,0,2.4,快晴,快晴
2019/11/30,12.0,3.1,0,1,0,1,0,1,8.9,0,2.4,快晴,晴後時々曇
2019/12/1,11.5,4.7,0,1,0,1,0,1,3.4,0,1.7,晴時々曇,曇時々晴後一時雨
2019/12/2,16.4,6.2,36.0,0,0,1,0,1,0.0,0,2.0,大雨時々曇後一時晴,晴時々曇
2019/12/3,17.0,9.1,0.0,0,0,1,0,1,,0,2.4,晴,晴
2019/12/4,15.3,5.7,0,1,0,1,0,1,8.8,0,2.1,快晴,快晴
2019/12/5,14.5,5.6,0,1,0,1,0,1,7.6,0,2.3,晴,曇
2019/12/6,10.4,6.0,0,1,0,1,0,1,0.2,0,2.2,曇,曇
2019/12/7,7.1,4.4,1.5,0,0,1,0,1,0.0,0,1.9,雨後曇,曇後晴
2019/12/8,13.2,2.2,0,1,0,1,0,1,8.8,0,1.9,快晴,晴後一時曇
2019/12/9,9.5,3.5,1.0,0,0,1,0,1,1.5,0,2.7,曇,雨一時曇
2019/12/10,14.3,6.6,5.5,0,0,1,0,1,2.1,0,1.9,曇,曇後一時晴
2019/12/11,15.3,8.3,0.5,0,0,1,0,1,1.2,0,1.9,曇,晴時々曇一時雨
2019/12/12,18.9,7.8,0,1,0,1,0,1,8.6,0,2.7,快晴,晴後曇
2019/12/13,9.4,6.5,0,1,0,1,0,1,0.0,0,2.4,曇,曇後一時晴
2019/12/14,16.0,2.9,0,1,0,1,0,1,8.9,0,2.4,快晴,晴
2019/12/15,12.5,5.5,0,1,0,1,0,1,6.3,0,3.6,薄曇時々晴,晴一時薄曇
2019/12/16,12.3,2.9,0,1,0,1,0,1,8.7,0,1.9,晴,曇時々雨一時晴
2019/12/17,9.7,6.0,1.0,0,0,1,0,1,0.0,0,1.8,雨後曇一時晴,晴一時曇
2019/12/18,15.4,6.5,0.0,0,0,1,0,1,5.7,0,1.8,晴,晴後曇
2019/12/19,11.1,8.0,0.0,0,0,1,0,1,0.0,0,2.1,曇時々雨,曇
2019/12/20,16.1,6.0,0,1,0,1,0,1,8.5,0,2.3,晴,曇
2019/12/21,9.5,6.5,0.0,0,0,1,0,1,0.0,0,2.1,曇,曇一時晴
2019/12/22,9.0,5.1,16.5,0,0,1,0,1,0.0,0,2.2,曇後雨,雨
2019/12/23,12.0,3.5,13.5,0,0,1,0,1,3.9,0,2.6,晴時々曇,晴
2019/12/24,12.6,5.0,0,1,0,1,0,1,7.1,0,3.5,晴後薄曇,曇時々晴
2019/12/25,8.9,4.2,0.0,0,0,1,0,1,0.5,0,2.0,曇後一時晴,曇
2019/12/26,11.5,3.8,0,1,0,1,0,1,0.1,0,2.0,曇,曇時々雨
2019/12/27,13.7,4.5,0.5,0,0,1,0,1,6.5,0,4.0,晴,快晴
2019/12/28,10.9,3.8,0,1,0,1,0,1,8.8,0,3.5,快晴,晴一時曇
2019/12/29,10.9,2.2,0,1,0,1,0,1,8.3,0,1.9,晴後一時曇,曇
2019/12/30,8.8,5.1,0.5,0,0,1,0,1,0.0,0,1.8,雨時々曇,曇
2019/12/31,16.5,3.7,0,1,0,1,0,1,8.6,0,3.6,晴,晴後一時曇
2020/1/1,10.2,3.2,0,1,0,1,0,1,7.4,0,2.6,晴,快晴
2020/1/2,11.3,1.9,0,1,0,1,0,1,5.7,0,1.8,晴一時曇,晴
2020/1/3,12.0,1.4,0,1,0,1,0,1,8.8,0,1.4,快晴,快晴
2020/1/4,12.2,3.6,0.0,0,0,1,0,1,3.4,0,2.3,曇時々晴,晴一時雨、みぞれを伴う
2020/1/5,10.2,0.6,1.0,0,0,1,0,1,8.9,0,3.0,快晴,快晴
2020/1/6,12.2,3.1,0,1,0,1,0,1,7.7,0,3.0,晴後一時曇,曇
2020/1/7,8.2,3.9,2.0,0,0,1,0,1,0.5,0,2.0,曇後雨,雨後曇
2020/1/8,7.6,3.8,11.5,0,0,1,0,1,1.1,0,2.0,曇一時雨,快晴
2020/1/9,14.9,4.6,0.0,0,0,1,0,1,8.4,0,3.6,晴後一時曇,曇時々雨
2020/1/10,12.6,5.5,0.0,0,0,1,0,1,7.7,0,2.4,晴,晴後曇
2020/1/11,10.5,5.2,0,1,0,1,0,1,3.4,0,1.8,曇後晴,晴
2020/1/12,10.2,2.5,0.0,0,0,1,0,1,1.2,0,1.6,曇後一時雨,曇一時晴
2020/1/13,13.7,4.6,0,1,0,1,0,1,9.0,0,1.8,快晴,晴一時曇
2020/1/14,13.5,4.7,0,1,0,1,0,1,7.0,0,1.8,晴後一時曇,曇一時晴後雨
2020/1/15,9.4,4.9,15.0,0,0,1,0,1,1.8,0,2.5,雨一時晴,晴後一時薄曇
2020/1/16,10.9,3.9,0,1,0,1,0,1,3.9,0,2.2,曇時々晴,曇時々晴
2020/1/17,11.1,3.9,0.0,0,0,1,0,1,4.3,0,2.5,曇,曇時々雨
2020/1/18,7.2,1.5,8.5,0,0,1,0,1,0.0,0,3.1,雨時々みぞれ一時雪,雨後曇一時晴
2020/1/19,11.1,1.9,0.0,0,0,1,0,1,8.0,0,2.4,晴後一時曇,晴一時曇
2020/1/20,14.1,2.0,0,1,0,1,0,1,9.1,0,2.0,快晴,晴
2020/1/21,11.8,3.9,0,1,0,1,0,1,9.2,0,3.8,快晴,晴後一時曇
2020/1/22,7.3,2.0,0.0,0,0,1,0,1,0.7,0,1.9,曇後一時晴,曇
2020/1/23,8.7,4.1,2.5,0,0,1,0,1,0.0,0,1.8,雨,曇
2020/1/24,13.4,7.4,0,1,0,1,0,1,0.6,0,1.8,曇,薄曇時々晴
2020/1/25,10.2,5.9,0,1,0,1,0,1,0.7,0,2.6,曇,曇後一時雨
2020/1/26,7.6,2.7,6.0,0,0,1,0,1,0.0,0,1.3,雨後曇,薄曇
2020/1/27,6.5,2.9,5.0,0,0,1,0,1,0.0,0,2.0,曇,雨時々みぞれ一時雪
2020/1/28,7.0,0.6,55.5,0,0,1,0,1,0.0,0,3.6,雨,大雨
2020/1/29,18.6,6.9,28.0,0,0,1,0,1,5.8,0,2.5,晴一時雨,晴一時曇
2020/1/30,17.5,6.8,0,1,0,1,0,1,8.6,0,2.1,晴,晴時々曇
2020/1/31,12.1,3.5,0,1,0,1,0,1,6.9,0,4.8,晴,快晴
2020/2/1,13.4,3.0,0,1,0,1,0,1,9.2,0,3.6,快晴,晴
2020/2/2,13.8,5.0,0,1,0,1,0,1,9.2,0,2.9,晴,曇後一時雨
2020/2/3,15.2,5.3,0.0,0,0,1,0,1,4.6,0,2.4,晴時々曇,晴時々薄曇
2020/2/4,11.4,4.8,0.0,0,0,1,0,1,1.9,0,2.4,曇時々晴,晴
2020/2/5,15.2,2.4,0,1,0,1,0,1,9.1,0,3.0,晴,晴後一時曇
2020/2/6,6.9,-0.4,0,1,0,1,0,1,9.4,0,4.9,快晴,快晴
2020/2/7,6.9,-2.1,0,1,0,1,0,1,8.4,0,2.0,薄曇時々晴,薄曇
2020/2/8,12.7,0.7,0.0,0,0,1,0,1,9.2,0,2.4,晴時々曇,晴一時曇
2020/2/9,8.3,1.2,0,1,0,1,0,1,9.7,0,4.0,快晴,快晴
2020/2/10,10.1,-0.2,0,1,0,1,0,1,7.3,0,2.2,晴一時曇,快晴
2020/2/11,11.7,1.1,0,1,0,1,0,1,9.7,0,2.6,快晴,晴後一時曇
2020/2/12,16.0,1.9,0.0,0,0,1,0,1,8.8,0,2.0,薄曇後一時晴,曇
2020/2/13,18.2,7.8,0.0,0,0,1,0,1,5.7,0,1.7,曇一時雨後晴,晴後一時薄曇
2020/2/14,16.0,8.5,0.0,0,0,1,0,1,3.1,0,1.7,曇後一時雨,晴一時曇
2020/2/15,16.2,7.6,0,1,0,1,0,1,2.4,0,1.7,薄曇,薄曇時々晴
2020/2/16,11.8,7.8,8.5,0,0,1,0,1,0.0,0,1.8,雨時々曇,雨後曇
2020/2/17,16.8,5.8,0.0,0,0,1,0,1,3.5,0,2.3,曇後晴,晴後一時曇
2020/2/18,12.5,2.8,0.0,0,0,1,0,1,9.2,0,2.7,晴,快晴
2020/2/19,13.3,3.6,0,1,0,1,0,1,9.5,0,2.7,晴後薄曇,薄曇時々晴
2020/2/20,13.1,4.7,0.0,0,0,1,0,1,4.6,0,2.2,薄曇,曇後晴
2020/2/21,14.2,5.4,0,1,0,1,0,1,9.1,0,2.8,晴後一時薄曇,晴後雨一時曇
2020/2/22,18.2,6.4,2.5,0,0,1,0,1,4.1,0,4.1,曇時々晴後一時雨,晴一時雨
2020/2/23,16.0,5.4,0,1,0,1,0,1,9.7,0,3.3,晴,快晴
2020/2/24,15.4,4.6,0,1,0,1,0,1,9.5,0,2.5,晴,晴後時々薄曇
2020/2/25,14.4,6.2,0.0,0,0,1,0,1,3.6,0,2.1,曇,雨時々曇
2020/2/26,9.4,7.0,3.0,0,0,1,0,1,0.0,0,2.2,曇時々雨,雨時々曇後晴
2020/2/27,11.9,3.6,0.0,0,0,1,0,1,10.6,0,4.2,晴,快晴
2020/2/28,12.4,1.9,0,1,0,1,0,1,9.0,0,2.7,晴後薄曇,曇
2020/2/29,14.4,5.4,1.0,0,0,1,0,1,6.0,0,2.2,曇一時晴,曇時々雨後一時晴
2020/3/1,17.9,6.6,0.5,0,0,1,0,1,9.5,0,2.4,薄曇時々晴,曇後雨
2020/3/2,11.2,5.8,10.0,0,0,1,0,1,0.0,0,2.5,雨,曇後晴
2020/3/3,17.8,5.3,0.0,0,0,1,0,1,10.1,0,3.2,晴一時薄曇,曇時々雨
2020/3/4,10.9,7.9,1.5,0,0,1,0,1,0.0,0,2.1,曇一時雨,曇一時雨
2020/3/5,13.7,6.1,1.0,0,0,1,0,1,5.9,0,5.1,晴一時曇,快晴
2020/3/6,15.1,5.4,0,1,0,1,0,1,10.7,0,4.0,快晴,晴後曇時々雨
2020/3/7,10.4,5.2,1.5,0,0,1,0,1,0.0,0,2.4,曇時々雨,雨時々曇
2020/3/8,8.9,5.6,6.0,0,0,1,0,1,0.0,0,2.5,雨,曇後時々晴
2020/3/9,19.6,7.6,0.0,0,0,1,0,1,3.9,0,2.7,曇一時晴,曇後一時雨
2020/3/10,18.2,12.6,24.5,0,0,1,0,1,0.0,0,2.5,雨時々曇,晴一時雨後曇
2020/3/11,21.4,9.8,0.0,0,0,1,0,1,7.9,0,3.3,晴後一時雨,晴
2020/3/12,16.7,7.0,0,1,0,1,0,1,10.0,0,4.1,晴,晴後薄曇
2020/3/13,18.7,6.8,0,1,0,1,0,1,7.0,0,2.4,薄曇,晴後一時曇
2020/3/14,12.3,1.3,25.0,0,0,1,0,1,0.0,0,3.2,雨後雪時々みぞれ,曇一時雨後晴
2020/3/15,12.0,1.8,0,1,0,1,0,1,8.4,0,2.6,晴後一時曇,晴一時薄曇
2020/3/16,14.4,3.6,0,1,0,1,0,1,9.2,0,4.7,晴一時曇,快晴
2020/3/17,12.7,2.3,0,1,0,1,0,1,8.4,0,3.3,晴時々曇,晴後一時曇
2020/3/18,18.4,4.8,0.0,0,0,1,0,1,10.7,0,2.7,快晴,快晴
2020/3/19,22.0,6.5,1.0,0,0,1,0,1,11.0,0,3.7,快晴,曇時々晴一時雨
2020/3/20,19.4,9.5,0.0,0,0,1,0,1,8.9,0,3.5,晴一時曇,快晴
2020/3/21,21.0,7.6,0,1,0,1,0,1,11.0,0,2.9,晴,晴後薄曇
2020/3/22,23.7,10.5,0,1,0,1,0,1,9.8,0,3.5,薄曇時々晴,曇時々晴
2020/3/23,14.0,7.7,0.0,0,0,1,0,1,2.4,0,2.7,曇一時雨後時々晴,晴時々曇後一時雨
2020/3/24,12.6,4.7,0.0,0,0,1,0,1,11.3,0,4.7,快晴,快晴
2020/3/25,16.0,3.4,0,1,0,1,0,1,11.9,0,3.0,快晴,曇時々晴
2020/3/26,20.0,7.5,0,1,0,1,0,1,10.6,0,2.2,晴,晴
2020/3/27,22.8,9.1,0.0,0,0,1,0,1,1.4,0,4.7,曇,曇
2020/3/28,24.6,7.4,8.5,0,0,1,0,1,0.9,0,4.4,曇時々雨,大雨
2020/3/29,7.7,0.7,51.5,0,1,0,1,0,0.0,0,2.8,雨時々雪後一時曇、みぞれを伴う,曇
2020/3/30,10.3,3.5,0,1,0,1,0,1,1.0,0,1.9,曇,曇
2020/3/31,12.5,8.2,0.0,0,0,1,0,1,0.0,0,1.9,曇時々雨,曇時々雨
2020/4/1,12.9,9.3,31.0,0,0,1,0,1,0.0,0,2.7,雨,雨時々曇後晴
2020/4/2,19.4,9.0,0.0,0,0,1,0,1,11.9,0,6.2,晴,快晴
2020/4/3,18.2,6.4,0,1,0,1,0,1,9.9,0,3.3,晴後薄曇,晴一時薄曇
2020/4/4,22.3,8.6,0,1,0,1,0,1,11.5,0,3.9,快晴,晴
2020/4/5,15.9,5.6,0.0,0,0,1,0,1,1.2,0,2.6,曇後雨一時晴,晴後時々曇
2020/4/6,18.4,6.3,0,1,0,1,0,1,11.3,0,3.0,晴,晴一時薄曇
2020/4/7,18.0,7.9,0,1,0,1,0,1,8.9,0,2.7,薄曇,快晴
2020/4/8,20.2,7.9,0,1,0,1,0,1,11.7,0,2.6,快晴,快晴
2020/4/9,20.2,8.0,0.5,0,0,1,0,1,8.3,0,3.3,晴後曇,曇時々雨
2020/4/10,17.2,7.4,0,1,0,1,0,1,9.9,0,3.8,晴一時薄曇,晴
2020/4/11,17.0,6.8,0.5,0,0,1,0,1,9.0,0,3.2,晴後時々曇,雨時々曇
2020/4/12,14.6,7.4,6.5,0,0,1,0,1,0.6,0,2.5,曇一時雨,雨
2020/4/13,10.1,5.4,132.0,0,0,1,0,1,0.0,0,3.9,大雨,雨後一時晴
2020/4/14,17.2,5.5,1.5,0,0,1,0,1,11.8,0,4.7,快晴,快晴
2020/4/15,20.8,5.5,0,1,0,1,0,1,9.1,0,3.1,薄曇一時晴,薄曇
2020/4/16,16.3,8.6,0.5,0,0,1,0,1,5.9,0,3.7,曇,曇時々雨
2020/4/17,17.8,8.3,0.5,0,0,1,0,1,4.8,0,3.0,曇時々晴,曇後雨
2020/4/18,16.2,9.8,89.5,0,0,1,0,1,0.7,0,3.1,大雨,晴一時曇
2020/4/19,22.5,9.0,0,1,0,1,0,1,11.3,0,3.5,晴,曇後時々雨
2020/4/20,10.7,8.3,15.0,0,0,1,0,1,0.0,0,2.5,雨,曇時々晴
2020/4/21,18.9,9.0,0,1,0,1,0,1,1.6,0,1.7,曇,曇時々晴
2020/4/22,19.2,8.8,0.0,0,0,1,0,1,3.4,0,2.3,晴後曇時々雨,曇時々雨
2020/4/23,17.0,6.6,1.0,0,0,1,0,1,10.0,0,3.1,晴時々薄曇,晴後時々薄曇
2020/4/24,18.4,6.9,0.5,0,0,1,0,1,7.3,0,3.3,晴一時曇,晴一時雨
2020/4/25,18.8,5.3,0,1,0,1,0,1,12.5,0,3.7,快晴,快晴
2020/4/26,24.2,11.5,0,1,0,1,0,1,10.5,0,5.0,薄曇時々晴,曇
2020/4/27,17.8,8.5,12.5,0,0,1,0,1,1.4,0,2.4,曇後雨,雨後晴時々曇
2020/4/28,19.1,8.0,5.0,0,0,1,0,1,5.0,0,2.1,曇後一時雨、雷を伴う,曇時々晴
2020/4/29,21.7,8.9,0,1,0,1,0,1,12.2,0,2.7,快晴,快晴
2020/4/30,23.9,11.7,0,1,0,1,0,1,11.7,0,3.0,晴,快晴
2020/5/1,25.5,16.2,0,1,0,1,0,1,11.9,0,4.1,晴時々薄曇,快晴
2020/5/2,26.9,15.3,0,1,0,1,0,1,12.2,0,2.8,快晴,晴後一時薄曇
2020/5/3,25.8,16.5,0,1,0,1,0,1,7.1,0,4.7,曇,曇時々雨
2020/5/4,22.2,17.3,2.0,0,0,1,0,1,1.5,0,3.1,雨後曇,晴時々曇
2020/5/5,28.4,16.4,0.0,0,0,1,0,1,7.7,0,3.2,曇時々晴,曇後時々雨
2020/5/6,17.3,14.6,19.0,0,0,1,0,1,0.0,0,2.1,曇時々雨、雷を伴う,曇時々雨、雷を伴う
2020/5/7,22.5,11.0,0.5,0,0,1,0,1,12.1,0,3.3,晴,晴後時々薄曇
2020/5/8,22.1,11.1,0,1,0,1,0,1,10.7,0,3.5,晴一時曇,薄曇時々晴
2020/5/9,23.0,13.9,0.0,0,0,1,0,1,3.4,0,4.3,曇,曇時々雨
2020/5/10,25.7,17.7,1.0,0,0,1,0,1,1.0,0,5.3,曇時々雨,曇一時雨
2020/5/11,28.1,20.2,0.5,0,0,1,0,1,9.1,0,3.0,晴時々曇,晴後一時曇
2020/5/12,26.5,19.1,0.0,0,0,1,0,1,4.7,0,2.8,曇一時雨,曇後時々晴
2020/5/13,28.7,16.8,0,1,0,1,0,1,11.1,0,2.7,晴,晴
2020/5/14,26.2,13.8,0,1,0,1,0,1,12.5,0,3.4,晴後薄曇,晴時々薄曇
2020/5/15,26.5,15.2,0.0,0,0,1,0,1,8.1,0,3.9,薄曇,曇
2020/5/16,21.7,16.4,24.0,0,0,1,0,1,0.0,0,4.1,雨一時曇,雨後曇
2020/5/17,28.2,15.8,0.0,0,0,1,0,1,11.7,0,2.7,晴,晴後曇
2020/5/18,20.1,18.7,2.0,0,0,1,0,1,0.0,0,2.0,雨時々曇,大雨
2020/5/19,19.2,13.4,54.5,0,0,1,0,1,0.0,0,3.0,雨,雨
2020/5/20,15.4,10.9,3.0,0,0,1,0,1,0.0,0,2.5,曇一時雨,曇時々雨
2020/5/21,14.8,10.7,0.5,0,0,1,0,1,0.0,0,2.0,曇一時雨,曇時々雨
2020/5/22,18.1,12.8,1.0,0,0,1,0,1,0.0,0,2.4,曇時々雨,雨時々曇
2020/5/23,23.7,15.3,0.0,0,0,1,0,1,2.8,0,2.4,曇時々雨後晴,晴後薄曇
2020/5/24,26.5,15.8,0,1,0,1,0,1,11.0,0,3.2,晴一時曇,曇時々晴
2020/5/25,26.5,18.1,0,1,0,1,0,1,6.6,0,3.0,薄曇,曇一時晴
2020/5/26,24.3,18.6,0.5,0,0,1,0,1,0.2,0,2.0,曇後雨,曇時々雨
2020/5/27,26.6,18.4,0.0,0,0,1,0,1,4.4,0,2.1,曇一時晴,曇
2020/5/28,25.2,12.9,9.5,0,0,1,0,1,3.7,0,2.7,曇時々晴一時雨、雷を伴う,晴一時曇
2020/5/29,27.4,14.1,0,1,0,1,0,1,12.9,0,2.8,晴,晴時々薄曇
2020/5/30,27.9,17.4,0,1,0,1,0,1,8.9,0,3.2,薄曇時々晴,薄曇時々晴
2020/5/31,24.5,18.8,0.0,0,0,1,0,1,0.2,0,3.4,曇,曇後一時雨
2020/6/1,21.2,18.5,4.0,0,0,1,0,1,0.0,0,1.8,雨時々曇,曇時々雨
2020/6/2,26.6,18.9,0.0,0,0,1,0,1,4.1,0,2.3,曇後一時晴,曇
2020/6/3,28.5,20.9,0.0,0,0,1,0,1,6.2,0,2.4,薄曇,曇
