ダウンロードした時刻：2024/11/27 12:09:34

,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京
年月日,最高気温(℃),最低気温(℃),降水量の合計(mm),降水量の合計(mm),降雪量合計(cm),降雪量合計(cm),最深積雪(cm),最深積雪(cm),日照時間(時間),日照時間(時間),平均風速(m/s),天気概況(昼：06時～18時),天気概況(夜：18時～翌日06時)
,,,,,,,,,,,,,
,,,,現象なし情報,,現象なし情報,,現象なし情報,,現象なし情報,,,
2020/6/4,27.6,20.6,0.0,0,0,1,0,1,5.4,0,2.8,曇後一時晴,薄曇時々晴
2020/6/5,29.9,20.0,0,1,0,1,0,1,8.1,0,3.3,薄曇時々晴,薄曇
2020/6/6,28.4,18.8,6.5,0,0,1,0,1,1.9,0,2.6,曇、雷を伴う,雨時々曇、雷を伴う
2020/6/7,27.2,17.4,0.5,0,0,1,0,1,8.6,0,2.9,晴時々曇,曇一時晴
2020/6/8,28.3,19.7,0.0,0,0,1,0,1,8.9,0,2.9,晴時々曇,晴
2020/6/9,31.0,20.4,0,1,0,1,0,1,13.0,0,3.1,薄曇,薄曇後時々晴
2020/6/10,31.4,21.8,0.0,0,0,1,0,1,11.1,0,5.4,晴後一時曇,晴一時雨後時々曇
2020/6/11,30.5,22.7,10.0,0,0,1,0,1,3.5,0,5.9,曇後雨,雨時々曇
2020/6/12,31.6,22.9,5.5,0,0,1,0,1,4.0,0,2.5,曇一時晴,曇時々雨
2020/6/13,24.3,19.1,35.5,0,0,1,0,1,0.0,0,2.2,大雨,雨時々曇
2020/6/14,24.0,19.9,5.5,0,0,1,0,1,0.0,0,1.6,雨時々曇,曇一時雨
2020/6/15,32.6,21.0,0,1,0,1,0,1,7.3,0,2.4,薄曇,晴後曇
2020/6/16,30.5,21.8,0.0,0,0,1,0,1,8.0,0,3.4,曇後晴,晴一時雨
2020/6/17,28.8,19.3,0,1,0,1,0,1,13.1,0,3.5,晴一時薄曇,薄曇一時晴
2020/6/18,25.5,19.6,2.0,0,0,1,0,1,0.0,0,2.0,曇後一時雨,雨
2020/6/19,19.8,18.0,50.0,0,0,1,0,1,0.0,0,2.2,大雨,雨時々曇後晴
2020/6/20,28.7,17.1,0,1,0,1,0,1,9.3,0,2.8,曇時々晴,曇
2020/6/21,26.5,17.9,2.5,0,0,1,0,1,1.4,0,2.5,曇時々雨,曇
2020/6/22,21.0,17.6,27.5,0,0,1,0,1,0.0,0,3.5,雨,雨
2020/6/23,27.2,18.0,3.0,0,0,1,0,1,2.7,0,2.6,曇一時雨,曇一時晴
2020/6/24,26.8,19.3,0.0,0,0,1,0,1,1.9,0,2.6,曇一時雨後一時晴,曇後雨
2020/6/25,23.3,17.9,14.5,0,0,1,0,1,0.0,0,1.9,曇時々雨,曇一時雨
2020/6/26,30.9,19.7,0.0,0,0,1,0,1,4.9,0,1.7,曇後晴,曇
2020/6/27,29.3,22.2,0.0,0,0,1,0,1,2.6,0,1.9,曇,曇後雨
2020/6/28,24.9,20.5,30.0,0,0,1,0,1,0.0,0,2.0,雨後曇,晴一時曇
2020/6/29,29.8,20.1,0,1,0,1,0,1,10.3,0,3.0,晴,曇時々晴
2020/6/30,27.7,22.2,15.5,0,0,1,0,1,0.0,0,4.5,曇後雨,雨時々曇
2020/7/1,26.7,22.7,21.0,0,0,1,0,1,0.0,0,6.5,曇時々雨,雨後曇
2020/7/2,30.8,21.7,0.5,0,0,1,0,1,11.7,0,4.9,晴,薄曇一時晴
2020/7/3,28.7,20.3,6.0,0,0,1,0,1,1.7,0,2.4,曇時々雨,大雨
2020/7/4,27.7,20.0,25.5,0,0,1,0,1,0.1,0,4.0,曇時々雨,曇一時雨
2020/7/5,28.1,23.2,3.5,0,0,1,0,1,1.7,0,3.3,曇時々雨,曇後雨
2020/7/6,26.9,22.8,40.5,0,0,1,0,1,0.3,0,5.2,雨時々曇,雨時々曇
2020/7/7,29.3,25.1,0.5,0,0,1,0,1,0.2,0,6.4,曇時々雨,曇時々雨
2020/7/8,28.5,23.6,3.0,0,0,1,0,1,1.5,0,5.8,曇時々雨,雨時々曇
2020/7/9,26.1,22.3,14.0,0,0,1,0,1,0.0,0,3.8,雨一時曇,曇時々雨
2020/7/10,28.1,22.7,0.5,0,0,1,0,1,0.0,0,3.6,雨時々曇,曇
2020/7/11,31.2,24.8,2.0,0,0,1,0,1,2.3,0,5.6,曇時々雨,曇時々雨、雷を伴う
2020/7/12,32.5,19.9,0.5,0,0,1,0,1,4.8,0,2.9,曇,雨時々曇
2020/7/13,25.2,18.7,6.0,0,0,1,0,1,0.4,0,3.0,曇時々雨,雨
2020/7/14,23.7,20.6,6.0,0,0,1,0,1,0.0,0,2.3,雨後曇,曇
2020/7/15,22.0,17.7,6.5,0,0,1,0,1,0.0,0,2.3,雨,雨後一時曇
2020/7/16,24.6,17.4,0.5,0,0,1,0,1,0.1,0,2.3,曇,曇後雨
2020/7/17,20.6,18.1,34.5,0,0,1,0,1,0.0,0,2.0,雨後時々曇,雨一時曇
2020/7/18,22.0,19.2,20.0,0,0,1,0,1,0.0,0,1.5,雨時々曇,曇
2020/7/19,29.3,21.4,0,1,0,1,0,1,6.9,0,2.2,晴一時曇,曇一時晴
2020/7/20,31.9,23.1,0.0,0,0,1,0,1,6.9,0,2.4,薄曇,曇時々雨
2020/7/21,29.0,22.5,1.0,0,0,1,0,1,0.1,0,2.1,曇,曇時々雨
2020/7/22,29.9,24.9,0.0,0,0,1,0,1,0.8,0,2.4,曇時々雨,曇後時々雨、雷を伴う
2020/7/23,26.0,22.1,31.5,0,0,1,0,1,0.0,0,1.8,雨,曇一時雨
2020/7/24,27.2,21.6,0.0,0,0,1,0,1,0.0,0,1.2,曇時々雨,曇時々雨
2020/7/25,27.4,23.7,23.5,0,0,1,0,1,0.2,0,2.1,雨時々曇,曇時々雨
2020/7/26,31.2,23.5,18.5,0,0,1,0,1,2.9,0,3.1,曇時々雨一時晴,曇一時雨、雷を伴う
2020/7/27,30.7,23.9,2.0,0,0,1,0,1,0.7,0,3.3,曇後時々雨,雨時々曇
2020/7/28,31.0,23.9,2.0,0,0,1,0,1,1.2,0,2.5,雨時々曇,雨時々曇
2020/7/29,25.6,21.3,0.0,0,0,1,0,1,0.0,0,2.9,曇時々雨,曇時々雨
2020/7/30,26.5,20.4,0.0,0,0,1,0,1,0.0,0,1.9,曇,曇
2020/7/31,29.6,22.4,1.0,0,0,1,0,1,3.2,0,1.6,曇時々雨,曇後時々雨
2020/8/1,31.8,21.8,0.5,0,0,1,0,1,5.5,0,2.6,晴,晴一時曇
2020/8/2,31.5,22.6,0,1,0,1,0,1,6.0,0,2.4,晴時々曇,晴
2020/8/3,32.3,22.3,0,1,0,1,0,1,10.1,0,2.4,晴,晴
2020/8/4,33.1,24.5,0,1,0,1,0,1,10.4,0,2.9,晴,晴後時々曇
2020/8/5,34.2,25.7,0.0,0,0,1,0,1,10.3,0,2.9,晴,晴後一時曇
2020/8/6,33.1,25.5,0,1,0,1,0,1,9.7,0,3.9,晴時々薄曇,晴
2020/8/7,35.4,26.0,0,1,0,1,0,1,8.8,0,3.4,薄曇,曇一時晴
2020/8/8,32.3,25.1,0,1,0,1,0,1,4.7,0,2.7,曇後晴,曇一時晴
2020/8/9,34.7,23.4,0,1,0,1,0,1,7.5,0,2.4,薄曇,薄曇時々晴
2020/8/10,35.2,26.9,0,1,0,1,0,1,8.8,0,2.4,薄曇,晴時々薄曇
2020/8/11,37.3,27.0,0,1,0,1,0,1,12.5,0,4.0,晴,快晴
2020/8/12,35.8,27.3,0.5,0,0,1,0,1,7.2,0,2.5,晴後曇一時雨、雷を伴う,曇一時雨後晴
2020/8/13,36.1,25.4,21.5,0,0,1,0,1,7.8,0,2.2,晴後時々曇一時雨、雷を伴う,晴
2020/8/14,34.2,24.9,0.0,0,0,1,0,1,8.3,0,2.8,晴,晴後一時曇
2020/8/15,36.1,26.9,0,1,0,1,0,1,10.0,0,2.1,晴,晴後薄曇
2020/8/16,35.4,28.0,0.0,0,0,1,0,1,9.7,0,2.7,晴、雷を伴う,曇後晴
2020/8/17,36.5,27.2,0.0,0,0,1,0,1,7.0,0,2.7,曇後一時晴,曇一時雨
2020/8/18,34.3,27.8,0,1,0,1,0,1,4.2,0,2.8,晴一時曇,曇時々晴
2020/8/19,34.2,25.6,0,1,0,1,0,1,10.8,0,2.7,晴時々薄曇,晴一時薄曇
2020/8/20,34.8,25.8,0,1,0,1,0,1,11.1,0,3.2,晴,快晴
2020/8/21,36.0,26.0,0,1,0,1,0,1,10.5,0,2.8,晴,晴
2020/8/22,35.2,24.0,0.0,0,0,1,0,1,8.0,0,2.7,晴時々曇,曇時々雨、雷を伴う
2020/8/23,29.4,23.2,38.0,0,0,1,0,1,1.9,0,2.0,曇時々大雨、雷を伴う,晴時々曇一時雨
2020/8/24,32.3,23.0,0.0,0,0,1,0,1,6.7,0,2.7,晴一時曇,曇一時晴
2020/8/25,32.2,24.8,0,1,0,1,0,1,7.2,0,2.7,晴,晴
2020/8/26,34.0,24.3,0,1,0,1,0,1,10.4,0,2.7,晴,晴
2020/8/27,33.6,26.3,0.0,0,0,1,0,1,7.4,0,3.1,晴一時雨,晴後時々曇
2020/8/28,34.5,27.0,0,1,0,1,0,1,7.7,0,3.3,晴一時曇,晴
2020/8/29,35.0,26.9,0,1,0,1,0,1,11.7,0,3.3,晴,薄曇時々晴
2020/8/30,34.9,26.6,0,1,0,1,0,1,9.4,0,3.3,晴,晴後薄曇
2020/8/31,32.6,22.7,1.0,0,0,1,0,1,3.4,0,2.9,曇時々晴,曇時々雨
2020/9/1,27.4,21.9,1.0,0,0,1,0,1,0.5,0,2.3,曇,曇時々雨
2020/9/2,32.1,24.0,7.5,0,0,1,0,1,1.4,0,2.5,曇時々晴一時雨、雷を伴う,曇後時々雨一時晴
2020/9/3,32.7,26.4,3.5,0,0,1,0,1,4.9,0,4.2,晴時々曇一時雨,薄曇時々晴
2020/9/4,35.1,25.1,0.0,0,0,1,0,1,10.7,0,3.0,晴,曇後晴
2020/9/5,34.2,25.3,8.5,0,0,1,0,1,7.3,0,2.8,晴一時曇,曇時々雨、雷を伴う
2020/9/6,29.5,22.5,25.5,0,0,1,0,1,2.3,0,2.7,曇時々雨一時晴、雷を伴う,曇時々雨、雷を伴う
2020/9/7,31.2,24.2,19.0,0,0,1,0,1,1.4,0,4.4,曇時々雨、雷を伴う,曇一時雨後晴
2020/9/8,34.2,26.9,0,1,0,1,0,1,10.1,0,5.1,晴後一時曇,薄曇後晴
2020/9/9,33.6,25.2,0.5,0,0,1,0,1,11.3,0,3.7,晴,薄曇時々晴一時雨
2020/9/10,31.7,25.2,0.0,0,0,1,0,1,3.9,0,3.8,曇一時晴,晴
2020/9/11,32.5,24.9,0.0,0,0,1,0,1,6.0,0,3.1,晴時々曇,曇時々雨
2020/9/12,27.7,22.0,14.5,0,0,1,0,1,0.0,0,2.5,雨時々曇,雨時々曇後晴
2020/9/13,27.8,20.0,0.5,0,0,1,0,1,1.3,0,2.4,曇後一時雨,雨時々曇
2020/9/14,27.2,20.9,0.5,0,0,1,0,1,0.7,0,2.3,曇後一時雨,曇一時雨
2020/9/15,27.7,20.9,0.5,0,0,1,0,1,2.3,0,2.0,曇,曇時々晴一時雨
2020/9/16,28.1,21.2,2.0,0,0,1,0,1,0.7,0,2.1,曇,曇時々雨
2020/9/17,28.4,22.1,0.0,0,0,1,0,1,1.1,0,2.1,曇,曇後時々晴
2020/9/18,33.4,26.4,0.0,0,0,1,0,1,4.4,0,5.5,曇,晴時々曇
2020/9/19,27.1,22.6,0.0,0,0,1,0,1,0.0,0,2.9,曇,曇
2020/9/20,23.7,20.8,0.5,0,0,1,0,1,0.0,0,2.0,曇時々雨,曇時々雨
2020/9/21,26.1,19.7,0.5,0,0,1,0,1,3.9,0,2.1,曇後晴,晴時々薄曇
2020/9/22,27.7,19.1,3.5,0,0,1,0,1,5.5,0,2.5,曇,雨
2020/9/23,22.7,18.6,7.5,0,0,1,0,1,0.0,0,2.7,雨時々曇,雨時々曇
2020/9/24,22.2,17.9,10.0,0,0,1,0,1,0.0,0,3.2,雨時々曇,雨時々曇
2020/9/25,20.8,17.8,5.5,0,0,1,0,1,0.0,0,3.2,雨,雨時々曇
2020/9/26,20.0,17.8,6.0,0,0,1,0,1,0.0,0,2.1,雨,曇時々雨
2020/9/27,23.5,17.6,0.5,0,0,1,0,1,1.3,0,1.6,曇後一時晴,曇一時雨後晴
2020/9/28,27.4,16.0,0,1,0,1,0,1,10.8,0,2.5,晴,曇時々晴後一時雨
2020/9/29,23.1,16.7,0.0,0,0,1,0,1,3.5,0,3.0,曇,薄曇後時々晴
2020/9/30,25.4,14.7,0,1,0,1,0,1,10.4,0,2.6,晴後一時薄曇,曇後時々雨
2020/10/1,24.3,17.1,1.0,0,0,1,0,1,2.2,0,1.7,曇時々晴一時雨,快晴
2020/10/2,26.7,16.2,0,1,0,1,0,1,10.7,0,2.5,快晴,曇時々晴
2020/10/3,26.3,18.4,0.0,0,0,1,0,1,3.9,0,1.7,曇時々晴,曇
2020/10/4,26.2,19.5,0.0,0,0,1,0,1,1.5,0,2.0,曇時々雨,曇一時雨
2020/10/5,24.8,20.1,0.0,0,0,1,0,1,1.5,0,2.0,晴一時雨,曇一時晴
2020/10/6,24.8,17.9,0.0,0,0,1,0,1,2.7,0,2.6,曇,晴時々曇
2020/10/7,23.9,14.6,6.0,0,0,1,0,1,3.2,0,2.7,曇一時晴後雨,雨
2020/10/8,15.5,13.8,44.0,0,0,1,0,1,0.0,0,2.4,雨,雨
2020/10/9,15.4,13.8,38.0,0,0,1,0,1,0.0,0,2.8,雨,雨
2020/10/10,17.1,13.8,73.5,0,0,1,0,1,0.0,0,2.7,大雨,曇時々雨
2020/10/11,23.3,17.0,0.5,0,0,1,0,1,0.4,0,2.7,曇時々雨,曇時々雨
2020/10/12,25.1,18.6,0.0,0,0,1,0,1,2.5,0,2.1,曇後一時晴,曇時々晴
2020/10/13,26.7,19.0,0,1,0,1,0,1,4.2,0,2.5,晴時々曇,曇時々晴
2020/10/14,23.2,18.4,0,1,0,1,0,1,0.7,0,2.3,曇一時晴,曇
2020/10/15,19.7,14.7,1.0,0,0,1,0,1,0.0,0,2.7,雨時々曇,曇
2020/10/16,19.5,13.9,0.0,0,0,1,0,1,4.1,0,2.9,曇時々晴,曇時々雨
2020/10/17,16.0,11.5,23.0,0,0,1,0,1,0.0,0,2.2,雨,雨後一時曇
2020/10/18,19.8,11.3,0.5,0,0,1,0,1,4.2,0,2.1,曇一時晴,晴後一時曇
2020/10/19,17.1,11.2,9.0,0,0,1,0,1,0.0,0,2.4,曇後雨,曇一時雨
2020/10/20,21.0,10.5,0,1,0,1,0,1,7.7,0,2.3,曇後晴,晴
2020/10/21,21.6,11.9,0.0,0,0,1,0,1,7.5,0,2.6,晴,曇一時雨
2020/10/22,22.1,14.2,0.0,0,0,1,0,1,3.0,0,2.3,曇,曇
2020/10/23,17.9,14.3,8.5,0,0,1,0,1,0.0,0,2.0,雨時々曇,曇時々晴一時雨
2020/10/24,21.2,12.7,0,1,0,1,0,1,7.8,0,3.1,晴,快晴
2020/10/25,21.3,11.4,0,1,0,1,0,1,8.4,0,2.6,快晴,晴後一時薄曇
2020/10/26,22.9,10.7,0,1,0,1,0,1,8.6,0,2.0,晴一時曇,晴時々曇
2020/10/27,20.8,13.3,0,1,0,1,0,1,6.0,0,2.2,晴時々曇,晴時々曇
2020/10/28,20.2,13.1,0,1,0,1,0,1,2.2,0,1.7,曇,曇後晴
2020/10/29,22.8,13.0,0,1,0,1,0,1,9.7,0,2.9,晴,曇
2020/10/30,18.5,11.1,0.0,0,0,1,0,1,1.6,0,3.2,曇後時々晴,晴
2020/10/31,19.2,9.2,0,1,0,1,0,1,9.6,0,2.4,快晴,晴
2020/11/1,19.9,9.0,0,1,0,1,0,1,2.7,0,2.1,曇,薄曇時々晴
2020/11/2,23.6,11.6,2.5,0,0,1,0,1,2.7,0,1.8,曇時々晴後一時雨,雨後一時曇
2020/11/3,17.1,12.8,4.5,0,0,1,0,1,0.2,0,1.8,曇,晴一時曇
2020/11/4,18.6,9.8,0,1,0,1,0,1,8.6,0,3.0,晴,晴
2020/11/5,19.4,9.1,0,1,0,1,0,1,9.2,0,2.1,快晴,曇時々晴
2020/11/6,16.2,10.6,0,1,0,1,0,1,0.4,0,1.7,曇,曇
2020/11/7,20.6,11.5,0.0,0,0,1,0,1,1.2,0,1.6,曇,曇時々雨
2020/11/8,22.4,13.5,2.5,0,0,1,0,1,1.1,0,1.8,曇,曇時々晴
2020/11/9,18.3,10.5,0,1,0,1,0,1,2.9,0,3.1,晴,晴時々曇
2020/11/10,16.9,8.6,0,1,0,1,0,1,8.7,0,2.4,快晴,晴一時曇
2020/11/11,16.9,8.3,0,1,0,1,0,1,9.1,0,3.1,晴,晴
2020/11/12,13.1,6.2,0,1,0,1,0,1,0.5,0,2.2,曇一時晴,曇
2020/11/13,19.0,9.7,0,1,0,1,0,1,8.7,0,1.7,晴,快晴
2020/11/14,20.3,10.4,0,1,0,1,0,1,9.3,0,2.4,快晴,快晴
2020/11/15,18.6,7.5,0,1,0,1,0,1,9.2,0,2.5,晴,晴時々曇
2020/11/16,21.4,9.1,0,1,0,1,0,1,9.2,0,1.5,晴,快晴
2020/11/17,20.7,10.8,0,1,0,1,0,1,8.5,0,2.3,快晴,晴後薄曇
2020/11/18,21.4,10.3,0,1,0,1,0,1,8.3,0,2.0,晴一時曇,晴後薄曇
2020/11/19,24.9,13.2,0,1,0,1,0,1,7.0,0,3.6,晴一時薄曇,薄曇一時晴
2020/11/20,23.9,18.5,0.0,0,0,1,0,1,0.4,0,5.5,曇,曇一時晴
2020/11/21,20.2,11.1,0,1,0,1,0,1,9.1,0,3.6,快晴,快晴
2020/11/22,19.3,8.5,0,1,0,1,0,1,8.0,0,2.8,晴,晴時々曇
2020/11/23,20.9,11.4,0.0,0,0,1,0,1,5.6,0,2.6,晴後曇,曇
2020/11/24,13.3,10.1,0.0,0,0,1,0,1,0.0,0,2.7,曇時々雨,雨時々曇
2020/11/25,12.1,9.2,5.0,0,0,1,0,1,0.0,0,2.3,雨後曇,曇時々晴
2020/11/26,18.6,9.2,0,1,0,1,0,1,8.0,0,1.5,晴,曇時々晴
2020/11/27,13.2,10.2,0.0,0,0,1,0,1,1.2,0,2.5,曇一時晴,曇後一時晴
2020/11/28,17.3,8.8,0,1,0,1,0,1,8.8,0,3.5,晴,曇一時晴
2020/11/29,13.7,7.5,0,1,0,1,0,1,1.2,0,2.0,曇,晴
2020/11/30,14.9,5.2,0,1,0,1,0,1,6.8,0,1.8,晴,晴時々曇
2020/12/1,14.9,5.6,0,1,0,1,0,1,8.8,0,2.0,晴,晴後時々曇
2020/12/2,10.2,7.0,8.0,0,0,1,0,1,0.0,0,2.3,曇時々雨,雨時々曇
2020/12/3,10.6,6.7,0.0,0,0,1,0,1,0.0,0,2.1,曇,晴一時曇
2020/12/4,13.9,5.5,0,1,0,1,0,1,7.1,0,2.1,晴後一時曇,晴後曇一時雨
2020/12/5,7.7,4.4,3.5,0,0,1,0,1,0.0,0,2.1,雨後時々曇,曇後晴
2020/12/6,13.5,4.4,0,1,0,1,0,1,5.8,0,1.6,晴時々曇,快晴
2020/12/7,16.1,4.7,0,1,0,1,0,1,8.8,0,1.5,快晴,晴一時曇
2020/12/8,17.2,5.8,0.0,0,0,1,0,1,6.7,0,2.0,晴後時々曇,曇
2020/12/9,12.2,7.9,0.0,0,0,1,0,1,0.7,0,2.1,曇,曇後時々雨
2020/12/10,12.2,6.9,0.0,0,0,1,0,1,0.4,0,2.2,曇一時雨,晴一時曇
2020/12/11,14.4,5.3,0,1,0,1,0,1,4.3,0,1.7,曇一時晴,曇
2020/12/12,15.0,8.3,0,1,0,1,0,1,2.3,0,2.0,曇,晴時々曇
2020/12/13,15.4,5.9,0,1,0,1,0,1,6.2,0,1.7,晴後薄曇,晴一時曇
2020/12/14,13.1,5.5,0.0,0,0,1,0,1,4.6,0,2.7,曇一時晴,曇後晴
2020/12/15,11.3,2.0,0,1,0,1,0,1,7.0,0,2.5,晴一時曇,快晴
2020/12/16,9.6,0.5,0,1,0,1,0,1,6.1,0,1.9,晴時々曇,快晴
2020/12/17,9.4,-0.1,0,1,0,1,0,1,8.9,0,2.7,快晴,快晴
2020/12/18,11.6,0.5,0,1,0,1,0,1,8.6,0,1.7,晴,晴
2020/12/19,9.4,1.6,0,1,0,1,0,1,2.2,0,2.6,曇時々晴,快晴
2020/12/20,9.4,-0.6,0,1,0,1,0,1,8.9,0,2.8,晴,晴
2020/12/21,11.2,0.1,0,1,0,1,0,1,9.0,0,1.7,快晴,快晴
2020/12/22,11.7,0.5,0,1,0,1,0,1,8.0,0,1.8,晴,快晴
2020/12/23,14.1,1.2,0,1,0,1,0,1,8.9,0,2.0,快晴,晴時々薄曇
2020/12/24,12.9,2.6,0,1,0,1,0,1,1.7,0,1.9,曇一時晴,薄曇一時晴
2020/12/25,14.0,4.7,0,1,0,1,0,1,8.3,0,2.2,晴,晴
2020/12/26,11.8,1.5,0,1,0,1,0,1,8.8,0,1.7,晴,晴後曇
2020/12/27,12.7,3.4,0,1,0,1,0,1,6.8,0,1.9,曇後晴,曇一時晴
2020/12/28,13.5,6.2,0.0,0,0,1,0,1,4.0,0,1.6,曇後晴,快晴
2020/12/29,13.1,4.3,0,1,0,1,0,1,4.5,0,1.6,薄曇一時晴,晴時々薄曇
2020/12/30,12.3,2.7,1.5,0,0,1,0,1,1.6,0,3.4,曇一時雨,晴時々曇
2020/12/31,7.6,-0.2,0,1,0,1,0,1,8.9,0,3.3,晴,晴
2021/1/1,10.5,-1.3,0,1,0,1,0,1,8.7,0,1.5,快晴,快晴
2021/1/2,10.8,0.1,0,1,0,1,0,1,8.8,0,2.0,快晴,晴
2021/1/3,8.4,-0.4,0,1,0,1,0,1,8.8,0,1.6,晴,薄曇
2021/1/4,11.4,1.3,0,1,0,1,0,1,7.7,0,1.8,晴一時曇,晴後一時薄曇
2021/1/5,10.0,2.5,0,1,0,1,0,1,1.0,0,1.7,曇,曇
2021/1/6,6.8,3.9,0.0,0,0,1,0,1,0.4,0,2.4,曇,曇
2021/1/7,12.7,2.0,0,1,0,1,0,1,7.4,0,4.0,晴一時曇,晴一時曇
2021/1/8,6.5,-1.5,0,1,0,1,0,1,5.4,0,1.8,晴時々曇,晴
2021/1/9,8.4,-1.5,0,1,0,1,0,1,8.5,0,2.3,晴,快晴
2021/1/10,8.1,-2.4,0,1,0,1,0,1,8.9,0,2.0,快晴,曇後晴
2021/1/11,6.5,-1.3,0,1,0,1,0,1,0.8,0,2.0,曇,曇
2021/1/12,5.7,1.2,0.0,0,0,1,0,1,0.0,0,2.3,曇後雨一時みぞれ,曇後晴
2021/1/13,12.5,-0.5,0,1,0,1,0,1,9.1,0,1.8,快晴,晴
2021/1/14,14.5,0.9,0,1,0,1,0,1,9.0,0,1.8,快晴,晴後一時曇
2021/1/15,7.6,4.9,0.0,0,0,1,0,1,0.0,0,2.1,曇,曇後一時晴
2021/1/16,18.7,4.3,0,1,0,1,0,1,8.8,0,2.7,晴,薄曇一時晴
2021/1/17,8.0,4.1,0,1,0,1,0,1,0.2,0,2.2,曇,曇
2021/1/18,8.6,1.0,0,1,0,1,0,1,5.4,0,2.0,曇後晴,快晴
2021/1/19,9.5,1.0,0,1,0,1,0,1,9.2,0,4.1,快晴,快晴
2021/1/20,9.5,0.2,0,1,0,1,0,1,9.2,0,2.8,快晴,快晴
2021/1/21,10.7,-0.3,0,1,0,1,0,1,9.1,0,1.8,晴,晴時々薄曇
2021/1/22,16.0,1.2,0,1,0,1,0,1,7.7,0,1.4,晴後一時曇,曇
2021/1/23,10.2,2.7,19.0,0,0,1,0,1,0.0,0,3.1,雨一時曇,雨
2021/1/24,6.5,2.3,13.0,0,0,1,0,1,0.0,0,3.6,雨時々曇,雨時々曇後一時晴
2021/1/25,13.2,3.8,1.5,0,0,1,0,1,8.8,0,1.9,薄曇一時晴,晴
2021/1/26,11.2,2.7,0,1,0,1,0,1,2.2,0,1.7,曇一時晴,曇後雨
2021/1/27,16.2,6.4,1.0,0,0,1,0,1,0.8,0,2.5,曇後一時晴,曇時々晴
2021/1/28,7.9,0.9,9.0,0,0,1,0,1,0.2,0,2.5,曇後雨一時みぞれ,曇一時雨
2021/1/29,10.8,0.7,0,1,0,1,0,1,7.5,0,3.2,晴,快晴
2021/1/30,9.3,0.9,0,1,0,1,0,1,9.4,0,2.9,快晴,快晴
2021/1/31,11.9,-0.4,0,1,0,1,0,1,9.4,0,2.6,快晴,晴後曇
2021/2/1,14.0,1.8,0.0,0,0,1,0,1,4.5,0,2.7,曇時々晴、あられを伴う,晴時々曇後雨
2021/2/2,15.6,4.3,12.0,0,0,1,0,1,4.2,0,3.2,晴時々曇一時雨,晴一時曇
2021/2/3,11.8,1.0,0,1,0,1,0,1,9.0,0,2.0,晴,晴
2021/2/4,12.6,0.6,0,1,0,1,0,1,9.5,0,2.9,快晴,快晴
2021/2/5,12.4,1.9,0,1,0,1,0,1,8.9,0,2.4,晴一時薄曇,曇一時晴
2021/2/6,15.0,4.2,0,1,0,1,0,1,9.4,0,1.7,快晴,快晴
2021/2/7,16.3,4.4,0.0,0,0,1,0,1,9.1,0,2.4,晴後一時曇,晴
2021/2/8,11.0,2.8,0,1,0,1,0,1,2.7,0,3.2,曇時々晴,晴一時曇
2021/2/9,9.6,0.8,0,1,0,1,0,1,9.7,0,4.0,快晴,快晴
2021/2/10,12.1,1.7,0,1,0,1,0,1,8.0,0,2.3,晴後薄曇,晴一時薄曇
2021/2/11,14.1,3.3,0,1,0,1,0,1,9.4,0,3.5,晴後時々薄曇,薄曇
2021/2/12,11.7,3.4,0,1,0,1,0,1,1.5,0,1.9,薄曇,曇
2021/2/13,16.2,4.9,0,1,0,1,0,1,9.4,0,2.4,晴時々薄曇,晴時々曇
2021/2/14,18.2,6.8,0,1,0,1,0,1,6.4,0,2.9,晴時々曇,曇時々晴後一時雨
2021/2/15,14.1,8.3,76.5,0,0,1,0,1,0.6,0,2.7,大雨,快晴
2021/2/16,16.4,5.1,0,1,0,1,0,1,10.0,0,3.0,快晴,快晴
2021/2/17,13.1,2.2,0.0,0,0,1,0,1,7.0,0,4.0,晴後一時曇,快晴
2021/2/18,10.4,-0.5,0,1,0,1,0,1,7.0,0,2.9,晴後曇,晴
2021/2/19,12.3,1.4,0,1,0,1,0,1,10.0,0,3.2,快晴,快晴
2021/2/20,18.1,1.4,0,1,0,1,0,1,9.9,0,3.3,快晴,快晴
2021/2/21,20.9,7.3,0,1,0,1,0,1,9.9,0,2.3,快晴,快晴
2021/2/22,21.9,7.7,0,1,0,1,0,1,10.2,0,2.7,快晴,晴一時薄曇
2021/2/23,15.5,5.5,0,1,0,1,0,1,9.7,0,4.3,晴後一時薄曇,曇
2021/2/24,11.9,3.2,0,1,0,1,0,1,10.1,0,4.3,晴時々薄曇,晴一時曇
2021/2/25,11.3,1.5,0,1,0,1,0,1,8.5,0,3.0,晴時々薄曇,曇
2021/2/26,11.8,5.6,0,1,0,1,0,1,0.0,0,2.7,曇,曇
2021/2/27,9.6,2.1,0,1,0,1,0,1,9.9,0,3.7,薄曇後晴,快晴
2021/2/28,12.9,0.3,0,1,0,1,0,1,10.4,0,2.4,晴一時薄曇,曇時々晴
2021/3/1,19.1,4.6,0.5,0,0,1,0,1,7.3,0,3.3,薄曇一時晴,曇時々雨
2021/3/2,19.8,7.9,9.5,0,0,1,0,1,0.2,0,5.6,雨時々曇,曇時々雨後晴
2021/3/3,11.8,3.8,0,1,0,1,0,1,10.8,0,4.6,晴,晴時々薄曇
