日時	始値	高値	安値	終値	単純移動平均1/単純移動平均	単純移動平均2/単純移動平均	売買高/売買高+移動平均	単純移動平均1/売買高+移動平均	単純移動平均2/売買高+移動平均	
2023/09/13	49510	49600	49490	49510	49370.000	49174.400	1476	1832.6	3071.84	
2023/09/14	49510	49570	49500	49570	49420.000	49198.000	1444	1922.2	2917.96	
2023/09/15	50050	50200	50030	50130	49572.000	49233.200	5052	2216.2	3048.36	
2023/09/19	49670	49720	49640	49710	49668.000	49244.400	2840	2511	2419.72	
2023/09/20	49570	49580	49500	49580	49700.000	49236.800	2515	2665.4	2473.12	
2023/09/21	49570	49690	49520	49560	49710.000	49248.400	15431	5456.4	2963.8	
2023/09/22	48860	49170	48810	49080	49612.000	49237.600	3444	5856.4	2816.12	
2023/09/25	49040	49090	48970	49050	49396.000	49254.400	7020	6250	2986.4	
2023/09/26	49160	49160	49000	49070	49268.000	49273.200	1591	6000.2	3002.96	
2023/09/27	48750	48830	48690	48810	49114.000	49273.600	3554	6208	3117.92	
2023/09/28	48800	48840	48630	48730	48948.000	49279.200	2358	3593.4	3156.96	
2023/09/29	48910	48950	48780	48820	48896.000	49286.400	1377	3180	3084.44	
2023/10/02	48900	49020	48860	48880	48862.000	49304.800	3397	2455.4	3169.88	
2023/10/03	48670	48670	48530	48590	48766.000	49292.400	1448	2426.8	3169.76	
2023/10/04	47820	47870	47650	47670	48538.000	49233.600	4821	2680.2	3290.36	
2023/10/05	47910	47910	47720	47830	48358.000	49167.200	1880	2584.6	3325.76	
2023/10/06	47760	47860	47760	47810	48156.000	49096.400	3309	2971	3313.8	
2023/10/10	48460	48600	48400	48580	48096.000	49072.800	1395	2570.6	3152.16	
2023/10/11	48740	48830	48680	48800	48138.000	49045.600	1686	2618.2	3106.28	
2023/10/12	49030	49120	49030	49080	48420.000	49026.000	1322	1918.4	3073.16	
2023/10/13	48980	49040	48940	49000	48654.000	49008.000	1092	1760.8	3045.56	
2023/10/16	49010	49040	48890	48940	48880.000	48992.800	3091	1717.2	3129.36	
2023/10/17	49390	49420	49280	49330	49030.000	48991.200	4353	2308.8	3160.2	
2023/10/18	49360	49430	49320	49430	49156.000	48999.200	4062	2784	3268.04	
2023/10/19	49010	49040	48920	48990	49138.000	48982.000	8830	4285.6	3551.52	
2023/10/20	48630	48670	48580	48640	49066.000	48947.200	1079	4283	3535.64	
2023/10/23	48400	48400	48310	48370	48952.000	48899.200	1048	3874.4	3519.8	
2023/10/24	48080	48090	47920	48090	48704.000	48817.600	1370	3277.8	3372.52	
2023/10/25	48420	48420	48300	48310	48480.000	48761.600	3143	3094	3384.64	
2023/10/26	48170	48240	48130	48200	48322.000	48706.400	15348	4397.6	3897.96	
2023/10/27	48090	48090	47990	48020	48198.000	48644.800	1426	4467	3337.76	
2023/10/30	47280	47350	47220	47290	47982.000	48573.200	3015	4860.4	3320.6	
2023/10/31	47720	48000	47720	48000	47964.000	48531.200	1153	4817	3085.92	
2023/11/01	48540	48560	48460	48460	47994.000	48506.800	1995	4587.4	3102.08	
2023/11/02	48780	48780	48640	48650	48084.000	48500.400	848	1687.4	2993.84	
2023/11/06	49500	49580	49500	49530	48386.000	48532.400	3708	2143.8	3047.84	
2023/11/07	49630	49690	49620	49690	48866.000	48567.200	1616	1864	3057.4	
2023/11/08	49930	49960	49890	49940	49254.000	48609.600	11159	3865.2	3367.88	
2023/11/09	49990	50090	49980	50060	49574.000	48668.400	7556	4977.4	3612.2	
2023/11/10	49890	49970	49820	49950	49834.000	48759.600	726	4953	3448.4	
2023/11/13	50400	50440	50370	50400	50008.000	48862.400	3230	4857.4	3502.4	
2023/11/14	50620	50650	50610	50640	50198.000	48975.600	8670	6268.2	3716.84	
2023/11/15	51010	51140	51000	51110	50432.000	49076.800	3258	4688	3791.36	
2023/11/16	51450	51500	51370	51460	50712.000	49183.200	2652	3707.2	3830	
2023/11/17	51270	51310	51220	51270	50976.000	49270.800	754	3712.8	3807.28	
2023/11/20	51000	51010	50560	50650	51026.000	49336.800	2479	3562.6	3862.76	
2023/11/21	50800	50820	50410	50520	51002.000	49400.000	3704	2569.4	3887.28	
2023/11/22	50600	50870	50570	50790	50938.000	49458.400	731	2064	3742.4	
2023/11/24	51420	51440	51260	51260	50898.000	49531.600	4370	2407.6	3754.72	
2023/11/27	51470	51470	51180	51220	50888.000	49620.800	5083	3273.4	3604.84	
2023/11/28	51100	51100	50940	51010	50960.000	49715.600	4985	3774.6	3761.08	
2023/11/29	50710	50870	50620	50790	51014.000	49812.400	15715	6176.8	4347.76	
2023/11/30	50930	51010	50870	50960	51048.000	49927.200	1538	6338.2	4354.48	
2023/12/01	51840	51950	51750	51890	51174.000	50070.400	3277	6119.6	4359.84	
2023/12/04	51700	51880	51630	51840	51298.000	50216.000	2363	5575.6	3840.44	
2023/12/05	51920	51970	51800	51800	51456.000	50367.200	3539	5286.4	3924.96	
2023/12/06	51840	52000	51840	51920	51682.000	50552.400	3586	2860.6	3947.8	
2023/12/07	51740	51750	51480	51480	51786.000	50691.600	1479	2848.8	3960.84	
2023/12/08	50780	50820	50210	50710	51550.000	50781.600	7087	3610.8	4164.52	
2023/12/11	51270	51490	51230	51450	51472.000	50893.600	1472	3432.6	4189.48	
2023/12/12	51850	51890	51610	51620	51436.000	50977.200	1082	2941.2	4084.44	
2023/12/13	51880	52020	51880	51950	51442.000	51067.600	2800	2784	4131.8	
2023/12/14	51740	51800	51110	51270	51400.000	51120.800	15557	5599.6	4307.72	
2023/12/15	51680	51780	51510	51620	51582.000	51183.200	4440	5070.2	4183.08	
2023/12/18	51790	51850	51730	51790	51650.000	51256.800	5710	5917.8	4382.44	
2023/12/19	51870	52250	51730	52180	51762.000	51328.000	3068	6315	4375.96	
2023/12/20	52660	52740	52510	52610	51894.000	51406.800	2556	6266.2	4131.4	
2023/12/21	52020	52040	51750	51890	52018.000	51438.000	2533	3661.4	4102.4	
2023/12/22	51700	51850	51610	51750	52044.000	51449.600	7016	4176.6	4276.96	
2023/12/25	51800	52000	51750	51970	52080.000	51477.600	913	3217.2	4283.32	
2023/12/26	51930	51980	51880	51930	52030.000	51528.800	991	2801.8	4223.8	
2023/12/27	52170	52270	52110	52210	51950.000	51596.400	1793	2649.2	4147.36	
2023/12/28	52000	52080	51900	51900	51952.000	51640.800	1712	2485	4186.6	
2023/12/29	52040	52140	52000	52040	52010.000	51672.000	1669	1415.6	4078.56	
2024/01/04	52250	52560	52160	52560	52128.000	51725.600	4077	2048.4	4038.32	
2024/01/05	52980	53000	52560	52910	52324.000	51801.600	3250	2500.2	3968.92	
2024/01/09	52940	52950	52650	52780	52438.000	51881.200	1934	2528.4	3417.68	
2024/01/10	52830	52950	52810	52940	52646.000	51960.400	3716	2929.2	3504.8	
2024/01/11	53580	53600	53500	53590	52956.000	52028.400	8972	4389.8	3732.6	
2024/01/12	53400	53470	53260	53410	53126.000	52091.200	1946	3963.6	3715.92	
2024/01/15	53180	53310	53130	53310	53206.000	52151.600	829	3479.4	3607.52	
2024/01/16	53350	53450	53260	53440	53338.000	52212.400	1241	3340.8	3513.72	
2024/01/17	53640	53700	53530	53700	53490.000	52301.200	2715	3140.6	3563.16	
2024/01/18	53840	53910	53720	53800	53532.000	52424.800	9634	3273	3665.04	
2024/01/19	54180	54460	54080	54460	53742.000	52545.200	7828	4449.4	3919.28	
2024/01/22	54780	54850	54690	54800	54040.000	52672.400	2793	4842.2	3987.72	
2024/01/23	54900	55040	54810	54910	54334.000	52790.800	2178	5029.6	3962.84	
2024/01/24	54870	54870	54700	54870	54568.000	52934.800	2103	4907.2	3424.68	
2024/01/25	54520	54720	54520	54720	54752.000	53058.800	1367	3253.8	3301.76	
2024/01/26	54730	54770	54640	54750	54810.000	53177.200	1151	1918.4	3119.4	
2024/01/29	54940	55030	54940	54950	54840.000	53288.000	2193	1798.4	3084.4	
2024/01/30	55110	55110	55020	55050	54868.000	53385.600	1050	1572.8	3024.16	
2024/01/31	55280	55490	55260	55470	54988.000	53528.800	2279	1608	3014	
2024/02/01	54760	54820	54630	54710	54986.000	53647.200	3217	1978	2862.04	
2024/02/02	55040	55070	54970	55070	55050.000	53771.200	1337	2015.2	2879	
2024/02/05	56000	56050	55810	55930	55246.000	53931.200	1784	1933.4	2910.72	
2024/02/06	55590	55980	55560	55980	55432.000	54082.000	1755	2074.4	2909.2	
2024/02/07	55540	55980	55540	55970	55532.000	54244.800	1032	1825	2882	
2024/02/08	55930	56120	55860	56070	55804.000	54406.000	2794	1740.4	2927	
2024/02/09	56400	56470	56370	56410	56072.000	54560.000	3249	2122.8	2893.88	
2024/02/13	56530	56750	56480	56530	56192.000	54704.800	3910	2548	2920.28	
2024/02/14	56280	56310	56150	56280	56252.000	54844.800	2064	2609.8	2925.48	
2024/02/15	56510	56510	56320	56510	56360.000	54987.600	1528	2709	2837.96	
2024/02/16	56770	58820	56760	56780	56502.000	55115.200	3205	2791.2	2607.28	
2024/02/19	56700	56800	56600	56800	56580.000	55250.800	1437	2428.8	2586.92	
2024/02/20	56640	56670	56530	56670	56608.000	55385.200	2963	2239.4	2672.28	
2024/02/21	56540	56570	56410	56570	56666.000	55510.400	4830	2792.6	2815.84	
2024/02/22	56730	56860	56730	56760	56716.000	55632.800	2137	2914.4	2792.72	
2024/02/26	57510	57510	57370	57410	56842.000	55777.200	3192	2911.8	2535.04	
2024/02/27	57440	57460	57360	57420	56966.000	55895.600	1804	2985.2	2294.08	
2024/02/28	57270	57370	57210	57370	57106.000	55998.400	1436	2679.8	2239.8	
2024/02/29	57230	57280	56990	57080	57208.000	56085.200	1900	2093.8	2228.68	
2024/03/01	57180	57420	57180	57410	57338.000	56186.800	4360	2538.4	2318.96	
2024/03/04	57350	57380	57240	57380	57332.000	56293.200	711	2042.2	2292.72	
2024/03/05	57270	57320	57250	57250	57298.000	56393.200	3055	2292.4	2368.88	
2024/03/06	56640	56670	56530	56550	57134.000	56457.200	3277	2660.6	2412.24	
2024/03/07	56450	56450	56100	56150	56948.000	56501.200	1607	2602	2434.52	
2024/03/08	56090	56360	55960	56070	56680.000	56525.200	1928	2115.6	2420.48	
2024/03/11	55660	55690	55550	55620	56328.000	56561.600	1648	2303	2357.72	
2024/03/12	55750	56120	55670	56100	56098.000	56602.800	977	1887.4	2343.32	
2024/03/13	56340	56430	56190	56430	56074.000	56622.800	690	1370	2299.56	
2024/03/14	56470	56630	56440	56630	56170.000	56648.800	2259	1500.4	2319.72	
2024/03/15	56430	56560	56430	56440	56244.000	56667.600	1491	1413	2338.08	
2024/03/18	56420	56620	56410	56620	56444.000	56689.600	816	1246.6	2258.96	
2024/03/19	56660	57100	56600	57070	56638.000	56716.000	1992	1449.6	2208.68	
2024/03/21	58390	58630	58250	58630	57078.000	56800.000	10373	3386.2	2467.2	
2024/03/22	59100	59160	58990	59000	57552.000	56908.800	1801	3294.6	2456.68	
2024/03/25	58420	58430	58290	58310	57926.000	56980.800	3717	3739.8	2544.24	
2024/03/26	58290	58320	58260	58310	58264.000	57042.000	1046	3785.8	2457.88	
2024/03/27	58450	58660	58410	58660	58582.000	57116.400	9154	5218.2	2766.56	
2024/03/28	58780	58980	58760	58760	58608.000	57200.000	8860	4915.6	3002.44	
2024/03/29	58790	58970	58510	58850	58578.000	57291.200	713	4698	2837.76	
2024/04/01	59170	59190	59060	59150	58746.000	57386.800	14977	6950	3351.36	
2024/04/02	58470	58600	58420	58500	58784.000	57430.400	8770	8494.8	3574.48	
2024/04/03	58040	58190	57950	58190	58690.000	57461.200	3505	7365	3642.52	
2024/04/04	58130	58400	58080	58400	58618.000	57502.400	2151	6023.2	3671.12	
2024/04/05	57170	57190	56950	57150	58278.000	57505.200	6860	7252.6	3869.52	
2024/04/08	57840	57840	57700	57740	57996.000	57518.400	2249	4707	3785.08	
2024/04/09	57790	57830	57760	57810	57858.000	57535.600	869	3126.8	3791.4	
2024/04/10	57790	57800	57750	57770	57774.000	57556.400	5519	3529.6	3889.96	
2024/04/11	57440	57580	57420	57580	57610.000	57597.600	11867	5472.8	4233.56	
2024/04/12	57670	57700	57570	57690	57718.000	57659.200	1955	4491.8	4247.48	
2024/04/15	57070	57350	56990	57300	57630.000	57708.400	9114	5864.8	4534.92	
2024/04/16	56940	56960	56780	56920	57452.000	57760.400	2688	6228.6	4576.52	
2024/04/17	57330	57350	57150	57180	57334.000	57803.600	1349	5394.6	4591.4	
2024/04/18	57010	57090	56930	57090	57236.000	57830.000	5639	4149	4789.36	
2024/04/19	56990	57010	55970	56800	57058.000	57836.800	3517	4461.4	4839.68	
2024/04/22	57600	57640	57490	57610	57120.000	57883.600	2284	3095.4	4871.4	
2024/04/23	57880	57910	57800	57910	57318.000	57935.200	1558	2869.4	4901.08	
2024/04/24	58260	58400	57910	57910	57464.000	57968.800	1633	2926.2	4886.72	
2024/04/25	58260	58440	58260	58330	57712.000	57956.800	2711	2340.6	4580.24	
2024/04/26	57990	58600	57940	58600	58072.000	57940.800	3030	2243.2	4629.4	
2024/04/30	58610	58830	58550	58790	58308.000	57960.000	5068	2800	4683.44	
2024/05/01	58330	58500	58310	58430	58412.000	57964.800	3855	3259.4	4795.8	
2024/05/02	57940	58240	57930	57960	58422.000	57936.800	2500	3432.8	4529.64	
2024/05/07	58590	58750	58470	58600	58476.000	57930.400	4222	3735	4344.12	
2024/05/08	58790	59000	58790	59000	58556.000	57936.400	2344	3597.8	4409.36	
2024/05/09	59320	59460	59150	59360	58670.000	57944.800	2643	3112.8	3916	
2024/05/10	59920	60050	59920	59980	58980.000	58004.000	3647	3071.2	3711.08	
2024/05/13	60290	60290	60080	60250	59438.000	58086.400	1948	2960.8	3648.8	
2024/05/14	60250	60390	60250	60390	59796.000	58166.000	1761	2468.6	3633.2	
2024/05/15	60550	60590	60440	60470	60090.000	58298.800	884	2176.6	3394.16	
2024/05/16	60320	60420	60080	60410	60300.000	58405.600	3361	2320.2	3438.64	
2024/05/17	60650	60840	60620	60770	60458.000	58524.000	3144	2219.6	3529.64	
2024/05/20	60990	61120	60990	61100	60628.000	58657.200	2404	2310.8	3405.04	
2024/05/21	61050	61050	60900	60910	60732.000	58790.400	3669	2692.4	3077.12	
2024/05/22	61030	61070	60970	61070	60852.000	58925.600	1485	2812.6	3058.32	
2024/05/23	60810	61010	60790	60960	60962.000	59072.000	929	2326.2	2730.92	
2024/05/24	60160	60300	60000	60300	60868.000	59207.200	7212	3139.8	2911.88	
2024/05/27	60000	60050	59900	59980	60644.000	59319.200	3407	3340.4	2994.2	
2024/05/28	59980	60060	59970	60060	60474.000	59438.000	2007	3008	2848.92	
2024/05/29	59840	59840	59610	59610	60182.000	59550.400	12658	5242.6	3214.56	
2024/05/30	59000	59020	58620	58870	59764.000	59600.800	2465	5549.8	3221.8	
2024/05/31	58630	58680	58450	58670	59438.000	59631.200	6403	5388	3415.6	
2024/06/03	59810	59940	59730	59920	59426.000	59711.600	7876	6281.8	3665.32	
2024/06/04	59030	59220	59000	59100	59234.000	59742.400	4545	6789.4	3738.68	
2024/06/05	58990	59250	58980	59250	59162.000	59768.400	1544	4566.6	3679.24	
2024/06/06	59370	59370	59170	59330	59254.000	59790.000	3184	4710.4	3603.88	
2024/06/07	59370	59520	59360	59470	59414.000	59831.600	1389	3707.6	3505.24	
2024/06/10	59660	59830	59630	59720	59374.000	59902.000	2028	2538	3486.36	
2024/06/11	59770	59890	59730	59890	59532.000	59953.600	1570	1943	3380.28	
2024/06/12	59690	59850	59650	59850	59652.000	59987.600	2360	2106.2	3380.92	
2024/06/13	59520	59640	59490	59580	59702.000	59996.400	1668	1803	3341.92	
2024/06/14	59510	59960	59490	59910	59790.000	59993.600	926	1710.4	3233.08	
2024/06/17	59610	59610	59490	59610	59768.000	59968.000	1542	1613.2	3216.84	
2024/06/18	60100	60180	59970	60180	59826.000	59959.600	3074	1914	3269.36	
2024/06/19	60120	60170	59950	60120	59880.000	59945.600	630	1568	3259.2	
2024/06/20	60110	60290	60110	60280	60020.000	59940.400	751	1384.6	3154.8	
2024/06/21	61040	61080	60990	61080	60254.000	59952.800	5207	2240.8	3237.32	
2024/06/24	61420	61430	61190	61320	60596.000	59961.600	3461	2624.6	3279.6	
2024/06/25	61800	61800	61620	61780	60916.000	59996.400	10585	4126.8	3556.24	
2024/06/26	61210	61380	61200	61380	61168.000	60008.800	3292	4659.2	3628.52	
2024/06/27	61530	61550	61380	61510	61414.000	60030.800	1369	4782.8	3646.12	
2024/06/28	61700	61920	61690	61690	61536.000	60086.400	2318	4205	3450.36	
2024/07/01	61770	61940	61720	61940	61660.000	60164.800	2203	3953.4	3402.2	
2024/07/02	61970	62060	61930	62000	61704.000	60242.400	2509	2338.2	3422.28	
2024/07/03	62220	62410	62210	62390	61906.000	60353.600	2581	2196	3019.2	
2024/07/04	62310	62320	62110	62280	62060.000	60490.000	1824	2287	2993.56	
2024/07/05	62220	62240	61950	62050	62132.000	60625.200	5659	2955.2	2963.8	
2024/07/08	62020	62050	61830	61950	62134.000	60706.400	1376	2789.8	2703.8	
2024/07/09	62170	62280	62130	62260	62186.000	60832.800	3951	3078.2	2680.04	
2024/07/10	62180	62280	62170	62280	62164.000	60954.000	605	2683	2642.48	
2024/07/11	62970	63080	62880	63080	62324.000	61104.000	9175	4153.2	2882.12	
2024/07/12	61850	62280	61790	62270	62368.000	61216.000	4416	3904.6	3003.2	
2024/07/16	62540	62990	62500	62990	62576.000	61346.800	2261	4081.6	3012.52	
2024/07/17	63670	63790	63480	63580	62840.000	61494.400	24217	8134.8	3918.4	
2024/07/18	63080	63520	63030	63380	63060.000	61635.600	6607	9335.2	4088.28	
2024/07/19	62810	63100	62600	63100	63064.000	61776.400	4818	8463.8	4214.28	
2024/07/22	62450	62450	62180	62360	63082.000	61874.400	6053	8791.2	4419.36	
2024/07/23	62270	62270	61700	61700	62824.000	61958.000	1833	8705.6	4431	
2024/07/24	61600	61710	60990	61370	62382.000	62005.600	2562	4374.6	4410.52	
2024/07/25	60430	60430	59760	59860	61678.000	61995.200	2296	3512.4	4477.16	
2024/07/26	60450	60650	60390	60580	61174.000	62007.200	1429	2834.6	4504.28	
2024/07/29	61650	61720	61280	61330	60968.000	62017.200	1923	2008.6	4372.92	
2024/07/30	61170	61930	61060	61930	61014.000	62041.600	667	1775.4	4261.16	
2024/07/31	60850	61850	60580	61580	61056.000	62033.600	3486	1960.2	3977.2	
2024/08/01	60580	60640	59700	60380	61160.000	61993.600	5167	2534.4	4052.2	
2024/08/02	58990	59170	58660	58980	60840.000	61892.400	3470	2942.6	4136.24	
2024/08/05	56500	56570	54300	54300	59434.000	61596.800	13825	5323	4596.52	
2024/08/06	55750	56400	55240	56400	58328.000	61375.200	3835	5956.6	4661.8	
2024/08/07	55240	57020	55240	56920	57396.000	61172.000	6804	6620.2	4833.6	
2024/08/08	55250	55260	54580	55090	56338.000	60880.000	1965	5979.8	4808.96	
2024/08/09	56490	56560	56110	56110	55764.000	60633.200	1613	5608.4	4800.52	
2024/08/13	56160	57000	56140	57000	56304.000	60431.200	3373	3518	4709.08	
2024/08/14	56740	56840	56490	56840	56392.000	60226.800	1301	3011.2	4706.08	
2024/08/15	57190	57410	57180	57270	56462.000	60027.200	1116	1873.6	4592.68	
2024/08/16	58780	58820	58680	58800	57204.000	59888.000	1347	1750	4622.36	
2024/08/19	58530	58530	57320	57320	57446.000	59657.600	2619	1951.2	4360.12	
2024/08/20	58270	58510	58000	58510	57748.000	59507.200	1226	1521.8	4232.52	
2024/08/21	57650	57910	57600	57800	57940.000	59299.600	1551	1571.8	4204.12	
2024/08/22	57710	57840	57570	57730	58032.000	59065.600	607	1470	3259.72	
2024/08/23	57900	57940	57620	57760	57824.000	58840.800	2464	1693.4	3094	
2024/08/26	57550	57630	57340	57470	57854.000	58615.600	743	1318.2	2931	
2024/08/27	57870	58030	57840	57940	57740.000	58438.800	2621	1597.2	2793.72	
2024/08/28	57640	57910	57640	57900	57760.000	58286.800	836	1454.2	2753.84	
2024/08/29	57650	58000	57610	58000	57814.000	58152.000	1992	1731.2	2731.04	
2024/08/30	58260	58310	58120	58310	57924.000	58090.000	1352	1508.8	2693.28	
2024/09/02	59090	59170	58850	59020	58234.000	58027.600	1794	1719	2707.88	
2024/09/03	59210	59360	58940	59050	58456.000	57936.400	450	1284.8	2648.96	
2024/09/04	57860	57920	57510	57720	58420.000	57768.000	1813	1480.2	2694.8	
2024/09/05	57060	57360	57020	57270	58274.000	57595.600	1264	1334.6	2605.92	
2024/09/06	56910	56910	56470	56470	57906.000	57439.200	3015	1667.2	2519.84	
2024/09/09	55880	56440	55870	56440	57390.000	57337.600	1441	1596.6	2438.68	
2024/09/10	56820	56970	56700	56860	56952.000	57440.000	672	1641	1912.56	
2024/09/11	56330	56330	55510	55770	56562.000	57414.800	1347	1547.8	1813.04	
2024/09/12	56670	56900	56570	56900	56488.000	57414.000	562	1407.4	1563.36	
2024/09/13	56640	56640	56320	56340	56462.000	57464.000	5160	1836.4	1691.16	
2024/09/17	56980	56990	56760	56990	56572.000	57499.200	2626	2073.4	1731.68	
2024/09/18	57510	57510	57210	57340	56668.000	57512.800	1059	2150.8	1639.12	
2024/09/19	57870	58260	57870	58000	57114.000	57559.200	2636	2408.6	1692.52	
2024/09/20	58430	58430	58100	58210	57376.000	57596.800	1498	2595.8	1707.8	
2024/09/24	58780	59060	58640	59060	57920.000	57607.200	2177	1999.2	1741	
2024/09/25	58630	58790	58620	58730	58268.000	57663.600	304	1534.8	1648.4	
2024/09/26	59010	59260	58940	59260	58652.000	57693.600	5949	2512.8	1837.32	
2024/09/27	59570	60140	59430	60050	59062.000	57783.600	2951	2575.8	1893.32	
2024/09/30	58760	58820	58280	58330	59086.000	57807.600	2387	2753.6	1964.52	
2024/10/01	59060	59360	59040	59310	59136.000	57869.600	3102	2938.6	1990.04	
2024/10/02	58800	59000	58650	58800	59150.000	57922.800	1866	3251	2034.96	
2024/10/03	60200	60420	60020	60020	59302.000	58006.000	3801	2821.4	2082.16	
2024/10/04	59950	60000	59640	59710	59234.000	58078.400	709	2373	2077.08	
2024/10/07	61270	61270	61040	61100	59788.000	58202.400	3423	2580.2	2134.32	
2024/10/08	60400	60460	60180	60390	60004.000	58285.600	1151	2190	2126.28	
2024/10/09	60620	60740	60530	60740	60392.000	58354.400	1077	2032.2	2097.6	
2024/10/10	61700	61850	61620	61750	60738.000	58462.400	2161	1704.2	2166.04	
2024/10/11	61520	61520	61350	61420	61080.000	58610.400	509	1664.2	2113.88	
2024/10/15	62780	62810	62670	62770	61414.000	58830.400	3902	1760	2219.4	
2024/10/16	61990	62110	61920	62110	61758.000	59056.000	850	1699.8	2132.8	
2024/10/17	62600	62640	62500	62580	62126.000	59301.600	675	1619.4	2102.16	
2024/10/18	63140	63160	62960	63030	62382.000	59548.400	1456	1478.4	2133.52	
2024/10/21	63060	63060	62800	62890	62676.000	59833.200	1231	1622.8	2128.88	
2024/10/22	62900	63000	62760	62920	62706.000	60074.000	983	1039	2145.72	
2024/10/23	62940	63390	62940	63330	62950.000	60353.600	2201	1309.2	2027.36	
2024/10/24	63110	63130	62830	62900	63014.000	60590.000	785	1331.2	1953.72	
2024/10/25	62620	62750	62440	62600	62928.000	60800.400	1354	1310.8	1965.52	
2024/10/28	62840	63290	62790	63070	62964.000	61003.200	1554	1375.4	1922.24	
2024/10/29	63160	63160	62930	63020	62984.000	61195.600	942	1367.2	1900	
2024/10/30	63020	63140	62940	63140	62946.000	61358.800	927	1112.4	1850	
2024/10/31	62850	62960	62590	62800	62926.000	61521.600	1047	1164.8	1879.72	
2024/11/01	61800	62190	61740	62190	62844.000	61638.800	1994	1292.8	1721.52	
2024/11/05	61940	62090	61840	62070	62644.000	61719.600	1280	1238	1654.68	
2024/11/06	62250	64220	62230	64220	62884.000	61955.200	5293	2108.2	1770.92	
2024/11/07	65660	65880	65620	65740	63404.000	62212.400	13724	4667.6	2195.8	
2024/11/08	65210	65290	64930	65060	63856.000	62462.800	10464	6551	2539.72	
2024/11/11	65490	65810	65480	65750	64568.000	62692.000	2301	6612.4	2479.72	
2024/11/12	66110	66270	66080	66270	65408.000	62954.400	2198	6796	2539.28	
