"統計名：","令和２年国勢調査 人口等基本集計　（主な内容：男女・年齢・配偶関係，世帯の構成，住居の状態，母子・父子世帯，国籍など）"
"表番号：","1-1-1"
"表題：","[総人口・総世帯数・男女・年齢・配偶関係] 男女別人口－全国，都道府県，市区町村（2000年（平成12年）市区町村含む）"
"実施年月：","2020年","10月"
"市区町村時点（年月日）：","-"

"***","当該数値がないもの"
"-","当該数値がないもの"

"","","","","","","/表章事項 コード","2020_01","2020_01","2020_01"
"","","","","","","/表章事項 補助コード","-","-","-"
"","","","","","","/表章事項","人口【人】","人口【人】","人口【人】"
"","","","","","","/男女 コード","0","1","2"
"","","","","","","/男女 補助コード","-","-","-"
"時間軸（年次） コード","時間軸（年次） 補助コード","時間軸（年次）","全国，都道府県，市区町村（2000年市区町村含む） コード","全国，都道府県，市区町村（2000年市区町村含む） 補助コード","全国，都道府県，市区町村（2000年市区町村含む）","/男女","総数","男","女"
"2020000000","","2020年","07465","","中島村","","4885","2398","2487"
"2020000000","","2020年","07466","","矢吹町","","17287","8649","8638"
"2020000000","","2020年","07481","","棚倉町","","13343","6581","6762"
"2020000000","","2020年","07482","","矢祭町","","5392","2620","2772"
"2020000000","","2020年","07483","","塙町","","8302","4079","4223"
"2020000000","","2020年","07484","","鮫川村","","3049","1531","1518"
"2020000000","","2020年","07501","","石川町","","14644","7334","7310"
"2020000000","","2020年","07502","","玉川村","","6392","3202","3190"
"2020000000","","2020年","07503","","平田村","","5826","2883","2943"
"2020000000","","2020年","07504","","浅川町","","6036","3031","3005"
"2020000000","","2020年","07505","","古殿町","","4825","2364","2461"
"2020000000","","2020年","07521","","三春町","","17018","8448","8570"
"2020000000","","2020年","07522","","小野町","","9471","4677","4794"
"2020000000","","2020年","07541","","広野町","","5412","3311","2101"
"2020000000","","2020年","07542","","楢葉町","","3710","2147","1563"
"2020000000","","2020年","07543","","富岡町","","2128","1542","586"
"2020000000","","2020年","07544","","川内村","","2044","1035","1009"
"2020000000","","2020年","07545","","大熊町","","847","754","93"
"2020000000","","2020年","07546","","双葉町","","-","-","-"
"2020000000","","2020年","07547","","浪江町","","1923","1350","573"
"2020000000","","2020年","07548","","葛尾村","","420","241","179"
"2020000000","","2020年","07561","","新地町","","7905","3945","3960"
"2020000000","","2020年","07564","","飯舘村","","1318","662","656"
"2020000000","","2020年","08000","","茨城県","","2867009","1430976","1436033"
"2020000000","","2020年","08201","","水戸市","","270685","132537","138148"
"2020000000","","2020年","0820B","","（旧：水戸市）","","255576","124996","130580"
"2020000000","","2020年","08305","","（旧：内原町）","","15109","7541","7568"
"2020000000","","2020年","08202","","日立市","","174508","87126","87382"
"2020000000","","2020年","0820C","","（旧：日立市）","","161158","80601","80557"
"2020000000","","2020年","08381","","（旧：十王町）","","13350","6525","6825"
"2020000000","","2020年","08203","","土浦市","","142074","70935","71139"
"2020000000","","2020年","0820D","","（旧：土浦市）","","134333","67132","67201"
"2020000000","","2020年","08465","","（旧：新治村）","","7741","3803","3938"
"2020000000","","2020年","08204","","古河市","","139344","69735","69609"
"2020000000","","2020年","0820E","","（旧：古河市）","","55214","27037","28177"
"2020000000","","2020年","08541","","（旧：総和町）","","49830","25361","24469"
"2020000000","","2020年","08543","","（旧：三和町）","","34300","17337","16963"
"2020000000","","2020年","08205","","石岡市","","73061","36167","36894"
"2020000000","","2020年","0820F","","（旧：石岡市）","","48088","23672","24416"
"2020000000","","2020年","08463","","（旧：八郷町）","","24973","12495","12478"
"2020000000","","2020年","08207","","結城市","","50645","25441","25204"
"2020000000","","2020年","08208","","龍ケ崎市","","76420","37995","38425"
"2020000000","","2020年","08210","","下妻市","","42521","21412","21109"
"2020000000","","2020年","0821B","","（旧：下妻市）","","33844","17048","16796"
"2020000000","","2020年","08522","","（旧：千代川村）","","8677","4364","4313"
"2020000000","","2020年","08211","","常総市","","60834","30465","30369"
"2020000000","","2020年","0821C","","（旧：水海道市）","","37751","18857","18894"
"2020000000","","2020年","08523","","（旧：石下町）","","23083","11608","11475"
"2020000000","","2020年","08212","","常陸太田市","","48602","23705","24897"
"2020000000","","2020年","0821D","","（旧：常陸太田市）","","32754","15924","16830"
"2020000000","","2020年","08361","","（旧：金砂郷町）","","9117","4439","4678"
"2020000000","","2020年","08362","","（旧：水府村）","","3973","1980","1993"
"2020000000","","2020年","08363","","（旧：里美村）","","2758","1362","1396"
"2020000000","","2020年","08214","","高萩市","","27699","13804","13895"
"2020000000","","2020年","08215","","北茨城市","","41801","20760","21041"
"2020000000","","2020年","08216","","笠間市","","73173","35783","37390"
"2020000000","","2020年","0821E","","（旧：笠間市）","","23774","11545","12229"
"2020000000","","2020年","08321","","（旧：友部町）","","35331","17330","18001"
"2020000000","","2020年","08322","","（旧：岩間町）","","14068","6908","7160"
"2020000000","","2020年","08217","","取手市","","104524","51476","53048"
"2020000000","","2020年","0821F","","（旧：取手市）","","74218","36706","37512"
"2020000000","","2020年","08563","","（旧：藤代町）","","30306","14770","15536"
"2020000000","","2020年","08219","","牛久市","","84651","41773","42878"
"2020000000","","2020年","08220","","つくば市","","241656","121043","120613"
"2020000000","","2020年","0822B","","（旧：つくば市）","","219010","109964","109046"
"2020000000","","2020年","08445","","（旧：茎崎町）","","22646","11079","11567"
"2020000000","","2020年","08221","","ひたちなか市","","156581","79293","77288"
"2020000000","","2020年","08222","","鹿嶋市","","66950","34434","32516"
"2020000000","","2020年","08223","","潮来市","","27604","13672","13932"
"2020000000","","2020年","08422","","（旧：牛堀町）","","4642","2264","2378"
"2020000000","","2020年","08423","","（旧：潮来町）","","22962","11408","11554"
"2020000000","","2020年","08224","","守谷市","","68421","34163","34258"
"2020000000","","2020年","08561","","（旧：守谷町）","","68421","34163","34258"
"2020000000","","2020年","08225","","常陸大宮市","","39267","19392","19875"
"2020000000","","2020年","08308","","（旧：御前山村）","","3192","1564","1628"
"2020000000","","2020年","08344","","（旧：大宮町）","","24404","11974","12430"
"2020000000","","2020年","08345","","（旧：山方町）","","5633","2796","2837"
"2020000000","","2020年","08346","","（旧：美和村）","","2955","1520","1435"
"2020000000","","2020年","08347","","（旧：緒川村）","","3083","1538","1545"
"2020000000","","2020年","08226","","那珂市","","53502","26047","27455"
"2020000000","","2020年","08342","","（旧：那珂町）","","45878","22410","23468"
"2020000000","","2020年","08343","","（旧：瓜連町）","","7624","3637","3987"
"2020000000","","2020年","08227","","筑西市","","100753","50018","50735"
"2020000000","","2020年","08206","","（旧：下館市）","","58817","29244","29573"
"2020000000","","2020年","08501","","（旧：関城町）","","13237","6525","6712"
"2020000000","","2020年","08502","","（旧：明野町）","","14458","7262","7196"
"2020000000","","2020年","08505","","（旧：協和町）","","14241","6987","7254"
"2020000000","","2020年","08228","","坂東市","","52265","26593","25672"
"2020000000","","2020年","08218","","（旧：岩井市）","","39017","19839","19178"
"2020000000","","2020年","08544","","（旧：猿島町）","","13248","6754","6494"
"2020000000","","2020年","08229","","稲敷市","","39039","19490","19549"
"2020000000","","2020年","08441","","（旧：江戸崎町）","","15563","7827","7736"
"2020000000","","2020年","08446","","（旧：新利根町）","","7752","3888","3864"
"2020000000","","2020年","08448","","（旧：桜川村）","","5362","2718","2644"
"2020000000","","2020年","08449","","（旧：東町）","","10362","5057","5305"
"2020000000","","2020年","08230","","かすみがうら市","","40087","20341","19746"
"2020000000","","2020年","08461","","（旧：霞ヶ浦町）","","14564","7357","7207"
"2020000000","","2020年","08464","","（旧：千代田町）","","25523","12984","12539"
"2020000000","","2020年","08231","","桜川市","","39122","19359","19763"
"2020000000","","2020年","08324","","（旧：岩瀬町）","","18077","8858","9219"
"2020000000","","2020年","08503","","（旧：真壁町）","","15159","7563","7596"
"2020000000","","2020年","08504","","（旧：大和村）","","5886","2938","2948"
"2020000000","","2020年","08232","","神栖市","","95454","49407","46047"
"2020000000","","2020年","08406","","（旧：神栖町）","","59757","31630","28127"
"2020000000","","2020年","08407","","（旧：波崎町）","","35697","17777","17920"
"2020000000","","2020年","08233","","行方市","","32185","15971","16214"
"2020000000","","2020年","08421","","（旧：麻生町）","","12520","6191","6329"
"2020000000","","2020年","08424","","（旧：北浦町）","","8249","4136","4113"
"2020000000","","2020年","08425","","（旧：玉造町）","","11416","5644","5772"
"2020000000","","2020年","08234","","鉾田市","","45953","23376","22577"
"2020000000","","2020年","08401","","（旧：旭村）","","10784","5698","5086"
"2020000000","","2020年","08402","","（旧：鉾田町）","","24634","12280","12354"
"2020000000","","2020年","08403","","（旧：大洋村）","","10535","5398","5137"
"2020000000","","2020年","08235","","つくばみらい市","","49872","24895","24977"
"2020000000","","2020年","08482","","（旧：伊奈町）","","26374","13082","13292"
"2020000000","","2020年","08483","","（旧：谷和原村）","","23498","11813","11685"
"2020000000","","2020年","08236","","小美玉市","","48870","24591","24279"
"2020000000","","2020年","08303","","（旧：小川町）","","16285","8451","7834"
"2020000000","","2020年","08304","","（旧：美野里町）","","24642","12189","12453"
"2020000000","","2020年","08462","","（旧：玉里村）","","7943","3951","3992"
"2020000000","","2020年","08302","","茨城町","","31401","15563","15838"
"2020000000","","2020年","08309","","大洗町","","15715","7789","7926"
"2020000000","","2020年","08310","","城里町","","18097","8913","9184"
"2020000000","","2020年","08306","","（旧：常北町）","","11289","5570","5719"
"2020000000","","2020年","08307","","（旧：桂村）","","5212","2543","2669"
"2020000000","","2020年","08323","","（旧：七会村）","","1596","800","796"
"2020000000","","2020年","08341","","東海村","","37891","19240","18651"
"2020000000","","2020年","08364","","大子町","","15736","7692","8044"
"2020000000","","2020年","08442","","美浦村","","14602","7479","7123"
"2020000000","","2020年","08443","","阿見町","","48553","24237","24316"
"2020000000","","2020年","08447","","河内町","","8231","4051","4180"
"2020000000","","2020年","08521","","八千代町","","21026","10991","10035"
"2020000000","","2020年","08542","","五霞町","","8093","4066","4027"
"2020000000","","2020年","08546","","境町","","24201","12274","11927"
"2020000000","","2020年","08564","","利根町","","15340","7482","7858"
"2020000000","","2020年","09000","","栃木県","","1933146","964930","968216"
"2020000000","","2020年","09201","","宇都宮市","","518757","259616","259141"
"2020000000","","2020年","0920B","","（旧：宇都宮市）","","474650","237635","237015"
"2020000000","","2020年","09303","","（旧：上河内町）","","9527","4756","4771"
"2020000000","","2020年","09304","","（旧：河内町）","","34580","17225","17355"
"2020000000","","2020年","09202","","足利市","","144746","71405","73341"
"2020000000","","2020年","09203","","栃木市","","155549","77408","78141"
"2020000000","","2020年","0920C","","（旧：栃木市）","","77064","37810","39254"
"2020000000","","2020年","09321","","（旧：西方町）","","5842","2908","2934"
"2020000000","","2020年","09365","","（旧：大平町）","","29048","14804","14244"
"2020000000","","2020年","09366","","（旧：藤岡町）","","14639","7295","7344"
"2020000000","","2020年","09367","","（旧：岩舟町）","","16519","8388","8131"
"2020000000","","2020年","09368","","（旧：都賀町）","","12437","6203","6234"
"2020000000","","2020年","09204","","佐野市","","116228","57494","58734"
"2020000000","","2020年","0920D","","（旧：佐野市）","","81971","40684","41287"
"2020000000","","2020年","09421","","（旧：田沼町）","","25960","12771","13189"
"2020000000","","2020年","09422","","（旧：葛生町）","","8297","4039","4258"
"2020000000","","2020年","09205","","鹿沼市","","94033","46609","47424"
"2020000000","","2020年","0920E","","（旧：鹿沼市）","","86414","42757","43657"
"2020000000","","2020年","09322","","（旧：粟野町）","","7619","3852","3767"
"2020000000","","2020年","09206","","日光市","","77661","37823","39838"
"2020000000","","2020年","0920F","","（旧：日光市）","","11483","5457","6026"
"2020000000","","2020年","09207","","（旧：今市市）","","55579","27243","28336"
"2020000000","","2020年","09323","","（旧：足尾町）","","1739","844","895"
"2020000000","","2020年","09382","","（旧：栗山村）","","1041","530","511"
"2020000000","","2020年","09383","","（旧：藤原町）","","7819","3749","4070"
"2020000000","","2020年","09208","","小山市","","166666","84450","82216"
"2020000000","","2020年","09209","","真岡市","","78190","39482","38708"
"2020000000","","2020年","0920G","","（旧：真岡市）","","63828","32271","31557"
"2020000000","","2020年","09341","","（旧：二宮町）","","14362","7211","7151"
"2020000000","","2020年","09210","","大田原市","","72087","35407","36680"
"2020000000","","2020年","0921B","","（旧：大田原市）","","57332","28020","29312"
"2020000000","","2020年","09405","","（旧：湯津上村）","","3960","1983","1977"
"2020000000","","2020年","09406","","（旧：黒羽町）","","10795","5404","5391"
"2020000000","","2020年","09211","","矢板市","","31165","15415","15750"
"2020000000","","2020年","09213","","那須塩原市","","115210","57307","57903"
"2020000000","","2020年","09212","","（旧：黒磯市）","","59880","29530","30350"
"2020000000","","2020年","09409","","（旧：西那須野町）","","48522","24407","24115"
"2020000000","","2020年","09410","","（旧：塩原町）","","6808","3370","3438"
"2020000000","","2020年","09214","","さくら市","","44513","23102","21411"
"2020000000","","2020年","09385","","（旧：氏家町）","","33766","16960","16806"
"2020000000","","2020年","09387","","（旧：喜連川町）","","10747","6142","4605"
"2020000000","","2020年","09215","","那須烏山市","","24875","12379","12496"
"2020000000","","2020年","09401","","（旧：南那須町）","","10235","5181","5054"
"2020000000","","2020年","09402","","（旧：烏山町）","","14640","7198","7442"
"2020000000","","2020年","09216","","下野市","","59507","29453","30054"
"2020000000","","2020年","09302","","（旧：南河内町）","","19563","9701","9862"
"2020000000","","2020年","09362","","（旧：石橋町）","","21202","10528","10674"
"2020000000","","2020年","09363","","（旧：国分寺町）","","18742","9224","9518"
"2020000000","","2020年","09301","","上三川町","","30806","15842","14964"
"2020000000","","2020年","09342","","益子町","","21898","10871","11027"
"2020000000","","2020年","09343","","茂木町","","11891","5872","6019"
"2020000000","","2020年","09344","","市貝町","","11262","5756","5506"
"2020000000","","2020年","09345","","芳賀町","","14961","7541","7420"
"2020000000","","2020年","09361","","壬生町","","39474","19442","20032"
"2020000000","","2020年","09364","","野木町","","24913","12401","12512"
"2020000000","","2020年","09384","","塩谷町","","10354","5135","5219"
"2020000000","","2020年","09386","","高根沢町","","29229","15254","13975"
"2020000000","","2020年","09407","","那須町","","23956","11784","12172"
"2020000000","","2020年","09411","","那珂川町","","15215","7682","7533"
"2020000000","","2020年","09403","","（旧：馬頭町）","","9622","4848","4774"
"2020000000","","2020年","09404","","（旧：小川町）","","5593","2834","2759"
"2020000000","","2020年","10000","","群馬県","","1939110","959411","979699"
"2020000000","","2020年","10201","","前橋市","","332149","162298","169851"
"2020000000","","2020年","1020B","","（旧：前橋市）","","275741","134321","141420"
"2020000000","","2020年","10303","","（旧：富士見村）","","21707","10823","10884"
"2020000000","","2020年","10304","","（旧：大胡町）","","17483","8572","8911"
"2020000000","","2020年","10305","","（旧：宮城村）","","7131","3525","3606"
"2020000000","","2020年","10306","","（旧：粕川村）","","10087","5057","5030"
"2020000000","","2020年","10202","","高崎市","","372973","182646","190327"
"2020000000","","2020年","1020C","","（旧：高崎市）","","252032","123488","128544"
"2020000000","","2020年","10321","","（旧：榛名町）","","18423","8954","9469"
"2020000000","","2020年","10322","","（旧：倉渕村）","","3050","1507","1543"
"2020000000","","2020年","10323","","（旧：箕郷町）","","20481","9934","10547"
"2020000000","","2020年","10324","","（旧：群馬町）","","43565","21340","22225"
"2020000000","","2020年","10361","","（旧：新町）","","12053","5828","6225"
"2020000000","","2020年","10363","","（旧：吉井町）","","23369","11595","11774"
"2020000000","","2020年","10203","","桐生市","","106445","51392","55053"
"2020000000","","2020年","1020D","","（旧：桐生市）","","88906","42741","46165"
"2020000000","","2020年","10307","","（旧：新里村）","","15902","7830","8072"
"2020000000","","2020年","10308","","（旧：黒保根村）","","1637","821","816"
"2020000000","","2020年","10204","","伊勢崎市","","211850","106350","105500"
"2020000000","","2020年","1020E","","（旧：伊勢崎市）","","132591","66287","66304"
"2020000000","","2020年","10461","","（旧：赤堀町）","","23700","11968","11732"
"2020000000","","2020年","10462","","（旧：東村）","","26455","13326","13129"
"2020000000","","2020年","10463","","（旧：境町）","","29104","14769","14335"
"2020000000","","2020年","10205","","太田市","","223014","114106","108908"
"2020000000","","2020年","1020F","","（旧：太田市）","","158800","81771","77029"
"2020000000","","2020年","10481","","（旧：尾島町）","","13704","6901","6803"
"2020000000","","2020年","10482","","（旧：新田町）","","28486","14358","14128"
"2020000000","","2020年","10483","","（旧：藪塚本町）","","22024","11076","10948"
"2020000000","","2020年","10206","","沼田市","","45337","21942","23395"
"2020000000","","2020年","1020G","","（旧：沼田市）","","38615","18577","20038"
"2020000000","","2020年","10441","","（旧：白沢村）","","3388","1711","1677"
"2020000000","","2020年","10442","","（旧：利根村）","","3334","1654","1680"
"2020000000","","2020年","10207","","館林市","","75309","37769","37540"
"2020000000","","2020年","10208","","渋川市","","74581","36363","38218"
"2020000000","","2020年","1020H","","（旧：渋川市）","","41674","20202","21472"
"2020000000","","2020年","10301","","（旧：北橘村）","","8808","4324","4484"
"2020000000","","2020年","10302","","（旧：赤城村）","","9277","4615","4662"
"2020000000","","2020年","10341","","（旧：子持村）","","10856","5358","5498"
"2020000000","","2020年","10342","","（旧：小野上村）","","1425","675","750"
"2020000000","","2020年","10343","","（旧：伊香保町）","","2541","1189","1352"
"2020000000","","2020年","10209","","藤岡市","","63261","30766","32495"
"2020000000","","2020年","1020I","","（旧：藤岡市）","","58391","28423","29968"
"2020000000","","2020年","10362","","（旧：鬼石町）","","4870","2343","2527"
"2020000000","","2020年","10210","","富岡市","","47446","23403","24043"
"2020000000","","2020年","1021B","","（旧：富岡市）","","43600","21477","22123"
"2020000000","","2020年","10381","","（旧：妙義町）","","3846","1926","1920"
"2020000000","","2020年","10211","","安中市","","54907","26848","28059"
"2020000000","","2020年","1021C","","（旧：安中市）","","42775","20937","21838"
"2020000000","","2020年","10401","","（旧：松井田町）","","12132","5911","6221"
"2020000000","","2020年","10212","","みどり市","","49648","24562","25086"
"2020000000","","2020年","10309","","（旧：東村）","","1701","807","894"
"2020000000","","2020年","10484","","（旧：笠懸町）","","30067","14991","15076"
"2020000000","","2020年","10501","","（旧：大間々町）","","17880","8764","9116"
"2020000000","","2020年","10344","","榛東村","","14216","7190","7026"
"2020000000","","2020年","10345","","吉岡町","","21792","10613","11179"
"2020000000","","2020年","10366","","上野村","","1128","573","555"
"2020000000","","2020年","10367","","神流町","","1645","793","852"
"2020000000","","2020年","10364","","（旧：万場町）","","1160","550","610"
"2020000000","","2020年","10365","","（旧：中里村）","","485","243","242"
"2020000000","","2020年","10382","","下仁田町","","6576","3224","3352"
"2020000000","","2020年","10383","","南牧村","","1611","762","849"
"2020000000","","2020年","10384","","甘楽町","","12491","6175","6316"
"2020000000","","2020年","10421","","中之条町","","15386","7498","7888"
"2020000000","","2020年","1042B","","（旧：中之条町）","","14279","6931","7348"
"2020000000","","2020年","10427","","（旧：六合村）","","1107","567","540"
"2020000000","","2020年","10424","","長野原町","","5095","2529","2566"
"2020000000","","2020年","10425","","嬬恋村","","8850","4522","4328"
"2020000000","","2020年","10426","","草津町","","6049","3034","3015"
"2020000000","","2020年","10428","","高山村","","3511","1745","1766"
"2020000000","","2020年","10429","","東吾妻町","","12728","6268","6460"
"2020000000","","2020年","10422","","（旧：東村）","","1712","860","852"
"2020000000","","2020年","10423","","（旧：吾妻町）","","11016","5408","5608"
"2020000000","","2020年","10443","","片品村","","3993","1949","2044"
"2020000000","","2020年","10444","","川場村","","3480","1593","1887"
"2020000000","","2020年","10448","","昭和村","","6953","3455","3498"
"2020000000","","2020年","10449","","みなかみ町","","17195","8349","8846"
"2020000000","","2020年","10445","","（旧：月夜野町）","","8647","4194","4453"
"2020000000","","2020年","10446","","（旧：水上町）","","3484","1702","1782"
"2020000000","","2020年","10447","","（旧：新治村）","","5064","2453","2611"
"2020000000","","2020年","10464","","玉村町","","36054","17594","18460"
"2020000000","","2020年","10521","","板倉町","","14083","7031","7052"
"2020000000","","2020年","10522","","明和町","","10882","5465","5417"
"2020000000","","2020年","10523","","千代田町","","10861","5470","5391"
"2020000000","","2020年","10524","","大泉町","","42089","22282","19807"
"2020000000","","2020年","10525","","邑楽町","","25522","12852","12670"
"2020000000","","2020年","11000","","埼玉県","","7344765","3652169","3692596"
"2020000000","","2020年","11100","","さいたま市","","1324025","652920","671105"
"2020000000","","2020年","11204","","（旧：浦和市）","","584286","288473","295813"
"2020000000","","2020年","11205","","（旧：大宮市）","","524655","257852","266803"
"2020000000","","2020年","11213","","（旧：岩槻市）","","111815","55579","56236"
"2020000000","","2020年","11220","","（旧：与野市）","","103269","51016","52253"
"2020000000","","2020年","11101","","さいたま市西区","","93499","45843","47656"
"2020000000","","2020年","11102","","さいたま市北区","","149242","73370","75872"
"2020000000","","2020年","11103","","さいたま市大宮区","","117784","58338","59446"
"2020000000","","2020年","11104","","さいたま市見沼区","","165049","80749","84300"
"2020000000","","2020年","11105","","さいたま市中央区","","103269","51016","52253"
"2020000000","","2020年","11106","","さいたま市桜区","","98661","49764","48897"
"2020000000","","2020年","11107","","さいたま市浦和区","","164822","79554","85268"
"2020000000","","2020年","11108","","さいたま市南区","","191563","95491","96072"
"2020000000","","2020年","11109","","さいたま市緑区","","128321","63216","65105"
"2020000000","","2020年","11110","","さいたま市岩槻区","","111815","55579","56236"
"2020000000","","2020年","11201","","川越市","","354571","177480","177091"
"2020000000","","2020年","11202","","熊谷市","","194415","97087","97328"
"2020000000","","2020年","1120B","","（旧：熊谷市）","","149959","74614","75345"
"2020000000","","2020年","11401","","（旧：大里村）","","8295","4204","4091"
"2020000000","","2020年","11402","","（旧：江南町）","","12644","6552","6092"
"2020000000","","2020年","11403","","（旧：妻沼町）","","23517","11717","11800"
"2020000000","","2020年","11203","","川口市","","594274","299238","295036"
"2020000000","","2020年","1120C","","（旧：川口市）","","530263","266990","263273"
"2020000000","","2020年","11226","","（旧：鳩ケ谷市）","","64011","32248","31763"
"2020000000","","2020年","11206","","行田市","","78617","38736","39881"
"2020000000","","2020年","1120D","","（旧：行田市）","","75223","37062","38161"
"2020000000","","2020年","11422","","（旧：南河原村）","","3394","1674","1720"
"2020000000","","2020年","11207","","秩父市","","59674","29068","30606"
"2020000000","","2020年","1120E","","（旧：秩父市）","","50155","24465","25690"
"2020000000","","2020年","11364","","（旧：吉田町）","","4299","2128","2171"
"2020000000","","2020年","11367","","（旧：大滝村）","","594","275","319"
"2020000000","","2020年","11368","","（旧：荒川村）","","4626","2200","2426"
"2020000000","","2020年","11208","","所沢市","","342464","168197","174267"
"2020000000","","2020年","11209","","飯能市","","80361","40294","40067"
"2020000000","","2020年","1120F","","（旧：飯能市）","","78740","39510","39230"
"2020000000","","2020年","11330","","（旧：名栗村）","","1621","784","837"
"2020000000","","2020年","11210","","加須市","","111623","55982","55641"
"2020000000","","2020年","1121B","","（旧：加須市）","","67417","33706","33711"
"2020000000","","2020年","11421","","（旧：騎西町）","","19089","9677","9412"
"2020000000","","2020年","11424","","（旧：北川辺町）","","11000","5530","5470"
"2020000000","","2020年","11425","","（旧：大利根町）","","14117","7069","7048"
"2020000000","","2020年","11211","","本庄市","","78569","39216","39353"
"2020000000","","2020年","1121C","","（旧：本庄市）","","57990","28952","29038"
"2020000000","","2020年","11382","","（旧：児玉町）","","20579","10264","10315"
"2020000000","","2020年","11212","","東松山市","","91791","46187","45604"
"2020000000","","2020年","11214","","春日部市","","229792","113467","116325"
"2020000000","","2020年","1121D","","（旧：春日部市）","","193850","95669","98181"
"2020000000","","2020年","11468","","（旧：庄和町）","","35942","17798","18144"
"2020000000","","2020年","11215","","狭山市","","148699","74178","74521"
"2020000000","","2020年","11216","","羽生市","","52862","26142","26720"
"2020000000","","2020年","11217","","鴻巣市","","116828","57673","59155"
"2020000000","","2020年","1121E","","（旧：鴻巣市）","","79888","39424","40464"
"2020000000","","2020年","11304","","（旧：吹上町）","","28342","13992","14350"
"2020000000","","2020年","11423","","（旧：川里村）","","8598","4257","4341"
"2020000000","","2020年","11218","","深谷市","","141268","70200","71068"
"2020000000","","2020年","1121F","","（旧：深谷市）","","98496","48872","49624"
"2020000000","","2020年","11405","","（旧：岡部町）","","18035","9011","9024"
"2020000000","","2020年","11406","","（旧：川本町）","","11624","5755","5869"
"2020000000","","2020年","11407","","（旧：花園町）","","13113","6562","6551"
"2020000000","","2020年","11219","","上尾市","","226940","112288","114652"
"2020000000","","2020年","11221","","草加市","","248304","125213","123091"
"2020000000","","2020年","11222","","越谷市","","341621","168747","172874"
"2020000000","","2020年","11223","","蕨市","","74283","37470","36813"
"2020000000","","2020年","11224","","戸田市","","140899","71388","69511"
"2020000000","","2020年","11225","","入間市","","145651","71803","73848"
"2020000000","","2020年","11227","","朝霞市","","141083","70696","70387"
"2020000000","","2020年","11228","","志木市","","75346","36945","38401"
"2020000000","","2020年","11229","","和光市","","83989","43138","40851"
"2020000000","","2020年","11230","","新座市","","166017","81781","84236"
"2020000000","","2020年","11231","","桶川市","","74748","36950","37798"
"2020000000","","2020年","11232","","久喜市","","150582","74607","75975"
"2020000000","","2020年","1123B","","（旧：久喜市）","","66809","33067","33742"
"2020000000","","2020年","11446","","（旧：菖蒲町）","","18801","9467","9334"
"2020000000","","2020年","11461","","（旧：栗橋町）","","27019","13312","13707"
"2020000000","","2020年","11462","","（旧：鷲宮町）","","37953","18761","19192"
"2020000000","","2020年","11233","","北本市","","65201","32214","32987"
"2020000000","","2020年","11234","","八潮市","","93363","47995","45368"
"2020000000","","2020年","11235","","富士見市","","111859","54871","56988"
"2020000000","","2020年","11237","","三郷市","","142145","71486","70659"
"2020000000","","2020年","11238","","蓮田市","","61499","30468","31031"
"2020000000","","2020年","11239","","坂戸市","","100275","50041","50234"
"2020000000","","2020年","11240","","幸手市","","50066","24979","25087"
"2020000000","","2020年","11241","","鶴ヶ島市","","70117","34585","35532"
"2020000000","","2020年","11242","","日高市","","54571","26953","27618"
"2020000000","","2020年","11243","","吉川市","","71979","35800","36179"
"2020000000","","2020年","11245","","ふじみ野市","","113597","56085","57512"
"2020000000","","2020年","11236","","（旧：上福岡市）","","61828","30521","31307"
"2020000000","","2020年","11322","","（旧：大井町）","","51769","25564","26205"
"2020000000","","2020年","11246","","白岡市","","52214","25764","26450"
"2020000000","","2020年","11445","","（旧：白岡町）","","52214","25764","26450"
"2020000000","","2020年","11301","","伊奈町","","44841","22539","22302"
"2020000000","","2020年","11324","","三芳町","","38434","18949","19485"
"2020000000","","2020年","11326","","毛呂山町","","35366","17534","17832"
"2020000000","","2020年","11327","","越生町","","11029","5494","5535"
"2020000000","","2020年","11341","","滑川町","","19732","10070","9662"
"2020000000","","2020年","11342","","嵐山町","","17889","8941","8948"
"2020000000","","2020年","11343","","小川町","","28524","14190","14334"
"2020000000","","2020年","11346","","川島町","","19378","9823","9555"
"2020000000","","2020年","11347","","吉見町","","18192","9127","9065"
"2020000000","","2020年","11348","","鳩山町","","13560","6556","7004"
"2020000000","","2020年","11349","","ときがわ町","","10540","5333","5207"
"2020000000","","2020年","11344","","（旧：都幾川村）","","5950","2984","2966"
"2020000000","","2020年","11345","","（旧：玉川村）","","4590","2349","2241"
"2020000000","","2020年","11361","","横瀬町","","7979","3966","4013"
"2020000000","","2020年","11362","","皆野町","","9302","4583","4719"
"2020000000","","2020年","11363","","長瀞町","","6807","3321","3486"
"2020000000","","2020年","11365","","小鹿野町","","10928","5382","5546"
"2020000000","","2020年","1136B","","（旧：小鹿野町）","","8880","4344","4536"
"2020000000","","2020年","11366","","（旧：両神村）","","2048","1038","1010"
"2020000000","","2020年","11369","","東秩父村","","2709","1352","1357"
"2020000000","","2020年","11381","","美里町","","11039","5540","5499"
"2020000000","","2020年","11383","","神川町","","13359","6755","6604"
"2020000000","","2020年","1138B","","（旧：神川町）","","12470","6328","6142"
"2020000000","","2020年","11384","","（旧：神泉村）","","889","427","462"
"2020000000","","2020年","11385","","上里町","","30343","15012","15331"
"2020000000","","2020年","11408","","寄居町","","32374","16053","16321"
"2020000000","","2020年","11442","","宮代町","","34147","17182","16965"
