"統計名：","令和２年国勢調査 人口等基本集計　（主な内容：男女・年齢・配偶関係，世帯の構成，住居の状態，母子・父子世帯，国籍など）"
"表番号：","1-1-1"
"表題：","[総人口・総世帯数・男女・年齢・配偶関係] 男女別人口－全国，都道府県，市区町村（2000年（平成12年）市区町村含む）"
"実施年月：","2020年","10月"
"市区町村時点（年月日）：","-"

"***","当該数値がないもの"
"-","当該数値がないもの"

"","","","","","","/表章事項 コード","2020_01","2020_01","2020_01"
"","","","","","","/表章事項 補助コード","-","-","-"
"","","","","","","/表章事項","人口【人】","人口【人】","人口【人】"
"","","","","","","/男女 コード","0","1","2"
"","","","","","","/男女 補助コード","-","-","-"
"時間軸（年次） コード","時間軸（年次） 補助コード","時間軸（年次）","全国，都道府県，市区町村（2000年市区町村含む） コード","全国，都道府県，市区町村（2000年市区町村含む） 補助コード","全国，都道府県，市区町村（2000年市区町村含む）","/男女","総数","男","女"
"2020000000","","2020年","20402","","松川町","","12530","6069","6461"
"2020000000","","2020年","20403","","高森町","","12811","6153","6658"
"2020000000","","2020年","20404","","阿南町","","4299","2071","2228"
"2020000000","","2020年","20407","","阿智村","","6068","2894","3174"
"2020000000","","2020年","20406","","（旧：清内路村）","","511","244","267"
"2020000000","","2020年","2040B","","（旧：阿智村）","","5087","2421","2666"
"2020000000","","2020年","20408","","（旧：浪合村）","","470","229","241"
"2020000000","","2020年","20409","","平谷村","","387","192","195"
"2020000000","","2020年","20410","","根羽村","","852","411","441"
"2020000000","","2020年","20411","","下條村","","3545","1709","1836"
"2020000000","","2020年","20412","","売木村","","548","252","296"
"2020000000","","2020年","20413","","天龍村","","1178","558","620"
"2020000000","","2020年","20414","","泰阜村","","1542","726","816"
"2020000000","","2020年","20415","","喬木村","","5973","2908","3065"
"2020000000","","2020年","20416","","豊丘村","","6426","3185","3241"
"2020000000","","2020年","20417","","大鹿村","","1023","539","484"
"2020000000","","2020年","20422","","上松町","","4131","2044","2087"
"2020000000","","2020年","20423","","南木曽町","","3915","1896","2019"
"2020000000","","2020年","20425","","木祖村","","2692","1235","1457"
"2020000000","","2020年","20429","","王滝村","","715","340","375"
"2020000000","","2020年","20430","","大桑村","","3439","1682","1757"
"2020000000","","2020年","20432","","木曽町","","10584","5155","5429"
"2020000000","","2020年","20421","","（旧：木曽福島町）","","5878","2865","3013"
"2020000000","","2020年","20426","","（旧：日義村）","","2112","1030","1082"
"2020000000","","2020年","20427","","（旧：開田村）","","1439","717","722"
"2020000000","","2020年","20428","","（旧：三岳村）","","1155","543","612"
"2020000000","","2020年","20446","","麻績村","","2593","1219","1374"
"2020000000","","2020年","20448","","生坂村","","1639","818","821"
"2020000000","","2020年","20450","","山形村","","8400","4103","4297"
"2020000000","","2020年","20451","","朝日村","","4279","2110","2169"
"2020000000","","2020年","20452","","筑北村","","4149","2046","2103"
"2020000000","","2020年","20444","","（旧：本城村）","","1561","764","797"
"2020000000","","2020年","20445","","（旧：坂北村）","","1528","753","775"
"2020000000","","2020年","20447","","（旧：坂井村）","","1060","529","531"
"2020000000","","2020年","20481","","池田町","","9382","4552","4830"
"2020000000","","2020年","20482","","松川村","","9599","4605","4994"
"2020000000","","2020年","20485","","白馬村","","8575","4257","4318"
"2020000000","","2020年","20486","","小谷村","","2647","1367","1280"
"2020000000","","2020年","20521","","坂城町","","14004","6909","7095"
"2020000000","","2020年","20541","","小布施町","","10660","5122","5538"
"2020000000","","2020年","20543","","高山村","","6617","3242","3375"
"2020000000","","2020年","20561","","山ノ内町","","11352","5519","5833"
"2020000000","","2020年","20562","","木島平村","","4375","2114","2261"
"2020000000","","2020年","20563","","野沢温泉村","","3279","1571","1708"
"2020000000","","2020年","20583","","信濃町","","7739","3812","3927"
"2020000000","","2020年","20588","","小川村","","2215","1100","1115"
"2020000000","","2020年","20590","","飯綱町","","10296","5019","5277"
"2020000000","","2020年","20584","","（旧：牟礼村）","","6151","2941","3210"
"2020000000","","2020年","20585","","（旧：三水村）","","4145","2078","2067"
"2020000000","","2020年","20602","","栄村","","1660","800","860"
"2020000000","","2020年","21000","","岐阜県","","1978742","960436","1018306"
"2020000000","","2020年","21201","","岐阜市","","402557","191679","210878"
"2020000000","","2020年","2120B","","（旧：岐阜市）","","388748","185042","203706"
"2020000000","","2020年","21304","","（旧：柳津町）","","13809","6637","7172"
"2020000000","","2020年","21202","","大垣市","","158286","76994","81292"
"2020000000","","2020年","2120C","","（旧：大垣市）","","148607","72292","76315"
"2020000000","","2020年","21342","","（旧：上石津町）","","4980","2390","2590"
"2020000000","","2020年","21384","","（旧：墨俣町）","","4699","2312","2387"
"2020000000","","2020年","21203","","高山市","","84419","40483","43936"
"2020000000","","2020年","2120D","","（旧：高山市）","","59639","28454","31185"
"2020000000","","2020年","21601","","（旧：丹生川村）","","3983","1972","2011"
"2020000000","","2020年","21602","","（旧：清見村）","","2166","1085","1081"
"2020000000","","2020年","21603","","（旧：荘川村）","","1010","497","513"
"2020000000","","2020年","21605","","（旧：宮村）","","2355","1120","1235"
"2020000000","","2020年","21606","","（旧：久々野町）","","3184","1497","1687"
"2020000000","","2020年","21607","","（旧：朝日村）","","1435","694","741"
"2020000000","","2020年","21608","","（旧：高根村）","","281","148","133"
"2020000000","","2020年","21622","","（旧：国府町）","","7537","3641","3896"
"2020000000","","2020年","21626","","（旧：上宝村）","","2829","1375","1454"
"2020000000","","2020年","21204","","多治見市","","106732","51437","55295"
"2020000000","","2020年","2120E","","（旧：多治見市）","","97477","46953","50524"
"2020000000","","2020年","21541","","（旧：笠原町）","","9255","4484","4771"
"2020000000","","2020年","21205","","関市","","85283","41657","43626"
"2020000000","","2020年","2120F","","（旧：関市）","","72854","35675","37179"
"2020000000","","2020年","21461","","（旧：洞戸村）","","1783","837","946"
"2020000000","","2020年","21462","","（旧：板取村）","","916","440","476"
"2020000000","","2020年","21463","","（旧：武芸川町）","","5539","2681","2858"
"2020000000","","2020年","21464","","（旧：武儀町）","","2840","1352","1488"
"2020000000","","2020年","21465","","（旧：上之保村）","","1351","672","679"
"2020000000","","2020年","21206","","中津川市","","76570","37414","39156"
"2020000000","","2020年","2120G","","（旧：中津川市）","","52897","26023","26874"
"2020000000","","2020年","21561","","（旧：坂下町）","","4305","2077","2228"
"2020000000","","2020年","21562","","（旧：川上村）","","719","359","360"
"2020000000","","2020年","21563","","（旧：加子母村）","","2498","1218","1280"
"2020000000","","2020年","21564","","（旧：付知町）","","5332","2564","2768"
"2020000000","","2020年","21565","","（旧：福岡町）","","6197","2952","3245"
"2020000000","","2020年","21566","","（旧：蛭川村）","","3078","1475","1603"
"2020000000","","2020年","20431","","（旧：山口村）","","1544","746","798"
"2020000000","","2020年","21207","","美濃市","","19247","9289","9958"
"2020000000","","2020年","21208","","瑞浪市","","37150","18156","18994"
"2020000000","","2020年","21209","","羽島市","","65649","32303","33346"
"2020000000","","2020年","21210","","恵那市","","47774","23138","24636"
"2020000000","","2020年","2121B","","（旧：恵那市）","","32082","15602","16480"
"2020000000","","2020年","21567","","（旧：岩村町）","","4672","2239","2433"
"2020000000","","2020年","21568","","（旧：山岡町）","","3773","1828","1945"
"2020000000","","2020年","21569","","（旧：明智町）","","4903","2358","2545"
"2020000000","","2020年","21570","","（旧：串原村）","","696","337","359"
"2020000000","","2020年","21571","","（旧：上矢作町）","","1648","774","874"
"2020000000","","2020年","21211","","美濃加茂市","","56689","28141","28548"
"2020000000","","2020年","21212","","土岐市","","55348","26803","28545"
"2020000000","","2020年","21213","","各務原市","","144521","71220","73301"
"2020000000","","2020年","2121C","","（旧：各務原市）","","132908","65452","67456"
"2020000000","","2020年","21301","","（旧：川島町）","","11613","5768","5845"
"2020000000","","2020年","21214","","可児市","","99968","49202","50766"
"2020000000","","2020年","2121D","","（旧：可児市）","","98743","48623","50120"
"2020000000","","2020年","21523","","（旧：兼山町）","","1225","579","646"
"2020000000","","2020年","21215","","山県市","","25280","12184","13096"
"2020000000","","2020年","21441","","（旧：高富町）","","16355","7861","8494"
"2020000000","","2020年","21442","","（旧：伊自良村）","","3051","1489","1562"
"2020000000","","2020年","21443","","（旧：美山町）","","5874","2834","3040"
"2020000000","","2020年","21216","","瑞穂市","","56388","28105","28283"
"2020000000","","2020年","21423","","（旧：穂積町）","","42700","21478","21222"
"2020000000","","2020年","21424","","（旧：巣南町）","","13688","6627","7061"
"2020000000","","2020年","21217","","飛騨市","","22538","10860","11678"
"2020000000","","2020年","21621","","（旧：古川町）","","13681","6583","7098"
"2020000000","","2020年","21623","","（旧：河合村）","","848","413","435"
"2020000000","","2020年","21624","","（旧：宮川村）","","559","264","295"
"2020000000","","2020年","21625","","（旧：神岡町）","","7450","3600","3850"
"2020000000","","2020年","21218","","本巣市","","32928","15936","16992"
"2020000000","","2020年","21422","","（旧：本巣町）","","7143","3381","3762"
"2020000000","","2020年","21425","","（旧：真正町）","","13140","6488","6652"
"2020000000","","2020年","21426","","（旧：糸貫町）","","11460","5511","5949"
"2020000000","","2020年","21427","","（旧：根尾村）","","1185","556","629"
"2020000000","","2020年","21219","","郡上市","","38997","19051","19946"
"2020000000","","2020年","21481","","（旧：八幡町）","","12532","6115","6417"
"2020000000","","2020年","21482","","（旧：大和町）","","6096","2988","3108"
"2020000000","","2020年","21483","","（旧：白鳥町）","","10431","5067","5364"
"2020000000","","2020年","21484","","（旧：高鷲村）","","2866","1398","1468"
"2020000000","","2020年","21485","","（旧：美並村）","","4090","2004","2086"
"2020000000","","2020年","21486","","（旧：明宝村）","","1446","724","722"
"2020000000","","2020年","21487","","（旧：和良村）","","1536","755","781"
"2020000000","","2020年","21220","","下呂市","","30428","14471","15957"
"2020000000","","2020年","21581","","（旧：萩原町）","","9939","4744","5195"
"2020000000","","2020年","21582","","（旧：小坂町）","","2789","1355","1434"
"2020000000","","2020年","21583","","（旧：下呂町）","","11234","5323","5911"
"2020000000","","2020年","21584","","（旧：金山町）","","5415","2545","2870"
"2020000000","","2020年","21585","","（旧：馬瀬村）","","1051","504","547"
"2020000000","","2020年","21221","","海津市","","32735","16045","16690"
"2020000000","","2020年","21321","","（旧：海津町）","","12096","5973","6123"
"2020000000","","2020年","21322","","（旧：平田町）","","6676","3232","3444"
"2020000000","","2020年","21323","","（旧：南濃町）","","13963","6840","7123"
"2020000000","","2020年","21302","","岐南町","","25881","12664","13217"
"2020000000","","2020年","21303","","笠松町","","22208","10513","11695"
"2020000000","","2020年","21341","","養老町","","26882","13116","13766"
"2020000000","","2020年","21361","","垂井町","","26402","12985","13417"
"2020000000","","2020年","21362","","関ケ原町","","6610","3202","3408"
"2020000000","","2020年","21381","","神戸町","","18585","9099","9486"
"2020000000","","2020年","21382","","輪之内町","","9654","4807","4847"
"2020000000","","2020年","21383","","安八町","","14355","7036","7319"
"2020000000","","2020年","21401","","揖斐川町","","19529","9366","10163"
"2020000000","","2020年","2140B","","（旧：揖斐川町）","","14872","7161","7711"
"2020000000","","2020年","21402","","（旧：谷汲村）","","2695","1280","1415"
"2020000000","","2020年","21405","","（旧：春日村）","","761","367","394"
"2020000000","","2020年","21406","","（旧：久瀬村）","","709","322","387"
"2020000000","","2020年","21407","","（旧：藤橋村）","","212","113","99"
"2020000000","","2020年","21408","","（旧：坂内村）","","280","123","157"
"2020000000","","2020年","21403","","大野町","","22041","10778","11263"
"2020000000","","2020年","21404","","池田町","","23360","11425","11935"
"2020000000","","2020年","21421","","北方町","","18139","8652","9487"
"2020000000","","2020年","21501","","坂祝町","","8071","4168","3903"
"2020000000","","2020年","21502","","富加町","","5626","2705","2921"
"2020000000","","2020年","21503","","川辺町","","9860","4865","4995"
"2020000000","","2020年","21504","","七宗町","","3402","1608","1794"
"2020000000","","2020年","21505","","八百津町","","10195","4905","5290"
"2020000000","","2020年","21506","","白川町","","7412","3485","3927"
"2020000000","","2020年","21507","","東白川村","","2016","964","1052"
"2020000000","","2020年","21521","","御嵩町","","17516","8770","8746"
"2020000000","","2020年","21604","","白川村","","1511","755","756"
"2020000000","","2020年","22000","","静岡県","","3633202","1791118","1842084"
"2020000000","","2020年","22100","","静岡市","","693389","337812","355577"
"2020000000","","2020年","22201","","（旧：静岡市）","","462323","225130","237193"
"2020000000","","2020年","22204","","（旧：清水市）","","213081","103918","109163"
"2020000000","","2020年","22382","","（旧：蒲原町）","","10606","5231","5375"
"2020000000","","2020年","22383","","（旧：由比町）","","7379","3533","3846"
"2020000000","","2020年","22101","","静岡市葵区","","249297","119984","129313"
"2020000000","","2020年","22102","","静岡市駿河区","","213026","105146","107880"
"2020000000","","2020年","22103","","静岡市清水区","","231066","112682","118384"
"2020000000","","2020年","22130","","浜松市","","790718","392900","397818"
"2020000000","","2020年","22202","","（旧：浜松市）","","593001","295497","297504"
"2020000000","","2020年","22217","","（旧：天竜市）","","17815","8692","9123"
"2020000000","","2020年","22218","","（旧：浜北市）","","98779","49066","49713"
"2020000000","","2020年","22462","","（旧：春野町）","","3780","1794","1986"
"2020000000","","2020年","22486","","（旧：龍山村）","","488","244","244"
"2020000000","","2020年","22487","","（旧：佐久間町）","","2853","1371","1482"
"2020000000","","2020年","22488","","（旧：水窪町）","","1790","845","945"
"2020000000","","2020年","22502","","（旧：舞阪町）","","11120","5611","5509"
"2020000000","","2020年","22505","","（旧：雄踏町）","","14836","7319","7517"
"2020000000","","2020年","22521","","（旧：細江町）","","20360","9907","10453"
"2020000000","","2020年","22522","","（旧：引佐町）","","12391","6023","6368"
"2020000000","","2020年","22523","","（旧：三ケ日町）","","13505","6531","6974"
"2020000000","","2020年","22131","","浜松市中区","","235240","117377","117863"
"2020000000","","2020年","22132","","浜松市東区","","129356","64357","64999"
"2020000000","","2020年","22133","","浜松市西区","","108160","53482","54678"
"2020000000","","2020年","22134","","浜松市南区","","99769","50016","49753"
"2020000000","","2020年","22135","","浜松市北区","","92688","45656","47032"
"2020000000","","2020年","22136","","浜松市浜北区","","98779","49066","49713"
"2020000000","","2020年","22137","","浜松市天竜区","","26726","12946","13780"
"2020000000","","2020年","22203","","沼津市","","189386","93046","96340"
"2020000000","","2020年","2220B","","（旧：沼津市）","","186939","91810","95129"
"2020000000","","2020年","22323","","（旧：戸田村）","","2447","1236","1211"
"2020000000","","2020年","22205","","熱海市","","34208","15438","18770"
"2020000000","","2020年","22206","","三島市","","107783","52421","55362"
"2020000000","","2020年","22207","","富士宮市","","128105","63364","64741"
"2020000000","","2020年","2220C","","（旧：富士宮市）","","120193","59533","60660"
"2020000000","","2020年","22361","","（旧：芝川町）","","7912","3831","4081"
"2020000000","","2020年","22208","","伊東市","","65491","30668","34823"
"2020000000","","2020年","22209","","島田市","","95719","46725","48994"
"2020000000","","2020年","2220D","","（旧：島田市）","","73349","35868","37481"
"2020000000","","2020年","22425","","（旧：金谷町）","","18137","8801","9336"
"2020000000","","2020年","22426","","（旧：川根町）","","4233","2056","2177"
"2020000000","","2020年","22210","","富士市","","245392","120694","124698"
"2020000000","","2020年","2221B","","（旧：富士市）","","230641","113562","117079"
"2020000000","","2020年","22381","","（旧：富士川町）","","14751","7132","7619"
"2020000000","","2020年","22211","","磐田市","","166672","83980","82692"
"2020000000","","2020年","2221C","","（旧：磐田市）","","90352","45669","44683"
"2020000000","","2020年","22482","","（旧：福田町）","","17141","8599","8542"
"2020000000","","2020年","22483","","（旧：竜洋町）","","17987","8994","8993"
"2020000000","","2020年","22484","","（旧：豊田町）","","30483","15314","15169"
"2020000000","","2020年","22485","","（旧：豊岡村）","","10709","5404","5305"
"2020000000","","2020年","22212","","焼津市","","136845","66952","69893"
"2020000000","","2020年","2221D","","（旧：焼津市）","","115758","56452","59306"
"2020000000","","2020年","22402","","（旧：大井川町）","","21087","10500","10587"
"2020000000","","2020年","22213","","掛川市","","114954","57655","57299"
"2020000000","","2020年","2221E","","（旧：掛川市）","","85972","43164","42808"
"2020000000","","2020年","22442","","（旧：大須賀町）","","10324","5065","5259"
"2020000000","","2020年","22447","","（旧：大東町）","","18658","9426","9232"
"2020000000","","2020年","22214","","藤枝市","","141342","68793","72549"
"2020000000","","2020年","2221F","","（旧：藤枝市）","","130860","63702","67158"
"2020000000","","2020年","22401","","（旧：岡部町）","","10482","5091","5391"
"2020000000","","2020年","22215","","御殿場市","","86614","44454","42160"
"2020000000","","2020年","22216","","袋井市","","87864","44534","43330"
"2020000000","","2020年","2221G","","（旧：袋井市）","","69738","35237","34501"
"2020000000","","2020年","22481","","（旧：浅羽町）","","18126","9297","8829"
"2020000000","","2020年","22219","","下田市","","20183","9675","10508"
"2020000000","","2020年","22220","","裾野市","","50911","25773","25138"
"2020000000","","2020年","22221","","湖西市","","57885","29625","28260"
"2020000000","","2020年","2222B","","（旧：湖西市）","","42148","21663","20485"
"2020000000","","2020年","22503","","（旧：新居町）","","15737","7962","7775"
"2020000000","","2020年","22222","","伊豆市","","28190","13342","14848"
"2020000000","","2020年","22322","","（旧：修善寺町）","","13191","6251","6940"
"2020000000","","2020年","22324","","（旧：土肥町）","","3056","1439","1617"
"2020000000","","2020年","22328","","（旧：天城湯ケ島町）","","5506","2520","2986"
"2020000000","","2020年","22329","","（旧：中伊豆町）","","6437","3132","3305"
"2020000000","","2020年","22223","","御前崎市","","31103","15803","15300"
"2020000000","","2020年","22421","","（旧：御前崎町）","","9448","4651","4797"
"2020000000","","2020年","22444","","（旧：浜岡町）","","21655","11152","10503"
"2020000000","","2020年","22224","","菊川市","","47789","24173","23616"
"2020000000","","2020年","22445","","（旧：小笠町）","","14642","7425","7217"
"2020000000","","2020年","22446","","（旧：菊川町）","","33147","16748","16399"
"2020000000","","2020年","22225","","伊豆の国市","","46804","22459","24345"
"2020000000","","2020年","22321","","（旧：伊豆長岡町）","","13947","6543","7404"
"2020000000","","2020年","22326","","（旧：韮山町）","","19014","9199","9815"
"2020000000","","2020年","22327","","（旧：大仁町）","","13843","6717","7126"
"2020000000","","2020年","22226","","牧之原市","","43502","21414","22088"
"2020000000","","2020年","22422","","（旧：相良町）","","21204","10467","10737"
"2020000000","","2020年","22423","","（旧：榛原町）","","22298","10947","11351"
"2020000000","","2020年","22301","","東伊豆町","","11488","5440","6048"
"2020000000","","2020年","22302","","河津町","","6870","3317","3553"
"2020000000","","2020年","22304","","南伊豆町","","7877","3722","4155"
"2020000000","","2020年","22305","","松崎町","","6038","2837","3201"
"2020000000","","2020年","22306","","西伊豆町","","7090","3352","3738"
"2020000000","","2020年","2230B","","（旧：西伊豆町）","","4802","2256","2546"
"2020000000","","2020年","22307","","（旧：賀茂村）","","2288","1096","1192"
"2020000000","","2020年","22325","","函南町","","36794","17916","18878"
"2020000000","","2020年","22341","","清水町","","31710","15388","16322"
"2020000000","","2020年","22342","","長泉町","","43336","21434","21902"
"2020000000","","2020年","22344","","小山町","","18568","9845","8723"
"2020000000","","2020年","22424","","吉田町","","28919","14413","14506"
"2020000000","","2020年","22429","","川根本町","","6206","3055","3151"
"2020000000","","2020年","22427","","（旧：中川根町）","","4243","2055","2188"
"2020000000","","2020年","22428","","（旧：本川根町）","","1963","1000","963"
"2020000000","","2020年","22461","","森町","","17457","8699","8758"
"2020000000","","2020年","23000","","愛知県","","7542415","3761502","3780913"
"2020000000","","2020年","23100","","名古屋市","","2332176","1146669","1185507"
"2020000000","","2020年","23101","","名古屋市千種区","","165245","80239","85006"
"2020000000","","2020年","23102","","名古屋市東区","","84392","40483","43909"
"2020000000","","2020年","23103","","名古屋市北区","","162956","79185","83771"
"2020000000","","2020年","23104","","名古屋市西区","","151082","74787","76295"
"2020000000","","2020年","23105","","名古屋市中村区","","138599","70094","68505"
"2020000000","","2020年","23106","","名古屋市中区","","93100","46086","47014"
"2020000000","","2020年","23107","","名古屋市昭和区","","107599","52961","54638"
"2020000000","","2020年","23108","","名古屋市瑞穂区","","108332","51984","56348"
"2020000000","","2020年","23109","","名古屋市熱田区","","66957","33400","33557"
"2020000000","","2020年","23110","","名古屋市中川区","","220728","108929","111799"
"2020000000","","2020年","23111","","名古屋市港区","","143715","72197","71518"
"2020000000","","2020年","23112","","名古屋市南区","","134510","68355","66155"
"2020000000","","2020年","23113","","名古屋市守山区","","176587","86087","90500"
"2020000000","","2020年","23114","","名古屋市緑区","","248802","121993","126809"
"2020000000","","2020年","23115","","名古屋市名東区","","164755","78867","85888"
"2020000000","","2020年","23116","","名古屋市天白区","","164817","81022","83795"
"2020000000","","2020年","23201","","豊橋市","","371920","186160","185760"
"2020000000","","2020年","23202","","岡崎市","","384654","193719","190935"
"2020000000","","2020年","2320B","","（旧：岡崎市）","","377123","190037","187086"
"2020000000","","2020年","23502","","（旧：額田町）","","7531","3682","3849"
"2020000000","","2020年","23203","","一宮市","","380073","184934","195139"
"2020000000","","2020年","2320C","","（旧：一宮市）","","288304","140262","148042"
"2020000000","","2020年","23218","","（旧：尾西市）","","57865","28078","29787"
"2020000000","","2020年","23381","","（旧：木曽川町）","","33904","16594","17310"
"2020000000","","2020年","23204","","瀬戸市","","127792","62586","65206"
"2020000000","","2020年","23205","","半田市","","117884","59364","58520"
"2020000000","","2020年","23206","","春日井市","","308681","152320","156361"
"2020000000","","2020年","23207","","豊川市","","184661","91964","92697"
"2020000000","","2020年","2320D","","（旧：豊川市）","","124997","62344","62653"
"2020000000","","2020年","23601","","（旧：音羽町）","","8685","4244","4441"
"2020000000","","2020年","23602","","（旧：一宮町）","","16295","8218","8077"
"2020000000","","2020年","23603","","（旧：小坂井町）","","21509","10659","10850"
"2020000000","","2020年","23604","","（旧：御津町）","","13175","6499","6676"
"2020000000","","2020年","23208","","津島市","","60942","29664","31278"
"2020000000","","2020年","23209","","碧南市","","72458","37286","35172"
"2020000000","","2020年","23210","","刈谷市","","153834","80203","73631"
"2020000000","","2020年","23211","","豊田市","","422330","220716","201614"
"2020000000","","2020年","2321B","","（旧：豊田市）","","384488","201910","182578"
"2020000000","","2020年","23522","","（旧：藤岡町）","","18864","9572","9292"
"2020000000","","2020年","23523","","（旧：小原村）","","3317","1623","1694"
"2020000000","","2020年","23541","","（旧：足助町）","","7108","3442","3666"
"2020000000","","2020年","23543","","（旧：下山村）","","3997","1967","2030"
"2020000000","","2020年","23544","","（旧：旭町）","","2450","1188","1262"
"2020000000","","2020年","23566","","（旧：稲武町）","","2106","1014","1092"
"2020000000","","2020年","23212","","安城市","","187990","96093","91897"
"2020000000","","2020年","23213","","西尾市","","169046","85594","83452"
"2020000000","","2020年","2321C","","（旧：西尾市）","","113523","58044","55479"
"2020000000","","2020年","23481","","（旧：一色町）","","22671","11210","11461"
"2020000000","","2020年","23482","","（旧：吉良町）","","21705","10840","10865"
"2020000000","","2020年","23483","","（旧：幡豆町）","","11147","5500","5647"
"2020000000","","2020年","23214","","蒲郡市","","79538","39336","40202"
"2020000000","","2020年","23215","","犬山市","","73090","36240","36850"
"2020000000","","2020年","23216","","常滑市","","58710","28575","30135"
"2020000000","","2020年","23217","","江南市","","98255","47920","50335"
"2020000000","","2020年","23219","","小牧市","","148831","75290","73541"
"2020000000","","2020年","23220","","稲沢市","","134751","66415","68336"
"2020000000","","2020年","2322B","","（旧：稲沢市）","","102052","50275","51777"
"2020000000","","2020年","23401","","（旧：祖父江町）","","20387","10096","10291"
"2020000000","","2020年","23402","","（旧：平和町）","","12312","6044","6268"
"2020000000","","2020年","23221","","新城市","","44355","22002","22353"
"2020000000","","2020年","2322C","","（旧：新城市）","","32200","16129","16071"
"2020000000","","2020年","23581","","（旧：鳳来町）","","9916","4800","5116"
"2020000000","","2020年","23582","","（旧：作手村）","","2239","1073","1166"
"2020000000","","2020年","23222","","東海市","","113787","59158","54629"
"2020000000","","2020年","23223","","大府市","","93123","47374","45749"
"2020000000","","2020年","23224","","知多市","","84364","42346","42018"
"2020000000","","2020年","23225","","知立市","","72193","38127","34066"
"2020000000","","2020年","23226","","尾張旭市","","83144","40453","42691"
"2020000000","","2020年","23227","","高浜市","","46106","23790","22316"
"2020000000","","2020年","23228","","岩倉市","","47983","23866","24117"
"2020000000","","2020年","23229","","豊明市","","69295","35061","34234"
"2020000000","","2020年","23230","","日進市","","91520","45149","46371"
"2020000000","","2020年","23231","","田原市","","59360","30138","29222"
"2020000000","","2020年","23621","","（旧：田原町）","","36793","19255","17538"
"2020000000","","2020年","23622","","（旧：赤羽根町）","","5091","2444","2647"
"2020000000","","2020年","23623","","（旧：渥美町）","","17476","8439","9037"
"2020000000","","2020年","23232","","愛西市","","60829","29536","31293"
"2020000000","","2020年","23429","","（旧：佐屋町）","","28230","13758","14472"
"2020000000","","2020年","23430","","（旧：立田村）","","6920","3358","3562"
"2020000000","","2020年","23431","","（旧：八開村）","","4314","2090","2224"
"2020000000","","2020年","23432","","（旧：佐織町）","","21365","10330","11035"
"2020000000","","2020年","23233","","清須市","","67352","33520","33832"
"2020000000","","2020年","23341","","（旧：西枇杷島町）","","17602","8860","8742"
"2020000000","","2020年","23345","","（旧：春日町）","","8530","4362","4168"
"2020000000","","2020年","23346","","（旧：清洲町）","","23317","11465","11852"
"2020000000","","2020年","23347","","（旧：新川町）","","17903","8833","9070"
"2020000000","","2020年","23234","","北名古屋市","","86385","43041","43344"
"2020000000","","2020年","23343","","（旧：師勝町）","","48079","23790","24289"
"2020000000","","2020年","23344","","（旧：西春町）","","38306","19251","19055"
"2020000000","","2020年","23235","","弥富市","","43025","21465","21560"
"2020000000","","2020年","23426","","（旧：十四山村）","","5104","2457","2647"
"2020000000","","2020年","23428","","（旧：弥富町）","","37921","19008","18913"
"2020000000","","2020年","23236","","みよし市","","61952","32105","29847"
"2020000000","","2020年","23521","","（旧：三好町）","","61952","32105","29847"
"2020000000","","2020年","23237","","あま市","","86126","42561","43565"
"2020000000","","2020年","23421","","（旧：七宝町）","","21567","10598","10969"
"2020000000","","2020年","23422","","（旧：美和町）","","23308","11443","11865"
"2020000000","","2020年","23423","","（旧：甚目寺町）","","41251","20520","20731"
"2020000000","","2020年","23238","","長久手市","","60162","29144","31018"
"2020000000","","2020年","23304","","（旧：長久手町）","","60162","29144","31018"
"2020000000","","2020年","23302","","東郷町","","43903","21931","21972"
"2020000000","","2020年","23342","","豊山町","","15613","7937","7676"
"2020000000","","2020年","23361","","大口町","","24305","12261","12044"
"2020000000","","2020年","23362","","扶桑町","","34133","16839","17294"
"2020000000","","2020年","23424","","大治町","","32399","16304","16095"
"2020000000","","2020年","23425","","蟹江町","","37338","18428","18910"
"2020000000","","2020年","23427","","飛島村","","4575","2251","2324"
"2020000000","","2020年","23441","","阿久比町","","28383","13965","14418"
"2020000000","","2020年","23442","","東浦町","","49596","24726","24870"
"2020000000","","2020年","23445","","南知多町","","16617","8079","8538"
"2020000000","","2020年","23446","","美浜町","","22496","11213","11283"
"2020000000","","2020年","23447","","武豊町","","43535","22116","21419"
"2020000000","","2020年","23501","","幸田町","","42449","21504","20945"
"2020000000","","2020年","23561","","設楽町","","4437","2165","2272"
"2020000000","","2020年","2356B","","（旧：設楽町）","","3426","1674","1752"
"2020000000","","2020年","23565","","（旧：津具村）","","1011","491","520"
"2020000000","","2020年","23562","","東栄町","","2942","1417","1525"
"2020000000","","2020年","23563","","豊根村","","1017","482","535"
"2020000000","","2020年","2356C","","（旧：豊根村）","","955","450","505"
"2020000000","","2020年","23564","","（旧：富山村）","","62","32","30"
"2020000000","","2020年","24000","","三重県","","1770254","864475","905779"
"2020000000","","2020年","24201","","津市","","274537","133537","141000"
"2020000000","","2020年","2420B","","（旧：津市）","","157279","76674","80605"
"2020000000","","2020年","24213","","（旧：久居市）","","44642","22057","22585"
"2020000000","","2020年","24381","","（旧：河芸町）","","18024","8661","9363"
"2020000000","","2020年","24382","","（旧：芸濃町）","","8479","4155","4324"
"2020000000","","2020年","24383","","（旧：美里村）","","3138","1481","1657"
"2020000000","","2020年","24384","","（旧：安濃町）","","10176","4825","5351"
